#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_48dfdb16fc0e_A1_KAPITEL_2_Audio_33_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Guckt Biltz a lauschtert den Text.<br>- Obgepasst&#44; gläich ass et esouwäit.<br>- Hroe schonn d&#x27;Schlitt.<br>- 10&#44; 9&#44; 8&#44; 7&#44; 6&#44; 5&#44; 4&#44; 3&#44; 2&#44; 1&#44; 0.<br>- Vill Gléck am Najejoa!<br>- Prost!</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Look&#44; lightning&#44; and listen to the text.<br>- Be careful&#44; it’s about to happen right away.<br>- Hear the slide already.<br>- 10&#44; 9&#44; 8&#44; 7&#44; 6&#44; 5&#44; 4&#44; 3&#44; 2&#44; 1&#44; 0.<br>- Good luck in the Najejoa!<br>- Cheers!</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Guckt Biltz a lauschtert den Text.<br>- Obgepasst&#44; gläich ass et esouwäit.<br>- Hroe schonn d&#x27;Schlitt.<br>- 10&#44; 9&#44; 8&#44; 7&#44; 6&#44; 5&#44; 4&#44; 3&#44; 2&#44; 1&#44; 0.<br>- Vill Gléck am Najejoa!<br>- Prost!</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_48dfdb16fc0e_A1_KAPITEL_2_Audio_33_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Look&#44; lightning&#44; and listen to the text.<br>- Be careful&#44; it’s about to happen right away.<br>- Hear the slide already.<br>- 10&#44; 9&#44; 8&#44; 7&#44; 6&#44; 5&#44; 4&#44; 3&#44; 2&#44; 1&#44; 0.<br>- Good luck in the Najejoa!<br>- Cheers!</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_22759cb9d331_A1_KAPITEL_2_Audio_34_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtert w.e.g.<br>- a schwätzt no.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Listen&#44; please.<br>- and speak now.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtert w.e.g.<br>- a schwätzt no.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_22759cb9d331_A1_KAPITEL_2_Audio_34_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Listen&#44; please.<br>- and speak now.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_efa8aa851339_A1_KAPITEL_2_Audio_34_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Null.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Zero.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Null.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_efa8aa851339_A1_KAPITEL_2_Audio_34_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Zero.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a8683061fffd_A1_KAPITEL_2_Audio_34_003.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Sophie.<br>- An Dir?<br>- Ech heeschen Marc.<br>- Vu wou kommt Dir?<br>- Ech kommen aus Lëtzebuerg.<br>- A wou wunnt Dir?<br>- Ech wunnt zu Esch.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Lëtzebuerger.<br>- Sidd Dir Fransous?<br>- Nee&#44; ech sinn Däitsch.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- A wéi al sidd Dir?<br>- Ech sinn 30 Joer al.<br>- Wat maacht Dir?<br>- Ech sinn Student.<br>- A wat maacht Dir?<br>- Ech schaffen als Léierin.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- What is your name?<br>- My name is Sophie.<br>- And you?<br>- I am called Marc.<br>- Where are you from?<br>- I come from Luxembourg.<br>- And where do you live?<br>- I live in Esch.<br>- Are you Swiss?<br>- No&#44; I am Luxembourgish.<br>- Are you French?<br>- No&#44; I am German.<br>- How old are you?<br>- I am 25 years old.<br>- And how old are you?<br>- I am 30 years old.<br>- What do you do?<br>- I am a student.<br>- And what do you do?<br>- I work as a teacher.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Sophie.<br>- An Dir?<br>- Ech heeschen Marc.<br>- Vu wou kommt Dir?<br>- Ech kommen aus Lëtzebuerg.<br>- A wou wunnt Dir?<br>- Ech wunnt zu Esch.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Lëtzebuerger.<br>- Sidd Dir Fransous?<br>- Nee&#44; ech sinn Däitsch.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- A wéi al sidd Dir?<br>- Ech sinn 30 Joer al.<br>- Wat maacht Dir?<br>- Ech sinn Student.<br>- A wat maacht Dir?<br>- Ech schaffen als Léierin.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a8683061fffd_A1_KAPITEL_2_Audio_34_003.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- What is your name?<br>- My name is Sophie.<br>- And you?<br>- I am called Marc.<br>- Where are you from?<br>- I come from Luxembourg.<br>- And where do you live?<br>- I live in Esch.<br>- Are you Swiss?<br>- No&#44; I am Luxembourgish.<br>- Are you French?<br>- No&#44; I am German.<br>- How old are you?<br>- I am 25 years old.<br>- And how old are you?<br>- I am 30 years old.<br>- What do you do?<br>- I am a student.<br>- And what do you do?<br>- I work as a teacher.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c1ffd7c05837_A1_KAPITEL_2_Audio_34_004.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Swee.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Sweet.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Swee.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c1ffd7c05837_A1_KAPITEL_2_Audio_34_004.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Sweet.</div></div>
