#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_201a207e1387_B1_KAPITEL_6_B1_AUDIO_147_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Chomba.<br>- Dat Lëtzebuerger Parlament&#44; also Chomba der Deputé&#44; gëtt einfach Chomba genannt.<br>- Si besteet aus 60 Deputéierten&#44; déi demokratesch gewielt sinn.<br>- An et huet säi Sëtz um Staat um Kräutmart direkt nieft dem Palais.<br>- D&#x27;Sitzungen sinn ëffentlech&#44; dat heescht&#44; jiddereen kann olauschteren goen oder Séancen op Chomba-TV verfollegen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Chomba.<br>- The Luxembourg Parliament&#44; that is Chomba the Deputy&#44; is simply called Chomba.<br>- It consists of 60 Deputies&#44; who are democratically elected.<br>- And it has its seat at the State at Kräutmart directly next to the Palais.<br>- The meetings are public&#44; that means everyone can listen in or watch sessions on Chomba-TV.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Chomba.<br>- Dat Lëtzebuerger Parlament&#44; also Chomba der Deputé&#44; gëtt einfach Chomba genannt.<br>- Si besteet aus 60 Deputéierten&#44; déi demokratesch gewielt sinn.<br>- An et huet säi Sëtz um Staat um Kräutmart direkt nieft dem Palais.<br>- D&#x27;Sitzungen sinn ëffentlech&#44; dat heescht&#44; jiddereen kann olauschteren goen oder Séancen op Chomba-TV verfollegen.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_201a207e1387_B1_KAPITEL_6_B1_AUDIO_147_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Chomba.<br>- The Luxembourg Parliament&#44; that is Chomba the Deputy&#44; is simply called Chomba.<br>- It consists of 60 Deputies&#44; who are democratically elected.<br>- And it has its seat at the State at Kräutmart directly next to the Palais.<br>- The meetings are public&#44; that means everyone can listen in or watch sessions on Chomba-TV.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_01036638e0f9_B1_KAPITEL_6_B1_AUDIO_148_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- De Palais.<br>- De Palais um Krautmaart ass déi offiziell Residenz vum Grand-Duc.<br>- Hei empfänkt hien offiziell Gäscht an hei huet hien och Büroen.<br>- Dat schéint Renaissancegebei huet eng laang Geschicht a war ganz am Ufank de Meng-Haus vun der Stad.<br>- Privatresidenz vun der groussherzoglecher Famill ass d&#x27;Schlass zu Kolmer-Bierg.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- The palace.<br>- The Palais on Krautmaart is the official residence of the Grand Duke.<br>- There he officially welcomes guests and he also has offices here.<br>- The beautiful Renaissance building has a long history and was in the early days the Municipal House of the city.<br>- The private residence of the Grand Ducal Family is the castle at Colmer-Bierg.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- De Palais.<br>- De Palais um Krautmaart ass déi offiziell Residenz vum Grand-Duc.<br>- Hei empfänkt hien offiziell Gäscht an hei huet hien och Büroen.<br>- Dat schéint Renaissancegebei huet eng laang Geschicht a war ganz am Ufank de Meng-Haus vun der Stad.<br>- Privatresidenz vun der groussherzoglecher Famill ass d&#x27;Schlass zu Kolmer-Bierg.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_01036638e0f9_B1_KAPITEL_6_B1_AUDIO_148_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- The palace.<br>- The Palais on Krautmaart is the official residence of the Grand Duke.<br>- There he officially welcomes guests and he also has offices here.<br>- The beautiful Renaissance building has a long history and was in the early days the Municipal House of the city.<br>- The private residence of the Grand Ducal Family is the castle at Colmer-Bierg.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_244ffc6c8590_B1_KAPITEL_6_B1_AUDIO_149_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lëtzebuerg war 1952 Grënnungsmember vun der heutischer Europäischer Union.<br>- Haut ass Lëtzebuerg Sëtz vun enger Rei vun europäeschen Institutiounen.<br>- Déi meescht vun denen Institutiounen fannen am Quartier Kirchbierch.<br>- Dat sinn zum Beispill Generalsekretariat vum Europäesche Parlament&#44; d&#x27;Europäesch Investitiounsbank&#44; den Europäesche Rechnungshof an de Gerichtshof vun der Europäescher Union.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Luxembourg was a founding member of the modern European Union in 1952.<br>- Today Luxembourg is the seat of a number of European institutions.<br>- Most of those institutions are located in Kirchbierch neighborhood.<br>- These include&#44; for example&#44; the European Parliament Secretariat&#44; the European Investment Bank&#44; the European Court of Auditors&#44; and the Court of Justice of the European Union.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lëtzebuerg war 1952 Grënnungsmember vun der heutischer Europäischer Union.<br>- Haut ass Lëtzebuerg Sëtz vun enger Rei vun europäeschen Institutiounen.<br>- Déi meescht vun denen Institutiounen fannen am Quartier Kirchbierch.<br>- Dat sinn zum Beispill Generalsekretariat vum Europäesche Parlament&#44; d&#x27;Europäesch Investitiounsbank&#44; den Europäesche Rechnungshof an de Gerichtshof vun der Europäescher Union.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_244ffc6c8590_B1_KAPITEL_6_B1_AUDIO_149_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Luxembourg was a founding member of the modern European Union in 1952.<br>- Today Luxembourg is the seat of a number of European institutions.<br>- Most of those institutions are located in Kirchbierch neighborhood.<br>- These include&#44; for example&#44; the European Parliament Secretariat&#44; the European Investment Bank&#44; the European Court of Auditors&#44; and the Court of Justice of the European Union.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_11c051180992_B1_KAPITEL_6_B1_AUDIO_150_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Symboler fir Lëtzebuerg.<br>- De Fändel.<br>- De Lëtzebuerger Fändel aus Rout&#44; Weiß&#44; Blo.<br>- Mee et gët och nach en zweeten&#44; den an dach bei Sportsmanifestatioune gezeid.<br>- En aus Blo a Weiß gestreift&#44; mat engem rode Leif an der Mëtt.<br>- Da ass am Fond d&#x27;Staatswopen&#44; deen elo als Fändel gezeid gëtt.<br>- Zu Lëtzebuerg&#44; als Memberstaat vun der Europäescher Unioun&#44; gezeid en natierlech och ëmmer den Europäesche Fändel&#44; den Zwölfster an op engem bloen Hannergrond.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Symbols for Luxembourg.<br>- The flag.<br>- The Luxembourg flag in red&#44; white&#44; and blue.<br>- But there is also a second one&#44; that is also displayed at sports events.<br>- One is blue and white striped&#44; with a red lion in the middle.<br>- In the background there is the state coat of arms&#44; which is now displayed as a flag.<br>- In Luxembourg&#44; as a member state of the European Union&#44; the European flag is naturally also always shown&#44; the twelve stars on a blue background.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Symboler fir Lëtzebuerg.<br>- De Fändel.<br>- De Lëtzebuerger Fändel aus Rout&#44; Weiß&#44; Blo.<br>- Mee et gët och nach en zweeten&#44; den an dach bei Sportsmanifestatioune gezeid.<br>- En aus Blo a Weiß gestreift&#44; mat engem rode Leif an der Mëtt.<br>- Da ass am Fond d&#x27;Staatswopen&#44; deen elo als Fändel gezeid gëtt.<br>- Zu Lëtzebuerg&#44; als Memberstaat vun der Europäescher Unioun&#44; gezeid en natierlech och ëmmer den Europäesche Fändel&#44; den Zwölfster an op engem bloen Hannergrond.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_11c051180992_B1_KAPITEL_6_B1_AUDIO_150_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Symbols for Luxembourg.<br>- The flag.<br>- The Luxembourg flag in red&#44; white&#44; and blue.<br>- But there is also a second one&#44; that is also displayed at sports events.<br>- One is blue and white striped&#44; with a red lion in the middle.<br>- In the background there is the state coat of arms&#44; which is now displayed as a flag.<br>- In Luxembourg&#44; as a member state of the European Union&#44; the European flag is naturally also always shown&#44; the twelve stars on a blue background.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_80d399ec1c20_B1_KAPITEL_6_B1_AUDIO_150_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Nationalhym.<br>- Nationalhym vu Lëtzebuerg ass déi éischt an déi lescht Strof vum Lied &quot;Ons Heemecht&quot; vun 1895.<br>- Den Text ass vu Michel Lentz an Musek vum Jean-Antoine Zinnen.<br>- An der éischter Strof gëtt Schéinheet vun der lëtzebuerger Landschaft beschriwwen.<br>- An der leschter Strof geet et ëm eis Fräiheet an Onofhängegkeet&#44; déi d&#x27;Land zënter 1867 genéisst.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- National anthem.<br>- The national anthem of Luxembourg is the first and last stanza of the song &quot;Ons Heemecht&quot; from 1895.<br>- The text is by Michel Lentz and the music by Jean-Antoine Zinnen.<br>- In the first stanza&#44; the beauty of the Luxembourgish landscape is described.<br>- In the last stanza it is about our freedom and independence&#44; which the country has enjoyed since 1867.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Nationalhym.<br>- Nationalhym vu Lëtzebuerg ass déi éischt an déi lescht Strof vum Lied &quot;Ons Heemecht&quot; vun 1895.<br>- Den Text ass vu Michel Lentz an Musek vum Jean-Antoine Zinnen.<br>- An der éischter Strof gëtt Schéinheet vun der lëtzebuerger Landschaft beschriwwen.<br>- An der leschter Strof geet et ëm eis Fräiheet an Onofhängegkeet&#44; déi d&#x27;Land zënter 1867 genéisst.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_80d399ec1c20_B1_KAPITEL_6_B1_AUDIO_150_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- National anthem.<br>- The national anthem of Luxembourg is the first and last stanza of the song &quot;Ons Heemecht&quot; from 1895.<br>- The text is by Michel Lentz and the music by Jean-Antoine Zinnen.<br>- In the first stanza&#44; the beauty of the Luxembourgish landscape is described.<br>- In the last stanza it is about our freedom and independence&#44; which the country has enjoyed since 1867.</div></div>
