#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_09f0a21e014d_B1_KAPITEL_1_B1_AUDIO_01_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Löscht hat wat Leit ze woen!<br>- Schreift Nummer vun den Haiser bei déi richteg Foto.<br>- Eent<br>- Wéi flott&#44; dass mir mol enge Kéier all zesumme bei der Foto sinn&#44; mëm Méidenscher&#44; mëm Mann&#44; mëm Boumi an ech!<br>- Zwee<br>- Méi Gratulärer ganz häerzlech witt geboot vun erem klänge Meitschen!<br>- Dräi<br>- Du hues jo schonn e richte stéck Bauch!<br>- Wéi weni ass et dann?<br>- Feier<br>- Kuck&#44; wat wär ech sou leif&#44; wie ich klang war&#44; dat heiwäre am richte Schouljohr.<br>- Erkennst du mich?<br>- Ech sinn den an da mett&#44; mam hellblauen T-Shirt.<br>- Fünnef<br>- Esch geet ganz gäerne mëm Boupi an de Pork.<br>- Die Läsche kammen usich verblosegemä.<br>- Dat wär flott.<br>- Sex<br>- Mëng Frënn kommen aus ville verschidneren Anna&#44; dat fonnt ech flott.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- That was something people should attend to!<br>- Write the house numbers next to the correct photo.<br>- One<br>- How nice that we all once again together in the photo&#44; mom&#44; dad&#44; grandpa and me!<br>- Two<br>- My heartfelt congratulations on the birth of this lovely girl!<br>- Three<br>- You already have a real belly!<br>- How many is it then?<br>- Celebration<br>- Look&#44; what would I be so fond of&#44; how I sounded&#44; that would be in the right school year.<br>- Do you recognize me?<br>- I am the one in the middle&#44; wearing the light blue T-shirt.<br>- Five<br>- I would love to go with the baby and the pork.<br>- The laughter came unglued.<br>- That would be cool.<br>- Sex<br>- My friends come from many different places&#44; I think that’s cool.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Löscht hat wat Leit ze woen!<br>- Schreift Nummer vun den Haiser bei déi richteg Foto.<br>- Eent<br>- Wéi flott&#44; dass mir mol enge Kéier all zesumme bei der Foto sinn&#44; mëm Méidenscher&#44; mëm Mann&#44; mëm Boumi an ech!<br>- Zwee<br>- Méi Gratulärer ganz häerzlech witt geboot vun erem klänge Meitschen!<br>- Dräi<br>- Du hues jo schonn e richte stéck Bauch!<br>- Wéi weni ass et dann?<br>- Feier<br>- Kuck&#44; wat wär ech sou leif&#44; wie ich klang war&#44; dat heiwäre am richte Schouljohr.<br>- Erkennst du mich?<br>- Ech sinn den an da mett&#44; mam hellblauen T-Shirt.<br>- Fünnef<br>- Esch geet ganz gäerne mëm Boupi an de Pork.<br>- Die Läsche kammen usich verblosegemä.<br>- Dat wär flott.<br>- Sex<br>- Mëng Frënn kommen aus ville verschidneren Anna&#44; dat fonnt ech flott.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_09f0a21e014d_B1_KAPITEL_1_B1_AUDIO_01_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- That was something people should attend to!<br>- Write the house numbers next to the correct photo.<br>- One<br>- How nice that we all once again together in the photo&#44; mom&#44; dad&#44; grandpa and me!<br>- Two<br>- My heartfelt congratulations on the birth of this lovely girl!<br>- Three<br>- You already have a real belly!<br>- How many is it then?<br>- Celebration<br>- Look&#44; what would I be so fond of&#44; how I sounded&#44; that would be in the right school year.<br>- Do you recognize me?<br>- I am the one in the middle&#44; wearing the light blue T-shirt.<br>- Five<br>- I would love to go with the baby and the pork.<br>- The laughter came unglued.<br>- That would be cool.<br>- Sex<br>- My friends come from many different places&#44; I think that’s cool.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_f66ff1164380_B1_KAPITEL_1_B1_AUDIO_02_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest Aläu Stotem ammelisen Geschicht.<br>- Ech sinn 1962 zu Zeissingen op d&#x27;Welt komm.<br>- Ech sinn och do an d&#x27; Schoul gaangen.<br>- Mat 20 Joer sinn ech selwer Léierin an der Zeissinger Primärschoul ginn.<br>- Ech wollt joeng Gesellin bleiwen&#44; mee du hunn ech de Fernokäne geléiert an ech hunn mech verléift.<br>- Wéi ech 25 Joer hat&#44; hu mir eis bestuet an ech hunn opgehalen mat schaffen.<br>- Mir sinn op Bettelbréck geplënnert an ee Joer méi spéit hu mir eis éischt Kand kritt&#44; d&#x27;Leonie.<br>- Dat war eng ganz flott Zäite&#44; do hu mir och eisen éischten Auto kaaft.<br>- Dat war 1961&#44; wann ech mech richteg erënneren.<br>- 1992&#44; also wéi ech 30 Joer hat&#44; koum eis zweet Kand&#44; de François&#44; op d&#x27;Welt.<br>- Zéng Joer méi spéit hu mir eis éischt Rees mam Fliger gemaach.<br>- Mir sinn a Spuenje geflunn&#44; dat war eng richteg Avantür.<br>- Du no hu mir nach méi dacks am Fliger&#44; dat ass ee Joer eng Normalitéit ginn.<br>- Wéi ech 50 Joer hat&#44; verend konn a scho grouss an ech hat nëmmen vill Zäite.<br>- Ech hunn du ugefaangen&#44; Nohilfskore fir Kanner ze ginn.<br>- Elo fille ech mech awer ze al dofir an ech genéissen d&#x27;Pensioun zesumme mat mengem Mann.<br>- Mir reese nare ma géer an nächst Joer wëlle mir d&#x27;Leonie besiche fueren.<br>- Hat wunnt de loo mat sengem Mann an Amerika zu Boston.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read Aläu Stotem&#x27;s collections history.<br>- I was born in 1962 in Zeissingen to the world.<br>- I also went to school there.<br>- At 20 I myself became a teacher at the Zeissinger primary school.<br>- I wanted to stay a young companion&#44; but you learned the Fernokäne and fell in love.<br>- When I was 25 we got married and I stopped working.<br>- We planned to move to Bettelbréck and a year later we had our first child&#44; Leonie.<br>- That was a very nice time&#44; we also bought our first car then.<br>- It was 1961&#44; if I remember correctly.<br>- In 1992&#44; when I was 30&#44; our second child&#44; François&#44; was born.<br>- Ten years later we took our first trip by plane.<br>- We flew to Spain&#44; that was a real adventure.<br>- After that we flew even more often&#44; that became a normal thing in a year.<br>- When I was 50 I could have died and was already grown and I had only many times.<br>- I started to give little helpers for children.<br>- Now I feel too old for that and I enjoy retirement together with my husband.<br>- Next year we will travel to Leonie again to visit.<br>- He lived the man with his husband in America in Boston.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest Aläu Stotem ammelisen Geschicht.<br>- Ech sinn 1962 zu Zeissingen op d&#x27;Welt komm.<br>- Ech sinn och do an d&#x27; Schoul gaangen.<br>- Mat 20 Joer sinn ech selwer Léierin an der Zeissinger Primärschoul ginn.<br>- Ech wollt joeng Gesellin bleiwen&#44; mee du hunn ech de Fernokäne geléiert an ech hunn mech verléift.<br>- Wéi ech 25 Joer hat&#44; hu mir eis bestuet an ech hunn opgehalen mat schaffen.<br>- Mir sinn op Bettelbréck geplënnert an ee Joer méi spéit hu mir eis éischt Kand kritt&#44; d&#x27;Leonie.<br>- Dat war eng ganz flott Zäite&#44; do hu mir och eisen éischten Auto kaaft.<br>- Dat war 1961&#44; wann ech mech richteg erënneren.<br>- 1992&#44; also wéi ech 30 Joer hat&#44; koum eis zweet Kand&#44; de François&#44; op d&#x27;Welt.<br>- Zéng Joer méi spéit hu mir eis éischt Rees mam Fliger gemaach.<br>- Mir sinn a Spuenje geflunn&#44; dat war eng richteg Avantür.<br>- Du no hu mir nach méi dacks am Fliger&#44; dat ass ee Joer eng Normalitéit ginn.<br>- Wéi ech 50 Joer hat&#44; verend konn a scho grouss an ech hat nëmmen vill Zäite.<br>- Ech hunn du ugefaangen&#44; Nohilfskore fir Kanner ze ginn.<br>- Elo fille ech mech awer ze al dofir an ech genéissen d&#x27;Pensioun zesumme mat mengem Mann.<br>- Mir reese nare ma géer an nächst Joer wëlle mir d&#x27;Leonie besiche fueren.<br>- Hat wunnt de loo mat sengem Mann an Amerika zu Boston.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_f66ff1164380_B1_KAPITEL_1_B1_AUDIO_02_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read Aläu Stotem&#x27;s collections history.<br>- I was born in 1962 in Zeissingen to the world.<br>- I also went to school there.<br>- At 20 I myself became a teacher at the Zeissinger primary school.<br>- I wanted to stay a young companion&#44; but you learned the Fernokäne and fell in love.<br>- When I was 25 we got married and I stopped working.<br>- We planned to move to Bettelbréck and a year later we had our first child&#44; Leonie.<br>- That was a very nice time&#44; we also bought our first car then.<br>- It was 1961&#44; if I remember correctly.<br>- In 1992&#44; when I was 30&#44; our second child&#44; François&#44; was born.<br>- Ten years later we took our first trip by plane.<br>- We flew to Spain&#44; that was a real adventure.<br>- After that we flew even more often&#44; that became a normal thing in a year.<br>- When I was 50 I could have died and was already grown and I had only many times.<br>- I started to give little helpers for children.<br>- Now I feel too old for that and I enjoy retirement together with my husband.<br>- Next year we will travel to Leonie again to visit.<br>- He lived the man with his husband in America in Boston.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_310ec9395337_B1_KAPITEL_1_B1_AUDIO_03_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech sinn op Lëtzebuerg komm&#44; well a menger Land Krich war.<br>- Méi Heier hunn ech mech awer och gutt wulle gefillt.<br>- Ech hunn Leit net verstanen&#44; geschwätze mir scho lang&#44;<br>- an et war och ze kal Heier.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I am from Luxembourg&#44; because there was war in my country.<br>- For more years I also felt well.<br>- I did not understand people&#44; talking to me for a long time&#44;<br>- and it was also too cold years.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech sinn op Lëtzebuerg komm&#44; well a menger Land Krich war.<br>- Méi Heier hunn ech mech awer och gutt wulle gefillt.<br>- Ech hunn Leit net verstanen&#44; geschwätze mir scho lang&#44;<br>- an et war och ze kal Heier.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_310ec9395337_B1_KAPITEL_1_B1_AUDIO_03_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I am from Luxembourg&#44; because there was war in my country.<br>- For more years I also felt well.<br>- I did not understand people&#44; talking to me for a long time&#44;<br>- and it was also too cold years.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a69d6a5c3562_B1_KAPITEL_1_B1_AUDIO_04_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Firwat sidd Dir op Lëtzebuerg komm?<br>- Ech sinn op Lëtzebuerg komm&#44; well meng Fra hei eng Aarbecht kritt huet.<br>- Wéi huet Iech Lëtzebuerg gefall?<br>- Mir huet et direkt immens gutt gefall. Kleng&#44; mee ganz villseiteg.<br>- Hutt Dir Iech séier ageliewt?<br>- Ech hunn mech och ganz séier ageliewt a vill Leit kennegeléiert.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Why are you in Luxembourg?<br>- I am in Luxembourg because my wife got a job here.<br>- How did you like Luxembourg?<br>- I liked it right away a lot. Small&#44; but very diverse.<br>- Did you settle in quickly?<br>- I settled in quickly as well and met a lot of people.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Firwat sidd Dir op Lëtzebuerg komm?<br>- Ech sinn op Lëtzebuerg komm&#44; well meng Fra hei eng Aarbecht kritt huet.<br>- Wéi huet Iech Lëtzebuerg gefall?<br>- Mir huet et direkt immens gutt gefall. Kleng&#44; mee ganz villseiteg.<br>- Hutt Dir Iech séier ageliewt?<br>- Ech hunn mech och ganz séier ageliewt a vill Leit kennegeléiert.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a69d6a5c3562_B1_KAPITEL_1_B1_AUDIO_04_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Why are you in Luxembourg?<br>- I am in Luxembourg because my wife got a job here.<br>- How did you like Luxembourg?<br>- I liked it right away a lot. Small&#44; but very diverse.<br>- Did you settle in quickly?<br>- I settled in quickly as well and met a lot of people.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_165655b35749_B1_KAPITEL_1_B1_AUDIO_05_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech wollt am Fong an Däitschland studéiere goen&#44;<br>- mee do gouf de Schéng Studiplatz.<br>- Ech war immens enttäuscht.<br>- Ech hat mech och op der Uni Lëtzebuerg ugemellt&#44;<br>- mee zu Lëtzebuerg gouf net komm.<br>- Ech war vun der Welt faszinéiert&#44;<br>- vun der Multikulturalitéit hei.<br>- An elo sinn ech frou&#44;<br>- dass ech hei sinn.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I wanted to study in Germany at the beginning&#44;<br>- but there was the shortage of study spots.<br>- I was immensely disappointed.<br>- I had also enrolled at the University of Luxembourg&#44;<br>- but in Luxembourg it did not work out.<br>- I was fascinated by the world&#44;<br>- by the multiculturalism here.<br>- And now I am happy&#44;<br>- that I am here.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech wollt am Fong an Däitschland studéiere goen&#44;<br>- mee do gouf de Schéng Studiplatz.<br>- Ech war immens enttäuscht.<br>- Ech hat mech och op der Uni Lëtzebuerg ugemellt&#44;<br>- mee zu Lëtzebuerg gouf net komm.<br>- Ech war vun der Welt faszinéiert&#44;<br>- vun der Multikulturalitéit hei.<br>- An elo sinn ech frou&#44;<br>- dass ech hei sinn.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_165655b35749_B1_KAPITEL_1_B1_AUDIO_05_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I wanted to study in Germany at the beginning&#44;<br>- but there was the shortage of study spots.<br>- I was immensely disappointed.<br>- I had also enrolled at the University of Luxembourg&#44;<br>- but in Luxembourg it did not work out.<br>- I was fascinated by the world&#44;<br>- by the multiculturalism here.<br>- And now I am happy&#44;<br>- that I am here.</div></div>
