#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_f6b0e79dae7f_A1_KAPITEL_3_Audio_62_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- De Moto vun der Mam huet e Problem&#44; Monsieur.<br>- Mir mussen an de Garage fueren.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- O moto da mam tem um problema&#44; senhor.<br>- Precisamos ir para a garagem.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- De Moto vun der Mam huet e Problem&#44; Monsieur.<br>- Mir mussen an de Garage fueren.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_f6b0e79dae7f_A1_KAPITEL_3_Audio_62_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- O moto da mam tem um problema&#44; senhor.<br>- Precisamos ir para a garagem.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5d045d47a680_A1_KAPITEL_3_Audio_62_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Bonjour&#44; hei ass d&#x27;Sekretariat vun der Madame Bertholet.<br>- Wéi kann ech Iech hëllefen?</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá&#44; este é o secretariado da Sra. Bertholet.<br>- Como posso ajudá-lo?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Bonjour&#44; hei ass d&#x27;Sekretariat vun der Madame Bertholet.<br>- Wéi kann ech Iech hëllefen?</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5d045d47a680_A1_KAPITEL_3_Audio_62_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá&#44; este é o secretariado da Sra. Bertholet.<br>- Como posso ajudá-lo?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_9c9d5f0e12c9_A1_KAPITEL_3_Audio_62_003.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Drei.<br>- Ee Moment&#44; ech sinn an zwou Minutte bei de Schmotzpotzen.<br>- Véier.<br>- Hues du däin neie Programm schonn installéiert?<br>- Jo&#44; en ass op all de Computeren am Gebai an e funktionéiert gutt.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Três.<br>- Um momento&#44; eu estou em dois minutos na poça de mijo.<br>- Quatro.<br>- Você já instalou seu novo programa?<br>- Sim&#44; ele está em todos os computadores no prédio e funciona bem.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Drei.<br>- Ee Moment&#44; ech sinn an zwou Minutte bei de Schmotzpotzen.<br>- Véier.<br>- Hues du däin neie Programm schonn installéiert?<br>- Jo&#44; en ass op all de Computeren am Gebai an e funktionéiert gutt.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_9c9d5f0e12c9_A1_KAPITEL_3_Audio_62_003.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Três.<br>- Um momento&#44; eu estou em dois minutos na poça de mijo.<br>- Quatro.<br>- Você já instalou seu novo programa?<br>- Sim&#44; ele está em todos os computadores no prédio e funciona bem.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8ef84fadae5c_A1_KAPITEL_3_Audio_62_004.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Fënnef.<br>- Madame Direktär&#44; hei ass de Bilan vum läschte Joer.<br>- Op der Statistik gesitt Dir eis Resultater ...<br>- Sechs.<br>- Gudde Moien&#44; ech hunn e Rendez-vous bei der Madame Reuter.<br>- Dat ass um éischte Stack.<br>- Haut trappen erop an dann no lénks.<br>- Merci.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Cinco.<br>- Senhora Diretora&#44; este é o balanço do último ano.<br>- Nas estatísticas vocês veem os nossos resultados ...<br>- Seis.<br>- Bom dia&#44; tenho uma consulta com a Senhora Reuter.<br>- Isso fica no primeiro andar.<br>- Suba hoje e depois vire à esquerda.<br>- Obrigado.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Fënnef.<br>- Madame Direktär&#44; hei ass de Bilan vum läschte Joer.<br>- Op der Statistik gesitt Dir eis Resultater ...<br>- Sechs.<br>- Gudde Moien&#44; ech hunn e Rendez-vous bei der Madame Reuter.<br>- Dat ass um éischte Stack.<br>- Haut trappen erop an dann no lénks.<br>- Merci.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8ef84fadae5c_A1_KAPITEL_3_Audio_62_004.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Cinco.<br>- Senhora Diretora&#44; este é o balanço do último ano.<br>- Nas estatísticas vocês veem os nossos resultados ...<br>- Seis.<br>- Bom dia&#44; tenho uma consulta com a Senhora Reuter.<br>- Isso fica no primeiro andar.<br>- Suba hoje e depois vire à esquerda.<br>- Obrigado.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8192495139bd_A1_KAPITEL_3_Audio_62_005.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Jos&#44; komm wéinstens Du packen?<br>- Ech sinn um Telefon.<br>- Ech kommen direkt.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Sim&#44; por favor&#44; você pode guardar pelo menos?<br>- Eu estou ao telefone.<br>- Eu chego diretamente.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Jos&#44; komm wéinstens Du packen?<br>- Ech sinn um Telefon.<br>- Ech kommen direkt.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8192495139bd_A1_KAPITEL_3_Audio_62_005.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Sim&#44; por favor&#44; você pode guardar pelo menos?<br>- Eu estou ao telefone.<br>- Eu chego diretamente.</div></div>
