#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_f493d16cc4c5_A2_KAPITEL_2_Audio20_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Kuckt Fotoen&#44; liest allärst do Texter.<br>- 1976 wohnen ich mit meiner Frau heute Remisch an einem Reihenhaus.<br>- Wir haben zwei Mädels&#44; aber sie wohnen nicht mehr hier.<br>- Sie sind bestürt und haben eine Nischefamilie.<br>- Für zwei Personen sind 125 Quadratmeter ein bisschen viel.<br>- Wir haben ein Stuhl&#44; kommen keiner&#44; denken keiner auf Besuch&#44;<br>- und dann ist das Haus voll.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olha as fotos&#44; leia todo o texto&#44; por favor.<br>- Em 1976 eu moro com minha esposa hoje Remisch em uma casa geminada.<br>- Nós temos duas meninas&#44; mas elas não moram mais aqui.<br>- Elas estão tristes e têm uma família pequena.<br>- Para duas pessoas 125 metros quadrados é um pouco muito.<br>- Temos uma cadeira&#44; ninguém vem&#44; ninguém vem para visita&#44;<br>- e então a casa fica cheia.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Kuckt Fotoen&#44; liest allärst do Texter.<br>- 1976 wohnen ich mit meiner Frau heute Remisch an einem Reihenhaus.<br>- Wir haben zwei Mädels&#44; aber sie wohnen nicht mehr hier.<br>- Sie sind bestürt und haben eine Nischefamilie.<br>- Für zwei Personen sind 125 Quadratmeter ein bisschen viel.<br>- Wir haben ein Stuhl&#44; kommen keiner&#44; denken keiner auf Besuch&#44;<br>- und dann ist das Haus voll.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_f493d16cc4c5_A2_KAPITEL_2_Audio20_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olha as fotos&#44; leia todo o texto&#44; por favor.<br>- Em 1976 eu moro com minha esposa hoje Remisch em uma casa geminada.<br>- Nós temos duas meninas&#44; mas elas não moram mais aqui.<br>- Elas estão tristes e têm uma família pequena.<br>- Para duas pessoas 125 metros quadrados é um pouco muito.<br>- Temos uma cadeira&#44; ninguém vem&#44; ninguém vem para visita&#44;<br>- e então a casa fica cheia.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8f7fd096811a_A2_KAPITEL_2_Audio21_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Zwei.<br>- Ech schaffe an der Stadt an ech wunne mat menger Frëndin an engem Appartement zu Miersch.<br>- Miersch ass ongeféier zwanzeg Kilometer vun der Stadt Lütze-Busche wesch.<br>- Dat ass net wäit an ech kann den Zug huelen fir op der Best.<br>- Dat ass ganz praktisch.<br>- Meng Frëndin ass wäide Puppelchen a schafft de Moment net.<br>- Fir zwei Personen an ekand fannemiet Appartement vu fünfundsich Quadratmeter e büsse kleng.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Dois.<br>- Eu trabalho na cidade e moro com minha namorada em um apartamento em Miersch.<br>- Miersch fica aproximadamente a vinte quilômetros da cidade Lütze-Busche.<br>- Não é longe e eu posso pegar o trem para chegar à Best.<br>- É muito prático.<br>- Minha namorada está grávida e&#44; no momento&#44; não trabalha.<br>- Para duas pessoas e para dois recém-casados&#44; um apartamento de cinquenta e seis metros quadrados é um pouco pequeno.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Zwei.<br>- Ech schaffe an der Stadt an ech wunne mat menger Frëndin an engem Appartement zu Miersch.<br>- Miersch ass ongeféier zwanzeg Kilometer vun der Stadt Lütze-Busche wesch.<br>- Dat ass net wäit an ech kann den Zug huelen fir op der Best.<br>- Dat ass ganz praktisch.<br>- Meng Frëndin ass wäide Puppelchen a schafft de Moment net.<br>- Fir zwei Personen an ekand fannemiet Appartement vu fünfundsich Quadratmeter e büsse kleng.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8f7fd096811a_A2_KAPITEL_2_Audio21_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Dois.<br>- Eu trabalho na cidade e moro com minha namorada em um apartamento em Miersch.<br>- Miersch fica aproximadamente a vinte quilômetros da cidade Lütze-Busche.<br>- Não é longe e eu posso pegar o trem para chegar à Best.<br>- É muito prático.<br>- Minha namorada está grávida e&#44; no momento&#44; não trabalha.<br>- Para duas pessoas e para dois recém-casados&#44; um apartamento de cinquenta e seis metros quadrados é um pouco pequeno.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_44ada5f2d869_A2_KAPITEL_2_Audio22_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi vill Leit wunnen an der WG?<br>- Dräi.<br>- Wat studéiert Dir?<br>- Ech studéieren Ekonomie op der Uni Lëtzebuerg um Lampertsbierg.<br>- Wou wunnen Dir?<br>- Ech wunnen mat dräi anere Studenten an enger WG zu Mamer.<br>- Wéi grouss ass den Appartement?<br>- Mir deelen en Appartement vun 100 Metercarré.<br>- Wéi grouss sinn d&#x27;Zëmmer?<br>- All Persoun huet en Zëmmer tëscht 14 an 20 Metercarré.<br>- Fonctionéiert d&#x27;Kollokatioun gutt?<br>- Jo&#44; d&#x27;Kollokatioun fonctionéiert ganz gutt.<br>- Ass et lueg oder deier zu Feier?<br>- Zu Feier ass et lueg an et zu deier.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Quantas pessoas moram no quarto compartilhado?<br>- Três.<br>- O que você estuda?<br>- Eu estudo Economia na Uni Luxemburgo no Lampertsbierg.<br>- Onde você mora?<br>- Eu moro com mais três estudantes em um quarto compartilhado em Mamer.<br>- Quão grande é o apartamento?<br>- Dividimos um apartamento de 100 metros quadrados.<br>- Quão grandes são os quartos?<br>- Cada pessoa tem um quarto entre 14 e 20 metros quadrados.<br>- O quarto está funcionando bem?<br>- Sim&#44; o compartilhamento funciona muito bem.<br>- é caro ou caro em Feier?<br>- Em Feier é caro e é caro.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi vill Leit wunnen an der WG?<br>- Dräi.<br>- Wat studéiert Dir?<br>- Ech studéieren Ekonomie op der Uni Lëtzebuerg um Lampertsbierg.<br>- Wou wunnen Dir?<br>- Ech wunnen mat dräi anere Studenten an enger WG zu Mamer.<br>- Wéi grouss ass den Appartement?<br>- Mir deelen en Appartement vun 100 Metercarré.<br>- Wéi grouss sinn d&#x27;Zëmmer?<br>- All Persoun huet en Zëmmer tëscht 14 an 20 Metercarré.<br>- Fonctionéiert d&#x27;Kollokatioun gutt?<br>- Jo&#44; d&#x27;Kollokatioun fonctionéiert ganz gutt.<br>- Ass et lueg oder deier zu Feier?<br>- Zu Feier ass et lueg an et zu deier.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_44ada5f2d869_A2_KAPITEL_2_Audio22_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Quantas pessoas moram no quarto compartilhado?<br>- Três.<br>- O que você estuda?<br>- Eu estudo Economia na Uni Luxemburgo no Lampertsbierg.<br>- Onde você mora?<br>- Eu moro com mais três estudantes em um quarto compartilhado em Mamer.<br>- Quão grande é o apartamento?<br>- Dividimos um apartamento de 100 metros quadrados.<br>- Quão grandes são os quartos?<br>- Cada pessoa tem um quarto entre 14 e 20 metros quadrados.<br>- O quarto está funcionando bem?<br>- Sim&#44; o compartilhamento funciona muito bem.<br>- é caro ou caro em Feier?<br>- Em Feier é caro e é caro.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_791146f000b8_A2_KAPITEL_2_Audio23_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Feier.<br>- Es sig geschéit&#44; an es sich nëmmen eng nei Wunneng.<br>- Dat ass net einfach.<br>- De Moment wunnen ech bei mengen Elteren.<br>- Si hunn en Haus vun ongeféier 160 Quadratmeter zu Wolz.<br>- Si hu keng direkt Noperen a vill Terrain.<br>- Dat ass flott&#44; mee et ass komesch&#44; erëm bei den Elteren ze wunnen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Bom dia.<br>- Está chato&#44; e é apenas uma nova moradia.<br>- Não é fácil.<br>- No momento eu moro com meus pais.<br>- Eles têm uma casa de cerca de 160 metros quadrados em Wolz.<br>- Eles não têm vizinhos diretos e muito terreno.<br>- Isso é legal&#44; mas é estranho&#44; morar novamente com os pais.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Feier.<br>- Es sig geschéit&#44; an es sich nëmmen eng nei Wunneng.<br>- Dat ass net einfach.<br>- De Moment wunnen ech bei mengen Elteren.<br>- Si hunn en Haus vun ongeféier 160 Quadratmeter zu Wolz.<br>- Si hu keng direkt Noperen a vill Terrain.<br>- Dat ass flott&#44; mee et ass komesch&#44; erëm bei den Elteren ze wunnen.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_791146f000b8_A2_KAPITEL_2_Audio23_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Bom dia.<br>- Está chato&#44; e é apenas uma nova moradia.<br>- Não é fácil.<br>- No momento eu moro com meus pais.<br>- Eles têm uma casa de cerca de 160 metros quadrados em Wolz.<br>- Eles não têm vizinhos diretos e muito terreno.<br>- Isso é legal&#44; mas é estranho&#44; morar novamente com os pais.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_10265049d296_A2_KAPITEL_2_Audio24_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech wunnen an engem Studio zu Bouneweg.<br>- An der Résidence wunnen nach vill aner Leit&#44; mä ech kenne just meng direkt Noperen.<br>- Si si ganz fein&#44; an heiansdo invitéieren si mech owes z&#x27;etessen.<br>- Mäi Studio vun drësseg Meter Carré ass ze kleng fir vill Leit z&#x27;invitéieren&#44;<br>- mä grouss genuch fir eng Persoun.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Eu moro em um estúdio em Bouneweg.<br>- Na residência moram muitas outras pessoas&#44; mas eu conheço apenas meus vizinhos diretos.<br>- Eles são bem legais&#44; e às vezes me convidam para jantar à noite.<br>- Meu estúdio de trinta metros quadrados é pequeno demais para receber muitas pessoas&#44;<br>- mas grande o bastante para uma pessoa.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech wunnen an engem Studio zu Bouneweg.<br>- An der Résidence wunnen nach vill aner Leit&#44; mä ech kenne just meng direkt Noperen.<br>- Si si ganz fein&#44; an heiansdo invitéieren si mech owes z&#x27;etessen.<br>- Mäi Studio vun drësseg Meter Carré ass ze kleng fir vill Leit z&#x27;invitéieren&#44;<br>- mä grouss genuch fir eng Persoun.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_10265049d296_A2_KAPITEL_2_Audio24_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Eu moro em um estúdio em Bouneweg.<br>- Na residência moram muitas outras pessoas&#44; mas eu conheço apenas meus vizinhos diretos.<br>- Eles são bem legais&#44; e às vezes me convidam para jantar à noite.<br>- Meu estúdio de trinta metros quadrados é pequeno demais para receber muitas pessoas&#44;<br>- mas grande o bastante para uma pessoa.</div></div>
