#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_201a207e1387_B1_KAPITEL_6_B1_AUDIO_147_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Chomba.<br>- Dat Lëtzebuerger Parlament&#44; also Chomba der Deputé&#44; gëtt einfach Chomba genannt.<br>- Si besteet aus 60 Deputéierten&#44; déi demokratesch gewielt sinn.<br>- An et huet säi Sëtz um Staat um Kräutmart direkt nieft dem Palais.<br>- D&#x27;Sitzungen sinn ëffentlech&#44; dat heescht&#44; jiddereen kann olauschteren goen oder Séancen op Chomba-TV verfollegen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá.<br>- O Parlamento luxemburguês&#44; ou Chomba dos Deputados&#44; é simplesmente chamado de Chomba.<br>- Ele é composto por 60 deputados eleitos democraticamente.<br>- E ele tem sua sede no Estado em Kräutmart&#44; bem ao lado do Palácio.<br>- As sessões são públicas&#44; o que significa que qualquer pessoa pode ouvir ou acompanhar as sessões na Chomba-TV.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Chomba.<br>- Dat Lëtzebuerger Parlament&#44; also Chomba der Deputé&#44; gëtt einfach Chomba genannt.<br>- Si besteet aus 60 Deputéierten&#44; déi demokratesch gewielt sinn.<br>- An et huet säi Sëtz um Staat um Kräutmart direkt nieft dem Palais.<br>- D&#x27;Sitzungen sinn ëffentlech&#44; dat heescht&#44; jiddereen kann olauschteren goen oder Séancen op Chomba-TV verfollegen.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_201a207e1387_B1_KAPITEL_6_B1_AUDIO_147_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá.<br>- O Parlamento luxemburguês&#44; ou Chomba dos Deputados&#44; é simplesmente chamado de Chomba.<br>- Ele é composto por 60 deputados eleitos democraticamente.<br>- E ele tem sua sede no Estado em Kräutmart&#44; bem ao lado do Palácio.<br>- As sessões são públicas&#44; o que significa que qualquer pessoa pode ouvir ou acompanhar as sessões na Chomba-TV.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_01036638e0f9_B1_KAPITEL_6_B1_AUDIO_148_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- De Palais.<br>- De Palais um Krautmaart ass déi offiziell Residenz vum Grand-Duc.<br>- Hei empfänkt hien offiziell Gäscht an hei huet hien och Büroen.<br>- Dat schéint Renaissancegebei huet eng laang Geschicht a war ganz am Ufank de Meng-Haus vun der Stad.<br>- Privatresidenz vun der groussherzoglecher Famill ass d&#x27;Schlass zu Kolmer-Bierg.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- O Palácio.<br>- O Palácio em Krautmaart é a residência oficial do Grão-Duque.<br>- Aqui ele recebe convidados oficialmente e aqui também tem escritórios.<br>- O belo edifício renascentista tem uma longa história e foi no início a casa-mãe da cidade.<br>- A residência privada da grande-duquesa é o castelo de Kolmer-Bierg.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- De Palais.<br>- De Palais um Krautmaart ass déi offiziell Residenz vum Grand-Duc.<br>- Hei empfänkt hien offiziell Gäscht an hei huet hien och Büroen.<br>- Dat schéint Renaissancegebei huet eng laang Geschicht a war ganz am Ufank de Meng-Haus vun der Stad.<br>- Privatresidenz vun der groussherzoglecher Famill ass d&#x27;Schlass zu Kolmer-Bierg.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_01036638e0f9_B1_KAPITEL_6_B1_AUDIO_148_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- O Palácio.<br>- O Palácio em Krautmaart é a residência oficial do Grão-Duque.<br>- Aqui ele recebe convidados oficialmente e aqui também tem escritórios.<br>- O belo edifício renascentista tem uma longa história e foi no início a casa-mãe da cidade.<br>- A residência privada da grande-duquesa é o castelo de Kolmer-Bierg.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_244ffc6c8590_B1_KAPITEL_6_B1_AUDIO_149_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lëtzebuerg war 1952 Grënnungsmember vun der heutischer Europäischer Union.<br>- Haut ass Lëtzebuerg Sëtz vun enger Rei vun europäeschen Institutiounen.<br>- Déi meescht vun denen Institutiounen fannen am Quartier Kirchbierch.<br>- Dat sinn zum Beispill Generalsekretariat vum Europäesche Parlament&#44; d&#x27;Europäesch Investitiounsbank&#44; den Europäesche Rechnungshof an de Gerichtshof vun der Europäescher Union.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Luxemburga ass 1952 Grënnungsmember vun der aktueller Europäischer Unioun.<br>- Haut ass Luxemburgo Sëtz vun enger Rei vun europäeschen Institutiounen.<br>- Déi meescht vun denen Institutiounen fannen am Quartier Kirchbierch.<br>- Dat sinn zum Beispill Generalsekretariat vum Europäesche Parlament&#44; d&#x27;Europäesch Investitiounsbank&#44; den Europäesche Rechnungshof an de Gerichtshof vun der Europäescher Union.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lëtzebuerg war 1952 Grënnungsmember vun der heutischer Europäischer Union.<br>- Haut ass Lëtzebuerg Sëtz vun enger Rei vun europäeschen Institutiounen.<br>- Déi meescht vun denen Institutiounen fannen am Quartier Kirchbierch.<br>- Dat sinn zum Beispill Generalsekretariat vum Europäesche Parlament&#44; d&#x27;Europäesch Investitiounsbank&#44; den Europäesche Rechnungshof an de Gerichtshof vun der Europäescher Union.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_244ffc6c8590_B1_KAPITEL_6_B1_AUDIO_149_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Luxemburga ass 1952 Grënnungsmember vun der aktueller Europäischer Unioun.<br>- Haut ass Luxemburgo Sëtz vun enger Rei vun europäeschen Institutiounen.<br>- Déi meescht vun denen Institutiounen fannen am Quartier Kirchbierch.<br>- Dat sinn zum Beispill Generalsekretariat vum Europäesche Parlament&#44; d&#x27;Europäesch Investitiounsbank&#44; den Europäesche Rechnungshof an de Gerichtshof vun der Europäescher Union.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_11c051180992_B1_KAPITEL_6_B1_AUDIO_150_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Symboler fir Lëtzebuerg.<br>- De Fändel.<br>- De Lëtzebuerger Fändel aus Rout&#44; Weiß&#44; Blo.<br>- Mee et gët och nach en zweeten&#44; den an dach bei Sportsmanifestatioune gezeid.<br>- En aus Blo a Weiß gestreift&#44; mat engem rode Leif an der Mëtt.<br>- Da ass am Fond d&#x27;Staatswopen&#44; deen elo als Fändel gezeid gëtt.<br>- Zu Lëtzebuerg&#44; als Memberstaat vun der Europäescher Unioun&#44; gezeid en natierlech och ëmmer den Europäesche Fändel&#44; den Zwölfster an op engem bloen Hannergrond.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Símbolos para Luxemburgo.<br>- a bandeira.<br>- a bandeira luxemburguesa vermelha&#44; branca e azul.<br>- Mas também existe uma segunda&#44; que é exibida em manifestações esportivas.<br>- uma faixa azul e branca listrada&#44; com um Léo vermelho no meio.<br>- no fundo está a coroa do estado&#44; que hoje é exibida como bandeira.<br>- Em Luxemburgo&#44; como Estado-membro da União Européia&#44; é naturalmente exibida também sempre a Bandeira Européia&#44; a Décima Segunda e em um fundo azul.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Symboler fir Lëtzebuerg.<br>- De Fändel.<br>- De Lëtzebuerger Fändel aus Rout&#44; Weiß&#44; Blo.<br>- Mee et gët och nach en zweeten&#44; den an dach bei Sportsmanifestatioune gezeid.<br>- En aus Blo a Weiß gestreift&#44; mat engem rode Leif an der Mëtt.<br>- Da ass am Fond d&#x27;Staatswopen&#44; deen elo als Fändel gezeid gëtt.<br>- Zu Lëtzebuerg&#44; als Memberstaat vun der Europäescher Unioun&#44; gezeid en natierlech och ëmmer den Europäesche Fändel&#44; den Zwölfster an op engem bloen Hannergrond.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_11c051180992_B1_KAPITEL_6_B1_AUDIO_150_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Símbolos para Luxemburgo.<br>- a bandeira.<br>- a bandeira luxemburguesa vermelha&#44; branca e azul.<br>- Mas também existe uma segunda&#44; que é exibida em manifestações esportivas.<br>- uma faixa azul e branca listrada&#44; com um Léo vermelho no meio.<br>- no fundo está a coroa do estado&#44; que hoje é exibida como bandeira.<br>- Em Luxemburgo&#44; como Estado-membro da União Européia&#44; é naturalmente exibida também sempre a Bandeira Européia&#44; a Décima Segunda e em um fundo azul.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_80d399ec1c20_B1_KAPITEL_6_B1_AUDIO_150_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Nationalhym.<br>- Nationalhym vu Lëtzebuerg ass déi éischt an déi lescht Strof vum Lied &quot;Ons Heemecht&quot; vun 1895.<br>- Den Text ass vu Michel Lentz an Musek vum Jean-Antoine Zinnen.<br>- An der éischter Strof gëtt Schéinheet vun der lëtzebuerger Landschaft beschriwwen.<br>- An der leschter Strof geet et ëm eis Fräiheet an Onofhängegkeet&#44; déi d&#x27;Land zënter 1867 genéisst.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Nacionalhymn.<br>- Nacionalhymn vu Luxemburgo ass déi éischt an déi lescht Strof vum Lied &quot;Ons Heemecht&quot; vun 1895.<br>- Den Text ass vu Michel Lentz an Musek vum Jean-Antoine Zinnen.<br>- An der éischter Strof gëtt Schéinheet vun der lëtzebuerger Landschaft beschriwwen.<br>- An der leschter Strof geet et ëm eis Fräiheet an Onofhängegkeet&#44; déi d&#x27;Land zënter 1867 genéisst.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Nationalhym.<br>- Nationalhym vu Lëtzebuerg ass déi éischt an déi lescht Strof vum Lied &quot;Ons Heemecht&quot; vun 1895.<br>- Den Text ass vu Michel Lentz an Musek vum Jean-Antoine Zinnen.<br>- An der éischter Strof gëtt Schéinheet vun der lëtzebuerger Landschaft beschriwwen.<br>- An der leschter Strof geet et ëm eis Fräiheet an Onofhängegkeet&#44; déi d&#x27;Land zënter 1867 genéisst.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_80d399ec1c20_B1_KAPITEL_6_B1_AUDIO_150_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Nacionalhymn.<br>- Nacionalhymn vu Luxemburgo ass déi éischt an déi lescht Strof vum Lied &quot;Ons Heemecht&quot; vun 1895.<br>- Den Text ass vu Michel Lentz an Musek vum Jean-Antoine Zinnen.<br>- An der éischter Strof gëtt Schéinheet vun der lëtzebuerger Landschaft beschriwwen.<br>- An der leschter Strof geet et ëm eis Fräiheet an Onofhängegkeet&#44; déi d&#x27;Land zënter 1867 genéisst.</div></div>
