#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5ea3539dc999_A2_KAPITEL_5_Audio100_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Salut&#44; wei war dei Wiegennt?<br>- Ech war de ganze Wiegennt krank.<br>- Oh mei&#44; wat has du dann?<br>- Ech mengen&#44; ech hat Gripp.<br>- Seriö? An elo&#44; as et schon rem besser?<br>- Jo&#44; aschon rem bessen de Schnapp&#44; mee et giet scho viel besser. A wie war dei Wiegennt?<br>- Ganz relax. E Samschdeg de Mettes&#44; sinn ech bei mengem Tatair iesse gangen&#44; an owes war ech mat menger Frëndin am Kino. An e Sonnden&#44; sinn ech mat mengem Hond aus dem Asyl spazere gangen.<br>- Aso&#44; mescht du dat oft?<br>- Jo jo&#44; ech ginn regelméisseg an Deieren Asyl. Ech sinn ganz frou mat Muppen&#44; mee ech hu scho keng Zäit a keng Plaz&#44; fir en doheem ze hunn. Dofir ginn ech mat den Hënn aus dem Deieren Asyl spazere.<br>- Dat fannen ech super.<br>- Mojen&#44; wéi geet et?<br>- Tip top. Ech war de ganze Wiegennt fort&#44; an et war immens.<br>- Ah cool&#44; wou was du dann?<br>- Am Italien. Ech hu vill vun der Uni besicht.<br>- Oh wéi flott&#44; wéi laang hu mer eis net gesinn?<br>- Oh&#44; ongeféier 10 Joer. A wéi war dei Wiegennt?<br>- Stressesch. Sonja war de Wiegennt fort&#44; an ech war eleng mat de Kanner. An ech hat och nach vill Aarbecht.<br>- Oh&#44; hues du de Wiegennt geschafft?<br>- Jo&#44; ech hu 5 Tonnen an en Rapport fir den Direkter geschriwwen.<br>- Wirklech?<br>- Jo&#44; ech hat dëse Wiegennt wierklech keng Zäit fir ze entspanen.<br>- Dat ass schued.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello&#44; how was your weekend?<br>- I was sick the whole weekend.<br>- Oh my&#44; what happened to you then?<br>- I think I have the flu.<br>- Serious? And now&#44; is it already a bit better?<br>- Yes&#44; already a bit better&#44; only the cough remains. And how was your weekend?<br>- Very relaxed. On Saturday the meet&#44; I went to eat at my dad’s&#44; and in the evening I was with my girlfriend at the cinema. And on Sunday&#44; I walked with my dog from the animal shelter.<br>- So&#44; do you do that often?<br>- Yes yes&#44; I go regularly to the animal shelter. I am very happy with dogs&#44; but I have no time and no place to have one at home. Therefore I go for walks with the dogs from the animal shelter.<br>- I think that’s great.<br>- Morning&#44; how are you?<br>- Tip top. I was away the whole weekend&#44; and it was enormous.<br>- Ah cool&#44; where were you then?<br>- In Italy. I visited a lot of universities.<br>- Oh how nice&#44; how long have we not seen each other?<br>- About 10 years. And how was your weekend?<br>- Stressful. Sonja was away the weekend&#44; and I was alone with the kids. And I also had a lot of work.<br>- Oh&#44; did you finish the weekend?<br>- Yes&#44; I wrote 5 tons and a report for the director.<br>- Really?<br>- Yes&#44; I really had no time to relax that weekend.<br>- That&#x27;s a pity.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Salut&#44; wei war dei Wiegennt?<br>- Ech war de ganze Wiegennt krank.<br>- Oh mei&#44; wat has du dann?<br>- Ech mengen&#44; ech hat Gripp.<br>- Seriö? An elo&#44; as et schon rem besser?<br>- Jo&#44; aschon rem bessen de Schnapp&#44; mee et giet scho viel besser. A wie war dei Wiegennt?<br>- Ganz relax. E Samschdeg de Mettes&#44; sinn ech bei mengem Tatair iesse gangen&#44; an owes war ech mat menger Frëndin am Kino. An e Sonnden&#44; sinn ech mat mengem Hond aus dem Asyl spazere gangen.<br>- Aso&#44; mescht du dat oft?<br>- Jo jo&#44; ech ginn regelméisseg an Deieren Asyl. Ech sinn ganz frou mat Muppen&#44; mee ech hu scho keng Zäit a keng Plaz&#44; fir en doheem ze hunn. Dofir ginn ech mat den Hënn aus dem Deieren Asyl spazere.<br>- Dat fannen ech super.<br>- Mojen&#44; wéi geet et?<br>- Tip top. Ech war de ganze Wiegennt fort&#44; an et war immens.<br>- Ah cool&#44; wou was du dann?<br>- Am Italien. Ech hu vill vun der Uni besicht.<br>- Oh wéi flott&#44; wéi laang hu mer eis net gesinn?<br>- Oh&#44; ongeféier 10 Joer. A wéi war dei Wiegennt?<br>- Stressesch. Sonja war de Wiegennt fort&#44; an ech war eleng mat de Kanner. An ech hat och nach vill Aarbecht.<br>- Oh&#44; hues du de Wiegennt geschafft?<br>- Jo&#44; ech hu 5 Tonnen an en Rapport fir den Direkter geschriwwen.<br>- Wirklech?<br>- Jo&#44; ech hat dëse Wiegennt wierklech keng Zäit fir ze entspanen.<br>- Dat ass schued.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5ea3539dc999_A2_KAPITEL_5_Audio100_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello&#44; how was your weekend?<br>- I was sick the whole weekend.<br>- Oh my&#44; what happened to you then?<br>- I think I have the flu.<br>- Serious? And now&#44; is it already a bit better?<br>- Yes&#44; already a bit better&#44; only the cough remains. And how was your weekend?<br>- Very relaxed. On Saturday the meet&#44; I went to eat at my dad’s&#44; and in the evening I was with my girlfriend at the cinema. And on Sunday&#44; I walked with my dog from the animal shelter.<br>- So&#44; do you do that often?<br>- Yes yes&#44; I go regularly to the animal shelter. I am very happy with dogs&#44; but I have no time and no place to have one at home. Therefore I go for walks with the dogs from the animal shelter.<br>- I think that’s great.<br>- Morning&#44; how are you?<br>- Tip top. I was away the whole weekend&#44; and it was enormous.<br>- Ah cool&#44; where were you then?<br>- In Italy. I visited a lot of universities.<br>- Oh how nice&#44; how long have we not seen each other?<br>- About 10 years. And how was your weekend?<br>- Stressful. Sonja was away the weekend&#44; and I was alone with the kids. And I also had a lot of work.<br>- Oh&#44; did you finish the weekend?<br>- Yes&#44; I wrote 5 tons and a report for the director.<br>- Really?<br>- Yes&#44; I really had no time to relax that weekend.<br>- That&#x27;s a pity.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8fb3f5a3819f_A2_KAPITEL_5_Audio101_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Salut&#44; wéi war däi Weekend?</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello&#44; how was your weekend?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Salut&#44; wéi war däi Weekend?</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8fb3f5a3819f_A2_KAPITEL_5_Audio101_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello&#44; how was your weekend?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_cc40dbcaeb99_A2_KAPITEL_5_Audio101_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech war de ganze Weekend krank.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I was sick the whole weekend.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech war de ganze Weekend krank.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_cc40dbcaeb99_A2_KAPITEL_5_Audio101_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I was sick the whole weekend.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_7b18a99b9063_A2_KAPITEL_5_Audio101_003.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Oh mei&#44; wat hues du dann?</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Oh my&#44; what are you then?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Oh mei&#44; wat hues du dann?</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_7b18a99b9063_A2_KAPITEL_5_Audio101_003.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Oh my&#44; what are you then?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_6be974b43b4d_A2_KAPITEL_5_Audio101_004.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech mengen&#44; ech hunn Gripp.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I think I have the flu.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech mengen&#44; ech hunn Gripp.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_6be974b43b4d_A2_KAPITEL_5_Audio101_004.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I think I have the flu.</div></div>
