#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c08c52e6ab52_A2_KAPITEL_6_Audio111_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gudde Mëtteg.<br>- Gudde Mëtteg&#44; Herr Weber. Gëtt et dem Max do erëm besser?<br>- E gesäit gutt aus.<br>- Jo&#44; mir ware virun zwee Deeg beim Deierendokter. E gudde Medikament an der Tränk gutt ze wicken.<br>- Da sinn ech awer frou.<br>- So Mathieu&#44; fäerts du do?<br>- Ma de François huet mech gefrot&#44; fir seng Breifboîte zweemol pro Woch ze maachen.<br>- Hien ass dräi Wochen an der Vakanz. Ech gi nach seng Planzen netzen.<br>- Ech hat dat lescht Joer vergiess. Ech hoffen&#44; si sinn net futti.<br>- Dat hei ass wierklech eng flott Géigend. Et sinn ëmmer déi selwecht Leit&#44; déi hei spadséieren&#44; an d’Mathekanner kommen no op de Spillplatz.<br>- Et ass frësch a sécher hei. Du brauchs do wierklech keen Sürschen ze maachen.<br>- Hei ass nach ni eppes geschitt.<br>- Ech muss muer op Sandweiler an d’Kontroll. Mäi Brudder ass lescht Joer mat senger Mautor duerchgefall.<br>- Ech kucken léiwer eng Kéier&#44; ob alles funktionéiert.<br>- Wéi wësst du&#44; wéini déi lescht Kontroll war?</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Bom almoço.<br>- Bom almoço&#44; Senhor Weber. O Max está melhor por aqui?<br>- Parece bem.<br>- Sim&#44; estávamos há dois dias no veterinário. Um bom medicamento na água ajuda a funcionar.<br>- Então fico feliz.<br>- Então Mathieu&#44; você volta lá?<br>- Mas o François me pediu para fazer a sua caixa de correio duas vezes por semana.<br>- Ele está de férias há três semanas. Eu ainda não toco as plantas dele.<br>- Eu esqueci no ano passado. Espero que não estejam mortas.<br>- Este lugar é realmente uma área legal. São sempre as mesmas pessoas que aqui passeiam&#44; e as crianças de matemática vêm para o parquinho.<br>- Está fresco e seguro aqui. Não precisa fazer nenhuma merda exagerada.<br>- Aqui nunca aconteceu nada.<br>- Preciso amanhã ir a Sandweiler fazer a inspeção. Meu irmão caiu com o carro dele no ano passado.<br>- Prefiro dar uma olhada para ver se tudo funciona.<br>- Como você sabe quando foi a última inspeção?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gudde Mëtteg.<br>- Gudde Mëtteg&#44; Herr Weber. Gëtt et dem Max do erëm besser?<br>- E gesäit gutt aus.<br>- Jo&#44; mir ware virun zwee Deeg beim Deierendokter. E gudde Medikament an der Tränk gutt ze wicken.<br>- Da sinn ech awer frou.<br>- So Mathieu&#44; fäerts du do?<br>- Ma de François huet mech gefrot&#44; fir seng Breifboîte zweemol pro Woch ze maachen.<br>- Hien ass dräi Wochen an der Vakanz. Ech gi nach seng Planzen netzen.<br>- Ech hat dat lescht Joer vergiess. Ech hoffen&#44; si sinn net futti.<br>- Dat hei ass wierklech eng flott Géigend. Et sinn ëmmer déi selwecht Leit&#44; déi hei spadséieren&#44; an d’Mathekanner kommen no op de Spillplatz.<br>- Et ass frësch a sécher hei. Du brauchs do wierklech keen Sürschen ze maachen.<br>- Hei ass nach ni eppes geschitt.<br>- Ech muss muer op Sandweiler an d’Kontroll. Mäi Brudder ass lescht Joer mat senger Mautor duerchgefall.<br>- Ech kucken léiwer eng Kéier&#44; ob alles funktionéiert.<br>- Wéi wësst du&#44; wéini déi lescht Kontroll war?</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c08c52e6ab52_A2_KAPITEL_6_Audio111_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Bom almoço.<br>- Bom almoço&#44; Senhor Weber. O Max está melhor por aqui?<br>- Parece bem.<br>- Sim&#44; estávamos há dois dias no veterinário. Um bom medicamento na água ajuda a funcionar.<br>- Então fico feliz.<br>- Então Mathieu&#44; você volta lá?<br>- Mas o François me pediu para fazer a sua caixa de correio duas vezes por semana.<br>- Ele está de férias há três semanas. Eu ainda não toco as plantas dele.<br>- Eu esqueci no ano passado. Espero que não estejam mortas.<br>- Este lugar é realmente uma área legal. São sempre as mesmas pessoas que aqui passeiam&#44; e as crianças de matemática vêm para o parquinho.<br>- Está fresco e seguro aqui. Não precisa fazer nenhuma merda exagerada.<br>- Aqui nunca aconteceu nada.<br>- Preciso amanhã ir a Sandweiler fazer a inspeção. Meu irmão caiu com o carro dele no ano passado.<br>- Prefiro dar uma olhada para ver se tudo funciona.<br>- Como você sabe quando foi a última inspeção?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_4549c50945fe_A2_KAPITEL_6_Audio111_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ma et kann dach net sinn&#44; datt d&#x27;Lucht den am Trapenhaus schon erëm net funktionéiert!<br>- Lescht Woch hate mer scho déiselwecht Mësère.<br>- Ed ass net flott fir am däischteren Trapen erop ze goen.<br>- Ech sinn lescht Woch bal iwwer de Puer Schong vun den Nopere gefall.<br>- Eeglecherweis näischt geschitt!</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Não faz sentido você não perceber que a luz no ascensor já não funciona!<br>- Na semana passada já tivemos os mesmos problemas.<br>- Não é legal subir no elevador escuro.<br>- Na semana passada quase caí do degrau de madeira dos vizinhos.<br>- Na verdade nada aconteceu!</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ma et kann dach net sinn&#44; datt d&#x27;Lucht den am Trapenhaus schon erëm net funktionéiert!<br>- Lescht Woch hate mer scho déiselwecht Mësère.<br>- Ed ass net flott fir am däischteren Trapen erop ze goen.<br>- Ech sinn lescht Woch bal iwwer de Puer Schong vun den Nopere gefall.<br>- Eeglecherweis näischt geschitt!</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_4549c50945fe_A2_KAPITEL_6_Audio111_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Não faz sentido você não perceber que a luz no ascensor já não funciona!<br>- Na semana passada já tivemos os mesmos problemas.<br>- Não é legal subir no elevador escuro.<br>- Na semana passada quase caí do degrau de madeira dos vizinhos.<br>- Na verdade nada aconteceu!</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_86102479a4eb_A2_KAPITEL_6_Audio112_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest dat nach eng Kéier.<br>- Schreibt de leschte Saz vun den Texter an Schrëschblosen.<br>- End.<br>- Gudde Mëtteg.<br>- Gudde Mëtteg&#44; Här Weber.<br>- Geet et dem Bex da rem besser?<br>- Dir gesäit gutt aus!<br>- Jo&#44; mir ware virun zwou Deeg beim Déierendokter.<br>- E gudde Medikament an derchent gutt ze virgen.<br>- Da sinn ech awer frou.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Leia isso mais uma vez.<br>- Escreva a última frase dos textos em negrito.<br>- Fim.<br>- Boa tarde.<br>- Boa tarde&#44; senhor Weber.<br>- Está indo melhor para o Bex agora?<br>- Você está com boa aparência!<br>- Sim&#44; fomos ao veterinário há dois dias.<br>- Um bom medicamento para ser usado com eficácia.<br>- Então eu estou satisfeita.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest dat nach eng Kéier.<br>- Schreibt de leschte Saz vun den Texter an Schrëschblosen.<br>- End.<br>- Gudde Mëtteg.<br>- Gudde Mëtteg&#44; Här Weber.<br>- Geet et dem Bex da rem besser?<br>- Dir gesäit gutt aus!<br>- Jo&#44; mir ware virun zwou Deeg beim Déierendokter.<br>- E gudde Medikament an derchent gutt ze virgen.<br>- Da sinn ech awer frou.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_86102479a4eb_A2_KAPITEL_6_Audio112_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Leia isso mais uma vez.<br>- Escreva a última frase dos textos em negrito.<br>- Fim.<br>- Boa tarde.<br>- Boa tarde&#44; senhor Weber.<br>- Está indo melhor para o Bex agora?<br>- Você está com boa aparência!<br>- Sim&#44; fomos ao veterinário há dois dias.<br>- Um bom medicamento para ser usado com eficácia.<br>- Então eu estou satisfeita.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8b1d5b7a6e52_A2_KAPITEL_6_Audio113_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Mat de Fransois huet mech gefrot&#44; e seng Bréifkëscht zweemol d&#x27;Woch eidel ze maachen.<br>- Hien ass dräi Wochen an der Vakanz.<br>- Ech ginn och seng Planzen netzen.<br>- Ech hat dat lescht Woch vergiess.<br>- Ech hoffen&#44; se sinn net futti.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Com a Fransês me pediu para esvaziar a caixa de correio dele duas vezes por semana.<br>- Ele está de férias há três semanas.<br>- Eu também vou regar as plantas dele.<br>- Eu esqueci na semana passada.<br>- Espero que não estejam murchas.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Mat de Fransois huet mech gefrot&#44; e seng Bréifkëscht zweemol d&#x27;Woch eidel ze maachen.<br>- Hien ass dräi Wochen an der Vakanz.<br>- Ech ginn och seng Planzen netzen.<br>- Ech hat dat lescht Woch vergiess.<br>- Ech hoffen&#44; se sinn net futti.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8b1d5b7a6e52_A2_KAPITEL_6_Audio113_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Com a Fransês me pediu para esvaziar a caixa de correio dele duas vezes por semana.<br>- Ele está de férias há três semanas.<br>- Eu também vou regar as plantas dele.<br>- Eu esqueci na semana passada.<br>- Espero que não estejam murchas.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_58fde9131405_A2_KAPITEL_6_Audio114_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- D&#x27;Rei!<br>- Dat heiy ass wierklech eng flott Géigend!<br>- Et sinn emol déi selwecht Leit&#44; déi heihinner op Spazéier ginn an déi mat de Kanner heihinner op de Spillplaz kommen.<br>- Et ass roueg a sécher hei.<br>- Du brauchs da wierklech keng Suergen ze maachen.<br>- Hei ass nach nie eppes geschitt.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- O Rei!<br>- Isso é realmente uma área muito legal!<br>- São as mesmas pessoas que às vezes vêm aqui para passear e que trazem as crianças para o parquinho.<br>- É tranquilo e seguro aqui.<br>- Você realmente não precisa se preocupar.<br>- Aqui nunca aconteceu nada ainda.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- D&#x27;Rei!<br>- Dat heiy ass wierklech eng flott Géigend!<br>- Et sinn emol déi selwecht Leit&#44; déi heihinner op Spazéier ginn an déi mat de Kanner heihinner op de Spillplaz kommen.<br>- Et ass roueg a sécher hei.<br>- Du brauchs da wierklech keng Suergen ze maachen.<br>- Hei ass nach nie eppes geschitt.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_58fde9131405_A2_KAPITEL_6_Audio114_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- O Rei!<br>- Isso é realmente uma área muito legal!<br>- São as mesmas pessoas que às vezes vêm aqui para passear e que trazem as crianças para o parquinho.<br>- É tranquilo e seguro aqui.<br>- Você realmente não precisa se preocupar.<br>- Aqui nunca aconteceu nada ainda.</div></div>
