#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_b098fb67c00b_B1_KAPITEL_3_B1_AUDIO_62_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gëschter huet de Pol am Gaart geschafft.<br>- Onglécklecherweis ass hien an en Harespel snotst geroden&#44;<br>- an hien ass esou fiel gepikt ginn&#44;<br>- datt hien huet missen an Spidol goen.<br>- Glisa ass de Moie mam Auto an d&#x27;Staat gefuer.<br>- Hat ass vun engem Hond op der Stroos ofgelenkt ginn<br>- a konnt net mat Zeit bremsen.<br>- E Putter stung am Wee&#44;<br>- an hat ass agerannt.<br>- Weid e Jacques de Moien a seng Stroos ofbeye wolt&#44;<br>- huet jende Vëlosfuerer op der Vëlospiss iwer sinn<br>- an him virfährt gehol.<br>- Dobäi ass de Vëlosfuerer ugestoß ginn&#44;<br>- hien ass op de Burdem gefall<br>- a war&#44; wuel jenne Kasun hat&#44; e puer Minute lang fusisch.<br>- Julie huet e wichdesche Message um Handy kritt.<br>- Hat huet natierlisch op den Handy geguckt<br>- an ass dobäi mam Kapp an d&#x27;Zier gerannt.<br>- Hat huet richtig Stäre gesin<br>- an hat e puer Sekonne lang den Tommel.<br>- De Ross huet engem Kollege gehollef&#44; e Bild opzehänken.<br>- Hien huet Bild ugehalen<br>- an de Kollege huet him mam Hummer op de Fanger geschloen.<br>- De Fanger huet geblut<br>- an et huet immens weh gedoen.<br>- Si sinn allen zwei schwach gefall.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ontem o Polho trabalhou no jardim.<br>- Infelizmente ele acabou caindo de um coelhinho&#44;<br>- e ele foi tão fotografado assim&#44;<br>- que ele precisou ir para o hospital.<br>- Glisa dirigiu o carro pela manhã pela cidade.<br>- Ele foi distraído por um cão na rua<br>- e não conseguiu frear a tempo.<br>- Um pato ficou no caminho&#44;<br>- e ele colidiu.<br>- Quando Jacques de Moien e sua rua quiseram cruzar&#44;<br>- um motociclista apareceu na ciclovia<br>- e acabou se adiantando.<br>- Nesse meio tempo o ciclista foi empurrado&#44;<br>- ele caiu no barranco<br>- e&#44; parece que teve&#44; hm&#44; alguns minutos de suspensão.<br>- Julie recebeu uma mensagem importante no celular.<br>- Ela olhou naturalmente para o celular<br>- e correu com a cabeça para o canto.<br>- Ela viu muitas estrelas<br>- e segurou o polegar por alguns segundos.<br>- O Ross ajudou um colega a pendurar uma foto.<br>- Ele segurou a foto<br>- e o colega lhe deu um beijo na ponta do dedo.<br>- O dedo ficou sangrando<br>- e doeu muito.<br>- Todos caíram fracos juntos.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gëschter huet de Pol am Gaart geschafft.<br>- Onglécklecherweis ass hien an en Harespel snotst geroden&#44;<br>- an hien ass esou fiel gepikt ginn&#44;<br>- datt hien huet missen an Spidol goen.<br>- Glisa ass de Moie mam Auto an d&#x27;Staat gefuer.<br>- Hat ass vun engem Hond op der Stroos ofgelenkt ginn<br>- a konnt net mat Zeit bremsen.<br>- E Putter stung am Wee&#44;<br>- an hat ass agerannt.<br>- Weid e Jacques de Moien a seng Stroos ofbeye wolt&#44;<br>- huet jende Vëlosfuerer op der Vëlospiss iwer sinn<br>- an him virfährt gehol.<br>- Dobäi ass de Vëlosfuerer ugestoß ginn&#44;<br>- hien ass op de Burdem gefall<br>- a war&#44; wuel jenne Kasun hat&#44; e puer Minute lang fusisch.<br>- Julie huet e wichdesche Message um Handy kritt.<br>- Hat huet natierlisch op den Handy geguckt<br>- an ass dobäi mam Kapp an d&#x27;Zier gerannt.<br>- Hat huet richtig Stäre gesin<br>- an hat e puer Sekonne lang den Tommel.<br>- De Ross huet engem Kollege gehollef&#44; e Bild opzehänken.<br>- Hien huet Bild ugehalen<br>- an de Kollege huet him mam Hummer op de Fanger geschloen.<br>- De Fanger huet geblut<br>- an et huet immens weh gedoen.<br>- Si sinn allen zwei schwach gefall.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_b098fb67c00b_B1_KAPITEL_3_B1_AUDIO_62_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ontem o Polho trabalhou no jardim.<br>- Infelizmente ele acabou caindo de um coelhinho&#44;<br>- e ele foi tão fotografado assim&#44;<br>- que ele precisou ir para o hospital.<br>- Glisa dirigiu o carro pela manhã pela cidade.<br>- Ele foi distraído por um cão na rua<br>- e não conseguiu frear a tempo.<br>- Um pato ficou no caminho&#44;<br>- e ele colidiu.<br>- Quando Jacques de Moien e sua rua quiseram cruzar&#44;<br>- um motociclista apareceu na ciclovia<br>- e acabou se adiantando.<br>- Nesse meio tempo o ciclista foi empurrado&#44;<br>- ele caiu no barranco<br>- e&#44; parece que teve&#44; hm&#44; alguns minutos de suspensão.<br>- Julie recebeu uma mensagem importante no celular.<br>- Ela olhou naturalmente para o celular<br>- e correu com a cabeça para o canto.<br>- Ela viu muitas estrelas<br>- e segurou o polegar por alguns segundos.<br>- O Ross ajudou um colega a pendurar uma foto.<br>- Ele segurou a foto<br>- e o colega lhe deu um beijo na ponta do dedo.<br>- O dedo ficou sangrando<br>- e doeu muito.<br>- Todos caíram fracos juntos.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c870f7d42a9f_B1_KAPITEL_3_B1_AUDIO_63_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Guten Moien&#44; hei ass den Renotzwielef.<br>- Moien&#44; ech muss ganz séier en Dokter hunn. Mäi Mann leit hannert mir&#44; hie gett séier krank.<br>- Bleift lo mol ganz rouisch&#44; Madame. Ech brauch fir d&#x27;éischt e puer Informatiounen. Wou sidd Dir? Ween ass d&#x27;Adress?<br>- Ech sinn doheem bei mir&#44; zu Diddeleng op der Hauptstroß op Nummer 11.<br>- Wësst Dir&#44; wat geschitt ass?<br>- Mä jo&#44; ech giesset net genee. Mir heileie Schiermerle woen&#44; an da hannert sech des Droger.<br>- Also e Mann bei Bewosstsinn&#44; schwätzt hie mat Iech?<br>- Nee&#44; hie ass bewosstlos. Oh mei&#44; hie gett och belegt. Ech muss en entfensterachen soll.<br>- Berouischt Iech&#44; Madame. Ech schécke nescht direkt e Samu an eng Ambulanz. Si sinn an ungefeier 15 Minute do. Kënnt Dir mir nach Ären Numm soen&#44; wann ech gelift?<br>- Mein Numm ass Kap Gloeden.<br>- Gut&#44; Madame Gloeden&#44; ech bleiwe nach e bësse mat iesch um Telefon.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Bom dia&#44; sou o Renotzwielef.<br>- Olá&#44; preciso com muita urgência ir a um médico. Meu marido está atrás de mim&#44; ele ficou muito doente.<br>- Fique um pouco quieta&#44; Madame. Primeiro eu preciso de algumas informações. Onde você está? Qual é o endereço?<br>- Estou em casa&#44; em Dudeleng&#44; na rua principal&#44; número 11.<br>- Você sabe o que aconteceu?<br>- Sim&#44; eu não consegui comer direito. Os Shermerle de Heileie ficam ali&#44; e atrás deles está o Droger.<br>- Então um homem está consciente&#44; ele fala com você?<br>- Não&#44; ele está inconsciente. Oh meu Deus&#44; ele também está ferido. Preciso que alguém venha me atender.<br>- Desculpe&#44; Madame. Vou enviar agora uma ambulância e uma Samu. Estarão aí em cerca de 15 minutos. Pode me dizer&#44; por favor&#44; seu nome?<br>- Meu nome é Kap Gloeden.<br>- Certo&#44; Madame Gloeden&#44; vou ficar um pouco ao telefone com você.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Guten Moien&#44; hei ass den Renotzwielef.<br>- Moien&#44; ech muss ganz séier en Dokter hunn. Mäi Mann leit hannert mir&#44; hie gett séier krank.<br>- Bleift lo mol ganz rouisch&#44; Madame. Ech brauch fir d&#x27;éischt e puer Informatiounen. Wou sidd Dir? Ween ass d&#x27;Adress?<br>- Ech sinn doheem bei mir&#44; zu Diddeleng op der Hauptstroß op Nummer 11.<br>- Wësst Dir&#44; wat geschitt ass?<br>- Mä jo&#44; ech giesset net genee. Mir heileie Schiermerle woen&#44; an da hannert sech des Droger.<br>- Also e Mann bei Bewosstsinn&#44; schwätzt hie mat Iech?<br>- Nee&#44; hie ass bewosstlos. Oh mei&#44; hie gett och belegt. Ech muss en entfensterachen soll.<br>- Berouischt Iech&#44; Madame. Ech schécke nescht direkt e Samu an eng Ambulanz. Si sinn an ungefeier 15 Minute do. Kënnt Dir mir nach Ären Numm soen&#44; wann ech gelift?<br>- Mein Numm ass Kap Gloeden.<br>- Gut&#44; Madame Gloeden&#44; ech bleiwe nach e bësse mat iesch um Telefon.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c870f7d42a9f_B1_KAPITEL_3_B1_AUDIO_63_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Bom dia&#44; sou o Renotzwielef.<br>- Olá&#44; preciso com muita urgência ir a um médico. Meu marido está atrás de mim&#44; ele ficou muito doente.<br>- Fique um pouco quieta&#44; Madame. Primeiro eu preciso de algumas informações. Onde você está? Qual é o endereço?<br>- Estou em casa&#44; em Dudeleng&#44; na rua principal&#44; número 11.<br>- Você sabe o que aconteceu?<br>- Sim&#44; eu não consegui comer direito. Os Shermerle de Heileie ficam ali&#44; e atrás deles está o Droger.<br>- Então um homem está consciente&#44; ele fala com você?<br>- Não&#44; ele está inconsciente. Oh meu Deus&#44; ele também está ferido. Preciso que alguém venha me atender.<br>- Desculpe&#44; Madame. Vou enviar agora uma ambulância e uma Samu. Estarão aí em cerca de 15 minutos. Pode me dizer&#44; por favor&#44; seu nome?<br>- Meu nome é Kap Gloeden.<br>- Certo&#44; Madame Gloeden&#44; vou ficar um pouco ao telefone com você.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_0df4ba91ae0d_B1_KAPITEL_3_B1_AUDIO_64_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gudde Moien&#44; häierst en 100 Zwielef.<br>- Moien&#44; ech muss mech fir e Raub entschlëften.<br>- Mäi Mann leit hannendriwwe dem&#44; hie misst Iech kommen.<br>- Bleift lo mol ganz reuesch&#44; Madame.<br>- Ech brächt fetteig de puer Informatiounen.<br>- Wou sidd Dir?<br>- Wéi ans d&#x27;Stadres?</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Bom dia&#44; você ouve 100 segundos.<br>- Olá&#44; preciso me desculpar por um roubo.<br>- Meu marido está arrastando você&#44; ele precisa que você venha.<br>- Fique um pouco muito arrependida&#44; Senhora.<br>- Eu trago para você as informações pesadas.<br>- De onde você vem?<br>- Qual é o endereço?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gudde Moien&#44; häierst en 100 Zwielef.<br>- Moien&#44; ech muss mech fir e Raub entschlëften.<br>- Mäi Mann leit hannendriwwe dem&#44; hie misst Iech kommen.<br>- Bleift lo mol ganz reuesch&#44; Madame.<br>- Ech brächt fetteig de puer Informatiounen.<br>- Wou sidd Dir?<br>- Wéi ans d&#x27;Stadres?</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_0df4ba91ae0d_B1_KAPITEL_3_B1_AUDIO_64_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Bom dia&#44; você ouve 100 segundos.<br>- Olá&#44; preciso me desculpar por um roubo.<br>- Meu marido está arrastando você&#44; ele precisa que você venha.<br>- Fique um pouco muito arrependida&#44; Senhora.<br>- Eu trago para você as informações pesadas.<br>- De onde você vem?<br>- Qual é o endereço?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_1f4d20292789_B1_KAPITEL_3_B1_AUDIO_64_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech si bal vun engem Domingue.<br>- Si vun Zypern an hu schonn dräi Kanner.<br>- Wat dir wat geschitt ass?</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ich bin bald von einem Domingue.<br>- Sie von Zypern und haben schon drei Kinder.<br>- Was dir was geschitt ist?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech si bal vun engem Domingue.<br>- Si vun Zypern an hu schonn dräi Kanner.<br>- Wat dir wat geschitt ass?</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_1f4d20292789_B1_KAPITEL_3_B1_AUDIO_64_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ich bin bald von einem Domingue.<br>- Sie von Zypern und haben schon drei Kinder.<br>- Was dir was geschitt ist?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c5e207c5d0f8_B1_KAPITEL_3_B1_AUDIO_64_003.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Mee jo&#44; ech fille mech net méi.<br>- Mir hunn elo schéibelen Reesen an näischt fir ze schnacken.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Não&#44; eu não me sinto mais.<br>- Nós temos apenas viagens chatas e nada para conversar.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Mee jo&#44; ech fille mech net méi.<br>- Mir hunn elo schéibelen Reesen an näischt fir ze schnacken.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c5e207c5d0f8_B1_KAPITEL_3_B1_AUDIO_64_003.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Não&#44; eu não me sinto mais.<br>- Nós temos apenas viagens chatas e nada para conversar.</div></div>
