#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_48dfdb16fc0e_A1_KAPITEL_2_Audio_33_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Guckt Biltz a lauschtert den Text.<br>- Obgepasst&#44; gläich ass et esouwäit.<br>- Hroe schonn d&#x27;Schlitt.<br>- 10&#44; 9&#44; 8&#44; 7&#44; 6&#44; 5&#44; 4&#44; 3&#44; 2&#44; 1&#44; 0.<br>- Vill Gléck am Najejoa!<br>- Prost!</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olha o relâmpago e ouve o texto.<br>- Cuidado&#44; já está quase lá.<br>- Corra sem parar de novo.<br>- 10&#44; 9&#44; 8&#44; 7&#44; 6&#44; 5&#44; 4&#44; 3&#44; 2&#44; 1&#44; 0.<br>- Boa sorte no Najejoa!<br>- Prost!</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Guckt Biltz a lauschtert den Text.<br>- Obgepasst&#44; gläich ass et esouwäit.<br>- Hroe schonn d&#x27;Schlitt.<br>- 10&#44; 9&#44; 8&#44; 7&#44; 6&#44; 5&#44; 4&#44; 3&#44; 2&#44; 1&#44; 0.<br>- Vill Gléck am Najejoa!<br>- Prost!</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_48dfdb16fc0e_A1_KAPITEL_2_Audio_33_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olha o relâmpago e ouve o texto.<br>- Cuidado&#44; já está quase lá.<br>- Corra sem parar de novo.<br>- 10&#44; 9&#44; 8&#44; 7&#44; 6&#44; 5&#44; 4&#44; 3&#44; 2&#44; 1&#44; 0.<br>- Boa sorte no Najejoa!<br>- Prost!</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_22759cb9d331_A1_KAPITEL_2_Audio_34_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtert w.e.g.<br>- a schwätzt no.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ouça&#44; por favor.<br>- ele fala ainda.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtert w.e.g.<br>- a schwätzt no.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_22759cb9d331_A1_KAPITEL_2_Audio_34_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ouça&#44; por favor.<br>- ele fala ainda.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_efa8aa851339_A1_KAPITEL_2_Audio_34_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Null.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Null.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Null.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_efa8aa851339_A1_KAPITEL_2_Audio_34_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Null.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a8683061fffd_A1_KAPITEL_2_Audio_34_003.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Sophie.<br>- An Dir?<br>- Ech heeschen Marc.<br>- Vu wou kommt Dir?<br>- Ech kommen aus Lëtzebuerg.<br>- A wou wunnt Dir?<br>- Ech wunnt zu Esch.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Lëtzebuerger.<br>- Sidd Dir Fransous?<br>- Nee&#44; ech sinn Däitsch.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- A wéi al sidd Dir?<br>- Ech sinn 30 Joer al.<br>- Wat maacht Dir?<br>- Ech sinn Student.<br>- A wat maacht Dir?<br>- Ech schaffen als Léierin.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá<br>- Meu nome é Sophie.<br>- E você?<br>- Eu me chamo Marc.<br>- De onde você vem?<br>- Eu venho de Luxemburgo.<br>- E onde você mora?<br>- Eu moro em Esch.<br>- Você é suíço?<br>- Não&#44; eu sou luxemburguês.<br>- Você é francês?<br>- Não&#44; eu sou alemão.<br>- Quantos anos você tem?<br>- Eu tenho 25 anos.<br>- E quantos anos você tem?<br>- Eu tenho 30 anos.<br>- O que você faz?<br>- Eu sou estudante.<br>- E o que você faz?<br>- Eu trabalho como professora.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Sophie.<br>- An Dir?<br>- Ech heeschen Marc.<br>- Vu wou kommt Dir?<br>- Ech kommen aus Lëtzebuerg.<br>- A wou wunnt Dir?<br>- Ech wunnt zu Esch.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Lëtzebuerger.<br>- Sidd Dir Fransous?<br>- Nee&#44; ech sinn Däitsch.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- A wéi al sidd Dir?<br>- Ech sinn 30 Joer al.<br>- Wat maacht Dir?<br>- Ech sinn Student.<br>- A wat maacht Dir?<br>- Ech schaffen als Léierin.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a8683061fffd_A1_KAPITEL_2_Audio_34_003.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá<br>- Meu nome é Sophie.<br>- E você?<br>- Eu me chamo Marc.<br>- De onde você vem?<br>- Eu venho de Luxemburgo.<br>- E onde você mora?<br>- Eu moro em Esch.<br>- Você é suíço?<br>- Não&#44; eu sou luxemburguês.<br>- Você é francês?<br>- Não&#44; eu sou alemão.<br>- Quantos anos você tem?<br>- Eu tenho 25 anos.<br>- E quantos anos você tem?<br>- Eu tenho 30 anos.<br>- O que você faz?<br>- Eu sou estudante.<br>- E o que você faz?<br>- Eu trabalho como professora.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c1ffd7c05837_A1_KAPITEL_2_Audio_34_004.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Swee.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Swee.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Swee.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c1ffd7c05837_A1_KAPITEL_2_Audio_34_004.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Swee.</div></div>
