#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_31a70f84e7a6_A2_KAPITEL_1_Audio10_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Den Här Weiler geet haut de Mëtteg an d&#x27;Stad.<br>- Wou geet hien?<br>- Lauschtert a numeréiert dräi Folleksfonge Plazen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- The Herr Weiler goes to town at noon today.<br>- Where is he going?<br>- Listen and number three Folleksfonge places.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Den Här Weiler geet haut de Mëtteg an d&#x27;Stad.<br>- Wou geet hien?<br>- Lauschtert a numeréiert dräi Folleksfonge Plazen.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_31a70f84e7a6_A2_KAPITEL_1_Audio10_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- The Herr Weiler goes to town at noon today.<br>- Where is he going?<br>- Listen and number three Folleksfonge places.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_0fbe24f1a9fb_A2_KAPITEL_1_Audio10_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- So&#44; hei ass mäi Programm fir de Mettesch.<br>- Ech fuere lo an d&#x27;Stad&#44; da ginn ech direkt op de Biergercenter&#44; meng nei Carte d&#x27;Identitéit sichen.<br>- Ech muss och nach an d&#x27;Apdikt&#44; Sue op hiewen a bei de Coiffeur.<br>- Ech gi virdéischt op de Bankomat&#44; dann hunn ech mol rëm Sue an der Täsch.<br>- Duerno ginn ech meng Medikamenter an d&#x27;Apdikt sichen an da ginn ech mir eng Zeitung kafen&#44; fir mech beim Coiffeur net ze langweilen.<br>- Um véier Auer hunn ech do RDV.<br>- Ech mengen&#44; fir an d&#x27;Bibliothéik bleift keng Zäit méi.<br>- Dat ass net schlëmm&#44; da maachen ech dat nächst Kéier.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- So&#44; this is my program for the Mettesch.<br>- I drive into the city&#44; then I go straight to the citizen center to search for my new identity card.<br>- I also have to go to the pharmacy&#44; lift money&#44; and go to the hairdresser.<br>- I first go to the ATM&#44; then I have cash in my pocket again.<br>- After that I go get my medications at the pharmacy and buy myself a newspaper to avoid getting bored at the hairdresser.<br>- At four o&#x27;clock I have an appointment there.<br>- I don&#x27;t think there&#x27;s time to stay in the library.<br>- That&#x27;s not bad&#44; I&#x27;ll do that next time.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- So&#44; hei ass mäi Programm fir de Mettesch.<br>- Ech fuere lo an d&#x27;Stad&#44; da ginn ech direkt op de Biergercenter&#44; meng nei Carte d&#x27;Identitéit sichen.<br>- Ech muss och nach an d&#x27;Apdikt&#44; Sue op hiewen a bei de Coiffeur.<br>- Ech gi virdéischt op de Bankomat&#44; dann hunn ech mol rëm Sue an der Täsch.<br>- Duerno ginn ech meng Medikamenter an d&#x27;Apdikt sichen an da ginn ech mir eng Zeitung kafen&#44; fir mech beim Coiffeur net ze langweilen.<br>- Um véier Auer hunn ech do RDV.<br>- Ech mengen&#44; fir an d&#x27;Bibliothéik bleift keng Zäit méi.<br>- Dat ass net schlëmm&#44; da maachen ech dat nächst Kéier.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_0fbe24f1a9fb_A2_KAPITEL_1_Audio10_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- So&#44; this is my program for the Mettesch.<br>- I drive into the city&#44; then I go straight to the citizen center to search for my new identity card.<br>- I also have to go to the pharmacy&#44; lift money&#44; and go to the hairdresser.<br>- I first go to the ATM&#44; then I have cash in my pocket again.<br>- After that I go get my medications at the pharmacy and buy myself a newspaper to avoid getting bored at the hairdresser.<br>- At four o&#x27;clock I have an appointment there.<br>- I don&#x27;t think there&#x27;s time to stay in the library.<br>- That&#x27;s not bad&#44; I&#x27;ll do that next time.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a60e7a61361b_A2_KAPITEL_1_Audio11_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtert den Dialog awer e puer Mol.<br>- Schafft zu zwee.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Listen to the dialogue but a few times.<br>- Work in pairs.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtert den Dialog awer e puer Mol.<br>- Schafft zu zwee.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a60e7a61361b_A2_KAPITEL_1_Audio11_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Listen to the dialogue but a few times.<br>- Work in pairs.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_639eda840877_A2_KAPITEL_1_Audio11_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Moien!<br>- Moien!<br>- Kann ich dir helfen?<br>- Jo&#44; ech wëll dräi Bicher ausléinen.<br>- Jo&#44; e Kaart wann ech gelieft.<br>- Kaart?<br>- Ech hu kee Kaart.<br>- Et sinn haut fir Iech do.<br>- Also&#44; Dir braucht eng Kaart.<br>- Dir kënnt e Formulaire ausfëllen oder mir maachen dat direkt hei am Computer.<br>- Ech hu grad gutt Zäit.<br>- Dat ass flott.<br>- Mäi Numm ass Nadine Mayer.<br>- Eng Adress wann ech gelieft.<br>- 21 Route du Luxembourg&#44; L23&#44; 13 Betelbusch.<br>- Wëllt Dir per E-Mail&#44; per SMS oder per Telefon kontaktéiert ginn?<br>- Per E-Mail.<br>- Dat ass brassers Nadine.Mayer@ptt.lu.<br>- Wëllt Dir op Lëtzebuergesch kontaktéiert ginn?<br>- Jo.<br>- Gut&#44; dat ass alles.<br>- Hei ass eng Kaart an hei sinn d’Bicher.<br>- Merci&#44; op déi nächst Kéier.<br>- Adi.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello!<br>- Hello!<br>- Can I help you?<br>- Yes&#44; I want to borrow three books.<br>- Yes&#44; a card when I am ready.<br>- Card?<br>- I have no card.<br>- They are ready for you today.<br>- So&#44; you need a card.<br>- You can fill out a form or I can do it directly here on the computer.<br>- I just have plenty of time.<br>- That’s great.<br>- My name is Nadine Mayer.<br>- An address when I am ready.<br>- 21 Route du Luxembourg&#44; L23&#44; 13 Betelbusch.<br>- Do you want to be contacted by email&#44; by SMS&#44; or by phone?<br>- By email.<br>- That is brassy Nadine.Mayer@ptt.lu.<br>- Do you want to be contacted in Luxembourgish?<br>- Yes.<br>- Good&#44; that’s all.<br>- Here is a card and here are the books.<br>- Thank you&#44; until next time.<br>- Adi.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Moien!<br>- Moien!<br>- Kann ich dir helfen?<br>- Jo&#44; ech wëll dräi Bicher ausléinen.<br>- Jo&#44; e Kaart wann ech gelieft.<br>- Kaart?<br>- Ech hu kee Kaart.<br>- Et sinn haut fir Iech do.<br>- Also&#44; Dir braucht eng Kaart.<br>- Dir kënnt e Formulaire ausfëllen oder mir maachen dat direkt hei am Computer.<br>- Ech hu grad gutt Zäit.<br>- Dat ass flott.<br>- Mäi Numm ass Nadine Mayer.<br>- Eng Adress wann ech gelieft.<br>- 21 Route du Luxembourg&#44; L23&#44; 13 Betelbusch.<br>- Wëllt Dir per E-Mail&#44; per SMS oder per Telefon kontaktéiert ginn?<br>- Per E-Mail.<br>- Dat ass brassers Nadine.Mayer@ptt.lu.<br>- Wëllt Dir op Lëtzebuergesch kontaktéiert ginn?<br>- Jo.<br>- Gut&#44; dat ass alles.<br>- Hei ass eng Kaart an hei sinn d’Bicher.<br>- Merci&#44; op déi nächst Kéier.<br>- Adi.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_639eda840877_A2_KAPITEL_1_Audio11_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello!<br>- Hello!<br>- Can I help you?<br>- Yes&#44; I want to borrow three books.<br>- Yes&#44; a card when I am ready.<br>- Card?<br>- I have no card.<br>- They are ready for you today.<br>- So&#44; you need a card.<br>- You can fill out a form or I can do it directly here on the computer.<br>- I just have plenty of time.<br>- That’s great.<br>- My name is Nadine Mayer.<br>- An address when I am ready.<br>- 21 Route du Luxembourg&#44; L23&#44; 13 Betelbusch.<br>- Do you want to be contacted by email&#44; by SMS&#44; or by phone?<br>- By email.<br>- That is brassy Nadine.Mayer@ptt.lu.<br>- Do you want to be contacted in Luxembourgish?<br>- Yes.<br>- Good&#44; that’s all.<br>- Here is a card and here are the books.<br>- Thank you&#44; until next time.<br>- Adi.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_086848ea28e5_A2_KAPITEL_1_Audio12_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtet den Dialog.<br>- Ass dat richteg oder falsch?<br>- Treitsd un.<br>- Kati Kopkeck&#44; bonjour.<br>- Moien&#44; ech wollt froen&#44; ob dir bei Iech schwammen hättet kritt.<br>- Jo&#44; an der Woch hu mir e Menü du jour&#44; a mir hunn och eng Kaart&#44; mä de puer waarme Platen.<br>- Perfekt&#44; da géing ech gär en Dësch reservéieren.<br>- Jo&#44; fir wien&#44; wann ech gelift?<br>- Fir haut Mëtteg&#44; zwielef Auer.<br>- Ach&#44; dat meent&#44; um zwielef Auer ass schonn alles besat.<br>- An um hënnert Auer&#44; huet dat dono Plaz?<br>- Jo&#44; do hätt ech eventuell en Dësch fir Iech.<br>- Fir wéi vill Leit wier dat?<br>- Fir zwee.<br>- Jo&#44; dat geet. Wéi hutt dir Iech genannt?<br>- Kati Kopkeck.<br>- An d&#x27;Nummer&#44; wann ech gelift?<br>- Meng Handysnummer ass 621 516 610.<br>- Gutt&#44; dat ass notéiert.<br>- Merci villmools&#44; bis dann.<br>- Et geschitt&#44; bis dann.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Listen to the dialogue.<br>- Is that correct or wrong?<br>- Sit down and.<br>- Kati Kopkeck&#44; hello.<br>- Hello&#44; I would like to ask if you have swimming at your place.<br>- Yes&#44; in the week we have a menu du jour&#44; and we also have a menu&#44; but the four warm dishes.<br>- Perfect&#44; I would like to reserve a table.<br>- Yes&#44; for whom&#44; please?<br>- For today noon&#44; twelve o&#x27;clock.<br>- Oh&#44; that means&#44; at twelve o&#x27;clock everything is already booked.<br>- And at eleven o&#x27;clock&#44; is there any place left later?<br>- Yes&#44; I might have a table for you there.<br>- For how many people would that be?<br>- For two.<br>- Yes&#44; that works. What name did you give?<br>- Kati Kopkeck.<br>- And the number&#44; please?<br>- My mobile number is 621 516 610.<br>- Good&#44; that is noted.<br>- Thank you very much&#44; see you then.<br>- It happens&#44; see you then.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtet den Dialog.<br>- Ass dat richteg oder falsch?<br>- Treitsd un.<br>- Kati Kopkeck&#44; bonjour.<br>- Moien&#44; ech wollt froen&#44; ob dir bei Iech schwammen hättet kritt.<br>- Jo&#44; an der Woch hu mir e Menü du jour&#44; a mir hunn och eng Kaart&#44; mä de puer waarme Platen.<br>- Perfekt&#44; da géing ech gär en Dësch reservéieren.<br>- Jo&#44; fir wien&#44; wann ech gelift?<br>- Fir haut Mëtteg&#44; zwielef Auer.<br>- Ach&#44; dat meent&#44; um zwielef Auer ass schonn alles besat.<br>- An um hënnert Auer&#44; huet dat dono Plaz?<br>- Jo&#44; do hätt ech eventuell en Dësch fir Iech.<br>- Fir wéi vill Leit wier dat?<br>- Fir zwee.<br>- Jo&#44; dat geet. Wéi hutt dir Iech genannt?<br>- Kati Kopkeck.<br>- An d&#x27;Nummer&#44; wann ech gelift?<br>- Meng Handysnummer ass 621 516 610.<br>- Gutt&#44; dat ass notéiert.<br>- Merci villmools&#44; bis dann.<br>- Et geschitt&#44; bis dann.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_086848ea28e5_A2_KAPITEL_1_Audio12_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Listen to the dialogue.<br>- Is that correct or wrong?<br>- Sit down and.<br>- Kati Kopkeck&#44; hello.<br>- Hello&#44; I would like to ask if you have swimming at your place.<br>- Yes&#44; in the week we have a menu du jour&#44; and we also have a menu&#44; but the four warm dishes.<br>- Perfect&#44; I would like to reserve a table.<br>- Yes&#44; for whom&#44; please?<br>- For today noon&#44; twelve o&#x27;clock.<br>- Oh&#44; that means&#44; at twelve o&#x27;clock everything is already booked.<br>- And at eleven o&#x27;clock&#44; is there any place left later?<br>- Yes&#44; I might have a table for you there.<br>- For how many people would that be?<br>- For two.<br>- Yes&#44; that works. What name did you give?<br>- Kati Kopkeck.<br>- And the number&#44; please?<br>- My mobile number is 621 516 610.<br>- Good&#44; that is noted.<br>- Thank you very much&#44; see you then.<br>- It happens&#44; see you then.</div></div>
