#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_4ba798fcd47c_A2_KAPITEL_8_Audio187_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Sali&#44; Karin.<br>- Hoi&#44; hast du Marc?<br>- Sali&#44; Marc.<br>- Wéi geet&#x27;s dir?<br>- Gutt&#44; an dir?<br>- Also&#44; du hues jo net vergiess&#44; dass mir also freides gesinn.<br>- Natierlech net.<br>- Wat maachen mir? Géi mir iessen oder an de Kino?<br>- Am léifsten déi zwou.<br>- Mee dat kéint besser sinn&#44; oder?<br>- Jo&#44; komm&#44; mir ginn léiwer just iessen.<br>- Hues du eng Iddi wou?<br>- Mä de Jacques huet mir vun engem neie Restaurant erzielt&#44; dee soll ganz gutt sinn.<br>- Ech hätt Loscht&#44; dee mol ze probéieren.<br>- Kléngt gutt. De Jacques ass jo e klenge Gourmet&#44; a geet dacks iessen.<br>- Wou ass de Restaurant dann?<br>- An der Stad. Hannert dem Palli an enger vun de klenge Stroossen.<br>- Ech mengen&#44; et ass net wäit vun der Wäsch vum Musée&#44; déi se nees gemaach hunn.<br>- Do ass jo elo alles nei gemaach.<br>- Wéi heescht deen dann?<br>- Beim Ginett. Do gëtt et Lëtscher a Kéis mat internationalem Touch.<br>- Cool&#44; dat gefält mir.<br>- Da komm&#44; mir probéieren deen emol.<br>- Ech kommen mam Auto. Soll ech dech mat huelen?<br>- Nee&#44; dat ass en Ëmwee fir dech. Ech huelen de Bus.<br>- Mir kënnen eis jo um Knuedler treffen.<br>- Ok&#44; um hallwer aacht. Reservéiers de Restaurant?<br>- Jo&#44; dat maachen ech.<br>- Ech freeë mech. Ech hunn da vill ze erzielen.<br>- Also&#44; elo sinn mir awer frou gemaach.<br>- Haha&#44; jo&#44; mee du muss e bësse freides Gedold hunn.<br>- Oh nee&#44; dat ass net léif.<br>- Ok dann&#44; mach et gutt.<br>- Bis dann.<br>- Bis dann.<br>- Ciao.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello&#44; Karin.<br>- Hi&#44; are you looking for Marc?<br>- Hello&#44; Marc.<br>- How are you?<br>- Fine&#44; and you?<br>- So&#44; you haven&#x27;t forgotten that we agreed to be friendly.<br>- Of course not.<br>- What do we do? Do we go eat or to the cinema?<br>- Both would be best.<br>- But that might be better&#44; right?<br>- Yes&#44; come on&#44; we’d rather just eat.<br>- Do you have an idea where?<br>- But Jacques told me about a new restaurant that should be really good.<br>- I’d like to try it sometime.<br>- Sounds good. Jacques is a bit of a gourmet&#44; and goes out to eat often.<br>- Where is the restaurant then?<br>- In the city. Behind the Palli and on one of the small streets.<br>- I think it’s not far from the Musée laundry&#44; which they’ve redone.<br>- So everything is new there now.<br>- What’s its name then?<br>- At the Ginett. They have liver and cheese with an international touch.<br>- Cool&#44; I like that.<br>- Then come on&#44; let’s try it this time.<br>- I’m coming by car. Should I pick you up?<br>- No&#44; that’s a detour for you. I’ll take the bus.<br>- We can meet at Knuedler.<br>- Okay&#44; at half past seven. Do you reserve the restaurant?<br>- Yes&#44; I’ll do that.<br>- I’m looking forward to it. I have a lot to tell.<br>- So&#44; for now we’re happy.<br>- Haha&#44; yes&#44; but you have to be a little patient.<br>- Oh no&#44; that’s not nice.<br>- Okay then&#44; take care.<br>- See you then.<br>- See you then.<br>- Ciao.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Sali&#44; Karin.<br>- Hoi&#44; hast du Marc?<br>- Sali&#44; Marc.<br>- Wéi geet&#x27;s dir?<br>- Gutt&#44; an dir?<br>- Also&#44; du hues jo net vergiess&#44; dass mir also freides gesinn.<br>- Natierlech net.<br>- Wat maachen mir? Géi mir iessen oder an de Kino?<br>- Am léifsten déi zwou.<br>- Mee dat kéint besser sinn&#44; oder?<br>- Jo&#44; komm&#44; mir ginn léiwer just iessen.<br>- Hues du eng Iddi wou?<br>- Mä de Jacques huet mir vun engem neie Restaurant erzielt&#44; dee soll ganz gutt sinn.<br>- Ech hätt Loscht&#44; dee mol ze probéieren.<br>- Kléngt gutt. De Jacques ass jo e klenge Gourmet&#44; a geet dacks iessen.<br>- Wou ass de Restaurant dann?<br>- An der Stad. Hannert dem Palli an enger vun de klenge Stroossen.<br>- Ech mengen&#44; et ass net wäit vun der Wäsch vum Musée&#44; déi se nees gemaach hunn.<br>- Do ass jo elo alles nei gemaach.<br>- Wéi heescht deen dann?<br>- Beim Ginett. Do gëtt et Lëtscher a Kéis mat internationalem Touch.<br>- Cool&#44; dat gefält mir.<br>- Da komm&#44; mir probéieren deen emol.<br>- Ech kommen mam Auto. Soll ech dech mat huelen?<br>- Nee&#44; dat ass en Ëmwee fir dech. Ech huelen de Bus.<br>- Mir kënnen eis jo um Knuedler treffen.<br>- Ok&#44; um hallwer aacht. Reservéiers de Restaurant?<br>- Jo&#44; dat maachen ech.<br>- Ech freeë mech. Ech hunn da vill ze erzielen.<br>- Also&#44; elo sinn mir awer frou gemaach.<br>- Haha&#44; jo&#44; mee du muss e bësse freides Gedold hunn.<br>- Oh nee&#44; dat ass net léif.<br>- Ok dann&#44; mach et gutt.<br>- Bis dann.<br>- Bis dann.<br>- Ciao.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_4ba798fcd47c_A2_KAPITEL_8_Audio187_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello&#44; Karin.<br>- Hi&#44; are you looking for Marc?<br>- Hello&#44; Marc.<br>- How are you?<br>- Fine&#44; and you?<br>- So&#44; you haven&#x27;t forgotten that we agreed to be friendly.<br>- Of course not.<br>- What do we do? Do we go eat or to the cinema?<br>- Both would be best.<br>- But that might be better&#44; right?<br>- Yes&#44; come on&#44; we’d rather just eat.<br>- Do you have an idea where?<br>- But Jacques told me about a new restaurant that should be really good.<br>- I’d like to try it sometime.<br>- Sounds good. Jacques is a bit of a gourmet&#44; and goes out to eat often.<br>- Where is the restaurant then?<br>- In the city. Behind the Palli and on one of the small streets.<br>- I think it’s not far from the Musée laundry&#44; which they’ve redone.<br>- So everything is new there now.<br>- What’s its name then?<br>- At the Ginett. They have liver and cheese with an international touch.<br>- Cool&#44; I like that.<br>- Then come on&#44; let’s try it this time.<br>- I’m coming by car. Should I pick you up?<br>- No&#44; that’s a detour for you. I’ll take the bus.<br>- We can meet at Knuedler.<br>- Okay&#44; at half past seven. Do you reserve the restaurant?<br>- Yes&#44; I’ll do that.<br>- I’m looking forward to it. I have a lot to tell.<br>- So&#44; for now we’re happy.<br>- Haha&#44; yes&#44; but you have to be a little patient.<br>- Oh no&#44; that’s not nice.<br>- Okay then&#44; take care.<br>- See you then.<br>- See you then.<br>- Ciao.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8e75c9fde9d3_A2_KAPITEL_8_Audio188_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Läuft den Dialog a guck Billa.<br>- Wat fir e Bild passt? Kreizt un.<br>- Ech free mech ob eisen Ausfluch muer.<br>- Jo&#44; ech och.<br>- Wësst du scho geguckt&#44; wéi&#x27;t Wieder gët?<br>- Ma jo&#44; guck hei&#44; moder Moie soll et schéi sonnesch sinn a scho 25 Grad.<br>- Jo&#44; mee mettes komme Wollek en op&#44; an et gett bestëmmt schmaier.<br>- Oh mei&#44; dat gett bestëmmt dann en Donawieder.<br>- Dat soen se hei och&#44; an da ginn Temperaturen och niese ruf.<br>- Jo&#44; mee bis dohiese mir bestëmmt och schonn erhëm doheem.<br>- Hoffentlisch.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Run the dialogue and take a look&#44; Bill.<br>- What kind of picture fits? Check it.<br>- I’m looking forward to our excursion tomorrow.<br>- Yes&#44; me too.<br>- Do you already know how the weather is going?<br>- Well yes&#44; look here&#44; dear Moie should be nice and sunny and already 25 degrees.<br>- Yes&#44; but weather can change&#44; and it might get stormy.<br>- Oh dear&#44; that will certainly mean a thunderstorm.<br>- They say that here as well&#44; and then the temperatures will also drop.<br>- Yes&#44; but until then we’ll certainly already be at home.<br>- Hopefully.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Läuft den Dialog a guck Billa.<br>- Wat fir e Bild passt? Kreizt un.<br>- Ech free mech ob eisen Ausfluch muer.<br>- Jo&#44; ech och.<br>- Wësst du scho geguckt&#44; wéi&#x27;t Wieder gët?<br>- Ma jo&#44; guck hei&#44; moder Moie soll et schéi sonnesch sinn a scho 25 Grad.<br>- Jo&#44; mee mettes komme Wollek en op&#44; an et gett bestëmmt schmaier.<br>- Oh mei&#44; dat gett bestëmmt dann en Donawieder.<br>- Dat soen se hei och&#44; an da ginn Temperaturen och niese ruf.<br>- Jo&#44; mee bis dohiese mir bestëmmt och schonn erhëm doheem.<br>- Hoffentlisch.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8e75c9fde9d3_A2_KAPITEL_8_Audio188_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Run the dialogue and take a look&#44; Bill.<br>- What kind of picture fits? Check it.<br>- I’m looking forward to our excursion tomorrow.<br>- Yes&#44; me too.<br>- Do you already know how the weather is going?<br>- Well yes&#44; look here&#44; dear Moie should be nice and sunny and already 25 degrees.<br>- Yes&#44; but weather can change&#44; and it might get stormy.<br>- Oh dear&#44; that will certainly mean a thunderstorm.<br>- They say that here as well&#44; and then the temperatures will also drop.<br>- Yes&#44; but until then we’ll certainly already be at home.<br>- Hopefully.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5a1bdf04fbf4_A2_KAPITEL_8_Audio189_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Laut der Wiederprévisiounen ass et zäit.<br>- Ass dat richteg oder falsch?<br>- Kraaft un!<br>- Ent.<br>- Muer geet et am Allgemenge gro an naas.<br>- Moies kann am meeschte e bëssen Schnéi falen.<br>- Temperature leie tëschent engem a fënnef Grad.<br>- Nuets falen Temperaturen dann ënner Null.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- According to the reissues&#44; it&#x27;s time.<br>- Is that right or wrong?<br>- Power on!<br>- End.<br>- In the morning&#44; it is generally large and nasty.<br>- In the morning&#44; a little snow can fall most.<br>- Temperatures lie between one and five degrees.<br>- Night temperatures then fall below zero.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Laut der Wiederprévisiounen ass et zäit.<br>- Ass dat richteg oder falsch?<br>- Kraaft un!<br>- Ent.<br>- Muer geet et am Allgemenge gro an naas.<br>- Moies kann am meeschte e bëssen Schnéi falen.<br>- Temperature leie tëschent engem a fënnef Grad.<br>- Nuets falen Temperaturen dann ënner Null.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5a1bdf04fbf4_A2_KAPITEL_8_Audio189_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- According to the reissues&#44; it&#x27;s time.<br>- Is that right or wrong?<br>- Power on!<br>- End.<br>- In the morning&#44; it is generally large and nasty.<br>- In the morning&#44; a little snow can fall most.<br>- Temperatures lie between one and five degrees.<br>- Night temperatures then fall below zero.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_02e584950162_A2_KAPITEL_8_Audio190_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Am fréie Moien ass et liicht blésseg mat lokale Schaueren oder Donnerwiederen.<br>- Am Laf vum Dag weist d&#x27;sonne sech awer emmer méi dacks&#44;<br>- an d&#x27;Temperature klamme bis op 16 Grad.<br>- Nuets bréngt eis gréisstendeels stärekloert Wieder.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Good morning&#44; it is lightly blésseg with local thunderstorms or thunder showers.<br>- In the afternoon&#44; the sun appears but increasingly often&#44;<br>- and the temperatures climb up to 16 degrees.<br>- At night&#44; we mostly have cloudy weather.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Am fréie Moien ass et liicht blésseg mat lokale Schaueren oder Donnerwiederen.<br>- Am Laf vum Dag weist d&#x27;sonne sech awer emmer méi dacks&#44;<br>- an d&#x27;Temperature klamme bis op 16 Grad.<br>- Nuets bréngt eis gréisstendeels stärekloert Wieder.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_02e584950162_A2_KAPITEL_8_Audio190_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Good morning&#44; it is lightly blésseg with local thunderstorms or thunder showers.<br>- In the afternoon&#44; the sun appears but increasingly often&#44;<br>- and the temperatures climb up to 16 degrees.<br>- At night&#44; we mostly have cloudy weather.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_aee9d34d0312_A2_KAPITEL_8_Audio191_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Dräi.<br>- En Dënschdeg ass et wierselhaft an et ass mat Reeschauere ze rechnen.<br>- Dagsiwwer gi maximal véierzéng Grad erreecht.<br>- Owes an an der Nuecht bleift et gréisstendeels drëschen.<br>- Temperature leie bei ronn zéng Grad an et bléist e staarke Südwestwand.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Three.<br>- Tuesday is it诗 wierselhaft and it is with Reeschauere to calculate.<br>- Above it reaches a maximum of fourteen degrees.<br>- In the evening and at night it remains mostly dry.<br>- Temperatures lie around ten degrees and it blows a strong southwest wind.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Dräi.<br>- En Dënschdeg ass et wierselhaft an et ass mat Reeschauere ze rechnen.<br>- Dagsiwwer gi maximal véierzéng Grad erreecht.<br>- Owes an an der Nuecht bleift et gréisstendeels drëschen.<br>- Temperature leie bei ronn zéng Grad an et bléist e staarke Südwestwand.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_aee9d34d0312_A2_KAPITEL_8_Audio191_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Three.<br>- Tuesday is it诗 wierselhaft and it is with Reeschauere to calculate.<br>- Above it reaches a maximum of fourteen degrees.<br>- In the evening and at night it remains mostly dry.<br>- Temperatures lie around ten degrees and it blows a strong southwest wind.</div></div>
