#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c08c52e6ab52_A2_KAPITEL_6_Audio111_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gudde Mëtteg.<br>- Gudde Mëtteg&#44; Herr Weber. Gëtt et dem Max do erëm besser?<br>- E gesäit gutt aus.<br>- Jo&#44; mir ware virun zwee Deeg beim Deierendokter. E gudde Medikament an der Tränk gutt ze wicken.<br>- Da sinn ech awer frou.<br>- So Mathieu&#44; fäerts du do?<br>- Ma de François huet mech gefrot&#44; fir seng Breifboîte zweemol pro Woch ze maachen.<br>- Hien ass dräi Wochen an der Vakanz. Ech gi nach seng Planzen netzen.<br>- Ech hat dat lescht Joer vergiess. Ech hoffen&#44; si sinn net futti.<br>- Dat hei ass wierklech eng flott Géigend. Et sinn ëmmer déi selwecht Leit&#44; déi hei spadséieren&#44; an d’Mathekanner kommen no op de Spillplatz.<br>- Et ass frësch a sécher hei. Du brauchs do wierklech keen Sürschen ze maachen.<br>- Hei ass nach ni eppes geschitt.<br>- Ech muss muer op Sandweiler an d’Kontroll. Mäi Brudder ass lescht Joer mat senger Mautor duerchgefall.<br>- Ech kucken léiwer eng Kéier&#44; ob alles funktionéiert.<br>- Wéi wësst du&#44; wéini déi lescht Kontroll war?</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Good afternoon.<br>- Good afternoon&#44; Mr. Weber. Is Max feeling better again?<br>- He looks good.<br>- Yes&#44; we were at the veterinarian two days ago. A good medicine in the drink helps well.<br>- I am pleased to hear that.<br>- So Mathieu&#44; are you ready there?<br>- But François asked me to do his mailboxes twice a week.<br>- He is on vacation for three weeks. I will still water his plants.<br>- I forgot last year. I hope they are not spoiled.<br>- This place is really a nice area. It’s always the same people strolling here&#44; and the math cats come to the playground.<br>- It is fresh and safe here. You really don’t need to do any gardening there.<br>- Nothing has ever happened here.<br>- I have to go to Sandweiler tomorrow for the inspection. My brother failed with his driving test last year.<br>- I’d rather check once to see if everything is working.<br>- How do you know when the last inspection was?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gudde Mëtteg.<br>- Gudde Mëtteg&#44; Herr Weber. Gëtt et dem Max do erëm besser?<br>- E gesäit gutt aus.<br>- Jo&#44; mir ware virun zwee Deeg beim Deierendokter. E gudde Medikament an der Tränk gutt ze wicken.<br>- Da sinn ech awer frou.<br>- So Mathieu&#44; fäerts du do?<br>- Ma de François huet mech gefrot&#44; fir seng Breifboîte zweemol pro Woch ze maachen.<br>- Hien ass dräi Wochen an der Vakanz. Ech gi nach seng Planzen netzen.<br>- Ech hat dat lescht Joer vergiess. Ech hoffen&#44; si sinn net futti.<br>- Dat hei ass wierklech eng flott Géigend. Et sinn ëmmer déi selwecht Leit&#44; déi hei spadséieren&#44; an d’Mathekanner kommen no op de Spillplatz.<br>- Et ass frësch a sécher hei. Du brauchs do wierklech keen Sürschen ze maachen.<br>- Hei ass nach ni eppes geschitt.<br>- Ech muss muer op Sandweiler an d’Kontroll. Mäi Brudder ass lescht Joer mat senger Mautor duerchgefall.<br>- Ech kucken léiwer eng Kéier&#44; ob alles funktionéiert.<br>- Wéi wësst du&#44; wéini déi lescht Kontroll war?</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c08c52e6ab52_A2_KAPITEL_6_Audio111_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Good afternoon.<br>- Good afternoon&#44; Mr. Weber. Is Max feeling better again?<br>- He looks good.<br>- Yes&#44; we were at the veterinarian two days ago. A good medicine in the drink helps well.<br>- I am pleased to hear that.<br>- So Mathieu&#44; are you ready there?<br>- But François asked me to do his mailboxes twice a week.<br>- He is on vacation for three weeks. I will still water his plants.<br>- I forgot last year. I hope they are not spoiled.<br>- This place is really a nice area. It’s always the same people strolling here&#44; and the math cats come to the playground.<br>- It is fresh and safe here. You really don’t need to do any gardening there.<br>- Nothing has ever happened here.<br>- I have to go to Sandweiler tomorrow for the inspection. My brother failed with his driving test last year.<br>- I’d rather check once to see if everything is working.<br>- How do you know when the last inspection was?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_4549c50945fe_A2_KAPITEL_6_Audio111_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ma et kann dach net sinn&#44; datt d&#x27;Lucht den am Trapenhaus schon erëm net funktionéiert!<br>- Lescht Woch hate mer scho déiselwecht Mësère.<br>- Ed ass net flott fir am däischteren Trapen erop ze goen.<br>- Ech sinn lescht Woch bal iwwer de Puer Schong vun den Nopere gefall.<br>- Eeglecherweis näischt geschitt!</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- It can&#x27;t be that the light in the attic is not working again!<br>- Last week we already had the same trouble.<br>- It isn&#x27;t nice to go up the dark attic.<br>- I almost fell over the neighbor&#x27;s boy&#x27;s shoes last week.<br>- Honestly nothing happened!</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ma et kann dach net sinn&#44; datt d&#x27;Lucht den am Trapenhaus schon erëm net funktionéiert!<br>- Lescht Woch hate mer scho déiselwecht Mësère.<br>- Ed ass net flott fir am däischteren Trapen erop ze goen.<br>- Ech sinn lescht Woch bal iwwer de Puer Schong vun den Nopere gefall.<br>- Eeglecherweis näischt geschitt!</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_4549c50945fe_A2_KAPITEL_6_Audio111_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- It can&#x27;t be that the light in the attic is not working again!<br>- Last week we already had the same trouble.<br>- It isn&#x27;t nice to go up the dark attic.<br>- I almost fell over the neighbor&#x27;s boy&#x27;s shoes last week.<br>- Honestly nothing happened!</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_86102479a4eb_A2_KAPITEL_6_Audio112_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest dat nach eng Kéier.<br>- Schreibt de leschte Saz vun den Texter an Schrëschblosen.<br>- End.<br>- Gudde Mëtteg.<br>- Gudde Mëtteg&#44; Här Weber.<br>- Geet et dem Bex da rem besser?<br>- Dir gesäit gutt aus!<br>- Jo&#44; mir ware virun zwou Deeg beim Déierendokter.<br>- E gudde Medikament an derchent gutt ze virgen.<br>- Da sinn ech awer frou.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read that again once more.<br>- Write the last sentence of the texts in italics.<br>- End.<br>- Good afternoon.<br>- Good afternoon&#44; Mr. Weber.<br>- Is Bex doing better now?<br>- You look good!<br>- Yes&#44; we were at the vet two days ago.<br>- A good medicine and it works well.<br>- Then I am happy.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest dat nach eng Kéier.<br>- Schreibt de leschte Saz vun den Texter an Schrëschblosen.<br>- End.<br>- Gudde Mëtteg.<br>- Gudde Mëtteg&#44; Här Weber.<br>- Geet et dem Bex da rem besser?<br>- Dir gesäit gutt aus!<br>- Jo&#44; mir ware virun zwou Deeg beim Déierendokter.<br>- E gudde Medikament an derchent gutt ze virgen.<br>- Da sinn ech awer frou.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_86102479a4eb_A2_KAPITEL_6_Audio112_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read that again once more.<br>- Write the last sentence of the texts in italics.<br>- End.<br>- Good afternoon.<br>- Good afternoon&#44; Mr. Weber.<br>- Is Bex doing better now?<br>- You look good!<br>- Yes&#44; we were at the vet two days ago.<br>- A good medicine and it works well.<br>- Then I am happy.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8b1d5b7a6e52_A2_KAPITEL_6_Audio113_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Mat de Fransois huet mech gefrot&#44; e seng Bréifkëscht zweemol d&#x27;Woch eidel ze maachen.<br>- Hien ass dräi Wochen an der Vakanz.<br>- Ech ginn och seng Planzen netzen.<br>- Ech hat dat lescht Woch vergiess.<br>- Ech hoffen&#44; se sinn net futti.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- With the Frenchman asked me to empty his mailbox twice a week.<br>- He is three weeks on vacation.<br>- I will also water his plants.<br>- I forgot it last week.<br>- I hope they are not rotten.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Mat de Fransois huet mech gefrot&#44; e seng Bréifkëscht zweemol d&#x27;Woch eidel ze maachen.<br>- Hien ass dräi Wochen an der Vakanz.<br>- Ech ginn och seng Planzen netzen.<br>- Ech hat dat lescht Woch vergiess.<br>- Ech hoffen&#44; se sinn net futti.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8b1d5b7a6e52_A2_KAPITEL_6_Audio113_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- With the Frenchman asked me to empty his mailbox twice a week.<br>- He is three weeks on vacation.<br>- I will also water his plants.<br>- I forgot it last week.<br>- I hope they are not rotten.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_58fde9131405_A2_KAPITEL_6_Audio114_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- D&#x27;Rei!<br>- Dat heiy ass wierklech eng flott Géigend!<br>- Et sinn emol déi selwecht Leit&#44; déi heihinner op Spazéier ginn an déi mat de Kanner heihinner op de Spillplaz kommen.<br>- Et ass roueg a sécher hei.<br>- Du brauchs da wierklech keng Suergen ze maachen.<br>- Hei ass nach nie eppes geschitt.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- The ride!<br>- That is really a very nice area!<br>- It is the same people who come here for a stroll and those with the children come here to the playground.<br>- It is quiet and safe here.<br>- You really don’t need to worry.<br>- Nothing has happened here yet.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- D&#x27;Rei!<br>- Dat heiy ass wierklech eng flott Géigend!<br>- Et sinn emol déi selwecht Leit&#44; déi heihinner op Spazéier ginn an déi mat de Kanner heihinner op de Spillplaz kommen.<br>- Et ass roueg a sécher hei.<br>- Du brauchs da wierklech keng Suergen ze maachen.<br>- Hei ass nach nie eppes geschitt.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_58fde9131405_A2_KAPITEL_6_Audio114_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- The ride!<br>- That is really a very nice area!<br>- It is the same people who come here for a stroll and those with the children come here to the playground.<br>- It is quiet and safe here.<br>- You really don’t need to worry.<br>- Nothing has happened here yet.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_aaaacb34861b_A2_KAPITEL_6_Audio115_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Feier.<br>- Ech muss muer op d&#x27;Landweiler an d&#x27;Kontroll.<br>- Mäi Brudder ass d&#x27;lescht Kéier mat sengem Auto duerchgefall.<br>- Ech kucke léiwer eng Kéier&#44; op alles funktionéiert.<br>- Wéini warst du fir d&#x27;lescht an d&#x27;Kontroll?</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello.<br>- I must just go to the countryside and the inspection.<br>- My brother is the last time with his car collapsed.<br>- I prefer to look once&#44; to see if everything works.<br>- When were you last at the inspection?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Feier.<br>- Ech muss muer op d&#x27;Landweiler an d&#x27;Kontroll.<br>- Mäi Brudder ass d&#x27;lescht Kéier mat sengem Auto duerchgefall.<br>- Ech kucke léiwer eng Kéier&#44; op alles funktionéiert.<br>- Wéini warst du fir d&#x27;lescht an d&#x27;Kontroll?</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_aaaacb34861b_A2_KAPITEL_6_Audio115_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello.<br>- I must just go to the countryside and the inspection.<br>- My brother is the last time with his car collapsed.<br>- I prefer to look once&#44; to see if everything works.<br>- When were you last at the inspection?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_164d1e0b80df_A2_KAPITEL_6_Audio116_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ma kann dach net sinn&#44; datt d&#x27;Luchten am Trapenhaus schonn erëm net fonctionéieren.<br>- Lescht Woch hate mer schonn dee selwechte Misär.<br>- Et ass net flott fir am däischteren Trapen erop ze goen.<br>- Ech sinn lescht Woch bal iwwer de Poubelle-Chong vun den Nopere gefall.<br>- Eegleeg ass näischt geschitt.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- You can&#x27;t be serious that the lights in the stairwell still don’t work.<br>- Last week we already had the same misery.<br>- It’s not nice to go up the dark stairs.<br>- I almost fell over the neighbor’s trash can last week.<br>- Eegleeg is nothing happened.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ma kann dach net sinn&#44; datt d&#x27;Luchten am Trapenhaus schonn erëm net fonctionéieren.<br>- Lescht Woch hate mer schonn dee selwechte Misär.<br>- Et ass net flott fir am däischteren Trapen erop ze goen.<br>- Ech sinn lescht Woch bal iwwer de Poubelle-Chong vun den Nopere gefall.<br>- Eegleeg ass näischt geschitt.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_164d1e0b80df_A2_KAPITEL_6_Audio116_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- You can&#x27;t be serious that the lights in the stairwell still don’t work.<br>- Last week we already had the same misery.<br>- It’s not nice to go up the dark stairs.<br>- I almost fell over the neighbor’s trash can last week.<br>- Eegleeg is nothing happened.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_27de62c02281_A2_KAPITEL_6_Audio117_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Löscht den Dialog a kuckt dir zën.<br>- Waat fir en Appartement beschreift de Philipp?<br>- Kriets de richteg Skiz un.<br>- Dann zéie mer mol allesever den neie Wunung.<br>- Fënnt de net komesch&#44; mat drëmme Leit zesumme ze wunnen?<br>- Nee&#44; si bleiwe jo net laang fréem.<br>- D&#x27;Idee zwee si wierklech an der Reih.<br>- Ass d&#x27;Appartement net ze kleng fir dräi Leit?<br>- Nee&#44; et ass wierklech gréisst genuch.<br>- Et huet dräi Zëmmeren&#44; e Buetzimmer&#44; eng Stuf an eng Kichen.<br>- An et gëtt och nach e Raum am Käller&#44; den ech matbenotze kann.<br>- Dëin Zëmmer ass bestëmmt dat klengst.<br>- Nee&#44; déi dräi Zëmmeren sinn all gläich gréisst.<br>- An d&#x27;Wunneng ass wierklech gutt opgedeelt.<br>- D&#x27;Entrée ass relativ kleng&#44; mee riets ass dann direkt Kichen&#44; riets aus kanns de an d&#x27;Stuf&#44;<br>- a lénks ass e Gang mat den Zëmmeren&#44;<br>- a weider riets kanns Buetzimmer.<br>- Ech gewin Wunneng jo spätestens op der Erweihungsparty.<br>- Ma mol los&#44; bis dohinner dauert et awer nach e bësse.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Delete the dialogue and take a look at it yourself.<br>- What kind of apartment is Philipp describing?<br>- Create the right sketch.<br>- Then let’s all look at the new apartment.<br>- Don’t you find it strange to live with strangers?<br>- No&#44; they don’t stay foreign for long.<br>- The idea two of them are really in order.<br>- Isn’t the apartment too small for three people?<br>- No&#44; it really is big enough.<br>- It has three bedrooms&#44; a box room&#44; a staircase&#44; and a kitchen.<br>- And there is also another room in the basement that I can share.<br>- Your room is certainly the smallest.<br>- No&#44; the three bedrooms are all the same size.<br>- And the apartment is really well laid out.<br>- The entrance is relatively small&#44; but to the right is the kitchen&#44; to the right you can go to the staircase&#44;<br>- and on the left is a corridor with the bedrooms&#44;<br>- and further to the right you can find the box room.<br>- I will certainly get the apartment by the induction party.<br>- Okay&#44; but for now&#44; it will take a little while.</div></div>
