#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_4ba798fcd47c_A2_KAPITEL_8_Audio187_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Sali&#44; Karin.<br>- Hoi&#44; hast du Marc?<br>- Sali&#44; Marc.<br>- Wéi geet&#x27;s dir?<br>- Gutt&#44; an dir?<br>- Also&#44; du hues jo net vergiess&#44; dass mir also freides gesinn.<br>- Natierlech net.<br>- Wat maachen mir? Géi mir iessen oder an de Kino?<br>- Am léifsten déi zwou.<br>- Mee dat kéint besser sinn&#44; oder?<br>- Jo&#44; komm&#44; mir ginn léiwer just iessen.<br>- Hues du eng Iddi wou?<br>- Mä de Jacques huet mir vun engem neie Restaurant erzielt&#44; dee soll ganz gutt sinn.<br>- Ech hätt Loscht&#44; dee mol ze probéieren.<br>- Kléngt gutt. De Jacques ass jo e klenge Gourmet&#44; a geet dacks iessen.<br>- Wou ass de Restaurant dann?<br>- An der Stad. Hannert dem Palli an enger vun de klenge Stroossen.<br>- Ech mengen&#44; et ass net wäit vun der Wäsch vum Musée&#44; déi se nees gemaach hunn.<br>- Do ass jo elo alles nei gemaach.<br>- Wéi heescht deen dann?<br>- Beim Ginett. Do gëtt et Lëtscher a Kéis mat internationalem Touch.<br>- Cool&#44; dat gefält mir.<br>- Da komm&#44; mir probéieren deen emol.<br>- Ech kommen mam Auto. Soll ech dech mat huelen?<br>- Nee&#44; dat ass en Ëmwee fir dech. Ech huelen de Bus.<br>- Mir kënnen eis jo um Knuedler treffen.<br>- Ok&#44; um hallwer aacht. Reservéiers de Restaurant?<br>- Jo&#44; dat maachen ech.<br>- Ech freeë mech. Ech hunn da vill ze erzielen.<br>- Also&#44; elo sinn mir awer frou gemaach.<br>- Haha&#44; jo&#44; mee du muss e bësse freides Gedold hunn.<br>- Oh nee&#44; dat ass net léif.<br>- Ok dann&#44; mach et gutt.<br>- Bis dann.<br>- Bis dann.<br>- Ciao.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá&#44; Karin.<br>- Oi&#44; você vê Marc?<br>- Olá&#44; Marc.<br>- Como vai você?<br>- Bem&#44; e você?<br>- Então&#44; você não esqueceu que também estamos felizes.<br>- Claro que não.<br>- O que vamos fazer? Vamos comer ou ao cinema?<br>- Prefiro os dois.<br>- Mas isso poderia ser melhor&#44; não é?<br>- Sim&#44; venha&#44; achamos melhor apenas comer.<br>- Você tem alguma ideia onde?<br>- Mas o Jacques me contou de um novo restaurante que deve ser muito bom.<br>- Estou com vontade de tentar uma vez.<br>- Soa bem. Jacques é um gourmet pequeno e costuma sair para comer.<br>- Onde fica o restaurante então?<br>- No centro. Atrás do Pali e numa das ruazinhas.<br>- Acho que não fica longe da lavanderia do museu que eles reformaram.<br>- Agora tudo está novo.<br>- Como se chama então?<br>- Beim Ginett. Lá tem Lãtcher e queijo com toque internacional.<br>- Legal&#44; isso me agrada.<br>- Então&#44; vamos experimentar isso.<br>- Vou de carro. Devo te buscar?<br>- Não&#44; isso é um caminho para você. Eu pego o ônibus.<br>- Podemos nos encontrar no Knuedler.<br>- Ok&#44; às onze e quarenta. Você vai reservar o restaurante?<br>- Sim&#44; eu vou.<br>- Estou ansioso. Tenho muita coisa para contar.<br>- Então&#44; agora estamos realmente bem.<br>- Haha&#44; sim&#44; mas você precisa ter um pouco de paciência para a festa.<br>- Oh não&#44; isso não é legal.<br>- Então tudo certo.<br>- Até mais.<br>- Até mais.<br>- Tchau.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Sali&#44; Karin.<br>- Hoi&#44; hast du Marc?<br>- Sali&#44; Marc.<br>- Wéi geet&#x27;s dir?<br>- Gutt&#44; an dir?<br>- Also&#44; du hues jo net vergiess&#44; dass mir also freides gesinn.<br>- Natierlech net.<br>- Wat maachen mir? Géi mir iessen oder an de Kino?<br>- Am léifsten déi zwou.<br>- Mee dat kéint besser sinn&#44; oder?<br>- Jo&#44; komm&#44; mir ginn léiwer just iessen.<br>- Hues du eng Iddi wou?<br>- Mä de Jacques huet mir vun engem neie Restaurant erzielt&#44; dee soll ganz gutt sinn.<br>- Ech hätt Loscht&#44; dee mol ze probéieren.<br>- Kléngt gutt. De Jacques ass jo e klenge Gourmet&#44; a geet dacks iessen.<br>- Wou ass de Restaurant dann?<br>- An der Stad. Hannert dem Palli an enger vun de klenge Stroossen.<br>- Ech mengen&#44; et ass net wäit vun der Wäsch vum Musée&#44; déi se nees gemaach hunn.<br>- Do ass jo elo alles nei gemaach.<br>- Wéi heescht deen dann?<br>- Beim Ginett. Do gëtt et Lëtscher a Kéis mat internationalem Touch.<br>- Cool&#44; dat gefält mir.<br>- Da komm&#44; mir probéieren deen emol.<br>- Ech kommen mam Auto. Soll ech dech mat huelen?<br>- Nee&#44; dat ass en Ëmwee fir dech. Ech huelen de Bus.<br>- Mir kënnen eis jo um Knuedler treffen.<br>- Ok&#44; um hallwer aacht. Reservéiers de Restaurant?<br>- Jo&#44; dat maachen ech.<br>- Ech freeë mech. Ech hunn da vill ze erzielen.<br>- Also&#44; elo sinn mir awer frou gemaach.<br>- Haha&#44; jo&#44; mee du muss e bësse freides Gedold hunn.<br>- Oh nee&#44; dat ass net léif.<br>- Ok dann&#44; mach et gutt.<br>- Bis dann.<br>- Bis dann.<br>- Ciao.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_4ba798fcd47c_A2_KAPITEL_8_Audio187_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá&#44; Karin.<br>- Oi&#44; você vê Marc?<br>- Olá&#44; Marc.<br>- Como vai você?<br>- Bem&#44; e você?<br>- Então&#44; você não esqueceu que também estamos felizes.<br>- Claro que não.<br>- O que vamos fazer? Vamos comer ou ao cinema?<br>- Prefiro os dois.<br>- Mas isso poderia ser melhor&#44; não é?<br>- Sim&#44; venha&#44; achamos melhor apenas comer.<br>- Você tem alguma ideia onde?<br>- Mas o Jacques me contou de um novo restaurante que deve ser muito bom.<br>- Estou com vontade de tentar uma vez.<br>- Soa bem. Jacques é um gourmet pequeno e costuma sair para comer.<br>- Onde fica o restaurante então?<br>- No centro. Atrás do Pali e numa das ruazinhas.<br>- Acho que não fica longe da lavanderia do museu que eles reformaram.<br>- Agora tudo está novo.<br>- Como se chama então?<br>- Beim Ginett. Lá tem Lãtcher e queijo com toque internacional.<br>- Legal&#44; isso me agrada.<br>- Então&#44; vamos experimentar isso.<br>- Vou de carro. Devo te buscar?<br>- Não&#44; isso é um caminho para você. Eu pego o ônibus.<br>- Podemos nos encontrar no Knuedler.<br>- Ok&#44; às onze e quarenta. Você vai reservar o restaurante?<br>- Sim&#44; eu vou.<br>- Estou ansioso. Tenho muita coisa para contar.<br>- Então&#44; agora estamos realmente bem.<br>- Haha&#44; sim&#44; mas você precisa ter um pouco de paciência para a festa.<br>- Oh não&#44; isso não é legal.<br>- Então tudo certo.<br>- Até mais.<br>- Até mais.<br>- Tchau.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8e75c9fde9d3_A2_KAPITEL_8_Audio188_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Läuft den Dialog a guck Billa.<br>- Wat fir e Bild passt? Kreizt un.<br>- Ech free mech ob eisen Ausfluch muer.<br>- Jo&#44; ech och.<br>- Wësst du scho geguckt&#44; wéi&#x27;t Wieder gët?<br>- Ma jo&#44; guck hei&#44; moder Moie soll et schéi sonnesch sinn a scho 25 Grad.<br>- Jo&#44; mee mettes komme Wollek en op&#44; an et gett bestëmmt schmaier.<br>- Oh mei&#44; dat gett bestëmmt dann en Donawieder.<br>- Dat soen se hei och&#44; an da ginn Temperaturen och niese ruf.<br>- Jo&#44; mee bis dohiese mir bestëmmt och schonn erhëm doheem.<br>- Hoffentlisch.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Läuft den Dialog a guck Billa.<br>- Que imagem é a certa? marque.<br>- Eu fico ansioso pelo nosso passeio.<br>- Sim&#44; eu também.<br>- Você já viu como o tempo está?<br>- Sim&#44; aqui&#44; mamãe Moie deve estar bonito e já 25 graus.<br>- Sim&#44; mas com isso vem vento e vai chover com certeza.<br>- Ai não&#44; isso aqui também&#44; e as temperaturas também vão chover.<br>- Sim&#44; mas até lá com certeza já estaremos em casa.<br>- Espero que sim.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Läuft den Dialog a guck Billa.<br>- Wat fir e Bild passt? Kreizt un.<br>- Ech free mech ob eisen Ausfluch muer.<br>- Jo&#44; ech och.<br>- Wësst du scho geguckt&#44; wéi&#x27;t Wieder gët?<br>- Ma jo&#44; guck hei&#44; moder Moie soll et schéi sonnesch sinn a scho 25 Grad.<br>- Jo&#44; mee mettes komme Wollek en op&#44; an et gett bestëmmt schmaier.<br>- Oh mei&#44; dat gett bestëmmt dann en Donawieder.<br>- Dat soen se hei och&#44; an da ginn Temperaturen och niese ruf.<br>- Jo&#44; mee bis dohiese mir bestëmmt och schonn erhëm doheem.<br>- Hoffentlisch.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8e75c9fde9d3_A2_KAPITEL_8_Audio188_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Läuft den Dialog a guck Billa.<br>- Que imagem é a certa? marque.<br>- Eu fico ansioso pelo nosso passeio.<br>- Sim&#44; eu também.<br>- Você já viu como o tempo está?<br>- Sim&#44; aqui&#44; mamãe Moie deve estar bonito e já 25 graus.<br>- Sim&#44; mas com isso vem vento e vai chover com certeza.<br>- Ai não&#44; isso aqui também&#44; e as temperaturas também vão chover.<br>- Sim&#44; mas até lá com certeza já estaremos em casa.<br>- Espero que sim.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5a1bdf04fbf4_A2_KAPITEL_8_Audio189_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Laut der Wiederprévisiounen ass et zäit.<br>- Ass dat richteg oder falsch?<br>- Kraaft un!<br>- Ent.<br>- Muer geet et am Allgemenge gro an naas.<br>- Moies kann am meeschte e bëssen Schnéi falen.<br>- Temperature leie tëschent engem a fënnef Grad.<br>- Nuets falen Temperaturen dann ënner Null.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Laut der Wiederprévisiounen ass et zäit.<br>- Ass dat richteg oder falsch?<br>- Kraaft un!<br>- Ent.<br>- Muer geet et am Allgemenge gro an naas.<br>- Moies kann am meeschte e bëssen Schnéi falen.<br>- Temperature leie tëschent engem a fënnef Grad.<br>- Nuets falen Temperaturen dann ënner Null.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Laut der Wiederprévisiounen ass et zäit.<br>- Ass dat richteg oder falsch?<br>- Kraaft un!<br>- Ent.<br>- Muer geet et am Allgemenge gro an naas.<br>- Moies kann am meeschte e bëssen Schnéi falen.<br>- Temperature leie tëschent engem a fënnef Grad.<br>- Nuets falen Temperaturen dann ënner Null.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5a1bdf04fbf4_A2_KAPITEL_8_Audio189_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Laut der Wiederprévisiounen ass et zäit.<br>- Ass dat richteg oder falsch?<br>- Kraaft un!<br>- Ent.<br>- Muer geet et am Allgemenge gro an naas.<br>- Moies kann am meeschte e bëssen Schnéi falen.<br>- Temperature leie tëschent engem a fënnef Grad.<br>- Nuets falen Temperaturen dann ënner Null.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_02e584950162_A2_KAPITEL_8_Audio190_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Am fréie Moien ass et liicht blésseg mat lokale Schaueren oder Donnerwiederen.<br>- Am Laf vum Dag weist d&#x27;sonne sech awer emmer méi dacks&#44;<br>- an d&#x27;Temperature klamme bis op 16 Grad.<br>- Nuets bréngt eis gréisstendeels stärekloert Wieder.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Bom dia&#44; está difícil com chuvas locais ou trovões.<br>- Ao longo do dia&#44; o sol aparece cada vez mais frequentemente.<br>- e as temperaturas ficam frias até 16 graus.<br>- A noite nos traz principalmente tempo nublado.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Am fréie Moien ass et liicht blésseg mat lokale Schaueren oder Donnerwiederen.<br>- Am Laf vum Dag weist d&#x27;sonne sech awer emmer méi dacks&#44;<br>- an d&#x27;Temperature klamme bis op 16 Grad.<br>- Nuets bréngt eis gréisstendeels stärekloert Wieder.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_02e584950162_A2_KAPITEL_8_Audio190_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Bom dia&#44; está difícil com chuvas locais ou trovões.<br>- Ao longo do dia&#44; o sol aparece cada vez mais frequentemente.<br>- e as temperaturas ficam frias até 16 graus.<br>- A noite nos traz principalmente tempo nublado.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_aee9d34d0312_A2_KAPITEL_8_Audio191_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Dräi.<br>- En Dënschdeg ass et wierselhaft an et ass mat Reeschauere ze rechnen.<br>- Dagsiwwer gi maximal véierzéng Grad erreecht.<br>- Owes an an der Nuecht bleift et gréisstendeels drëschen.<br>- Temperature leie bei ronn zéng Grad an et bléist e staarke Südwestwand.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Três.<br>- Na terça-feira está tempestuoso e é para calcular com pluviômetro.<br>- Durante o dia atinge no máximo quatorze graus.<br>- À noite e durante a madrugada permanece na maior parte seca.<br>- A temperatura fica em torno de dez graus e sopra um forte vento sudoeste.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Dräi.<br>- En Dënschdeg ass et wierselhaft an et ass mat Reeschauere ze rechnen.<br>- Dagsiwwer gi maximal véierzéng Grad erreecht.<br>- Owes an an der Nuecht bleift et gréisstendeels drëschen.<br>- Temperature leie bei ronn zéng Grad an et bléist e staarke Südwestwand.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_aee9d34d0312_A2_KAPITEL_8_Audio191_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Três.<br>- Na terça-feira está tempestuoso e é para calcular com pluviômetro.<br>- Durante o dia atinge no máximo quatorze graus.<br>- À noite e durante a madrugada permanece na maior parte seca.<br>- A temperatura fica em torno de dez graus e sopra um forte vento sudoeste.</div></div>
