#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_b098fb67c00b_B1_KAPITEL_3_B1_AUDIO_62_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gëschter huet de Pol am Gaart geschafft.<br>- Onglécklecherweis ass hien an en Harespel snotst geroden&#44;<br>- an hien ass esou fiel gepikt ginn&#44;<br>- datt hien huet missen an Spidol goen.<br>- Glisa ass de Moie mam Auto an d&#x27;Staat gefuer.<br>- Hat ass vun engem Hond op der Stroos ofgelenkt ginn<br>- a konnt net mat Zeit bremsen.<br>- E Putter stung am Wee&#44;<br>- an hat ass agerannt.<br>- Weid e Jacques de Moien a seng Stroos ofbeye wolt&#44;<br>- huet jende Vëlosfuerer op der Vëlospiss iwer sinn<br>- an him virfährt gehol.<br>- Dobäi ass de Vëlosfuerer ugestoß ginn&#44;<br>- hien ass op de Burdem gefall<br>- a war&#44; wuel jenne Kasun hat&#44; e puer Minute lang fusisch.<br>- Julie huet e wichdesche Message um Handy kritt.<br>- Hat huet natierlisch op den Handy geguckt<br>- an ass dobäi mam Kapp an d&#x27;Zier gerannt.<br>- Hat huet richtig Stäre gesin<br>- an hat e puer Sekonne lang den Tommel.<br>- De Ross huet engem Kollege gehollef&#44; e Bild opzehänken.<br>- Hien huet Bild ugehalen<br>- an de Kollege huet him mam Hummer op de Fanger geschloen.<br>- De Fanger huet geblut<br>- an et huet immens weh gedoen.<br>- Si sinn allen zwei schwach gefall.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Yesterday the police officer worked in the garden.<br>- Unfortunately he got caught in a harebrained tumble and he was so badly painted that he had to go to the hospital.<br>- Glisa drove the morning with the car into the state.<br>- Hat was distracted by a dog on the street<br>- and could not brake in time.<br>- A pothole stood in the way&#44;<br>- and he crashed.<br>- When a Jacques of the morning in his street wanted to sweep&#44;<br>- he hit a cyclist on the bicycle path<br>- and forced him ahead.<br>- Meanwhile the cyclist was pushed&#44;<br>- he fell on the pavement<br>- and&#44; well&#44; at least it must have hurt for a few minutes.<br>- Julie received a disturbing message on her mobile.<br>- She naturally looked at the mobile<br>- and ran with her head into the edge.<br>- She really saw stars<br>- and for a few seconds touched her thumb.<br>- The boss helped a colleague hang a picture.<br>- He held up the picture<br>- and the colleague hit him with the lobster on the finger.<br>- The finger bled<br>- and it hurt a lot.<br>- They all two fell weakly.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gëschter huet de Pol am Gaart geschafft.<br>- Onglécklecherweis ass hien an en Harespel snotst geroden&#44;<br>- an hien ass esou fiel gepikt ginn&#44;<br>- datt hien huet missen an Spidol goen.<br>- Glisa ass de Moie mam Auto an d&#x27;Staat gefuer.<br>- Hat ass vun engem Hond op der Stroos ofgelenkt ginn<br>- a konnt net mat Zeit bremsen.<br>- E Putter stung am Wee&#44;<br>- an hat ass agerannt.<br>- Weid e Jacques de Moien a seng Stroos ofbeye wolt&#44;<br>- huet jende Vëlosfuerer op der Vëlospiss iwer sinn<br>- an him virfährt gehol.<br>- Dobäi ass de Vëlosfuerer ugestoß ginn&#44;<br>- hien ass op de Burdem gefall<br>- a war&#44; wuel jenne Kasun hat&#44; e puer Minute lang fusisch.<br>- Julie huet e wichdesche Message um Handy kritt.<br>- Hat huet natierlisch op den Handy geguckt<br>- an ass dobäi mam Kapp an d&#x27;Zier gerannt.<br>- Hat huet richtig Stäre gesin<br>- an hat e puer Sekonne lang den Tommel.<br>- De Ross huet engem Kollege gehollef&#44; e Bild opzehänken.<br>- Hien huet Bild ugehalen<br>- an de Kollege huet him mam Hummer op de Fanger geschloen.<br>- De Fanger huet geblut<br>- an et huet immens weh gedoen.<br>- Si sinn allen zwei schwach gefall.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_b098fb67c00b_B1_KAPITEL_3_B1_AUDIO_62_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Yesterday the police officer worked in the garden.<br>- Unfortunately he got caught in a harebrained tumble and he was so badly painted that he had to go to the hospital.<br>- Glisa drove the morning with the car into the state.<br>- Hat was distracted by a dog on the street<br>- and could not brake in time.<br>- A pothole stood in the way&#44;<br>- and he crashed.<br>- When a Jacques of the morning in his street wanted to sweep&#44;<br>- he hit a cyclist on the bicycle path<br>- and forced him ahead.<br>- Meanwhile the cyclist was pushed&#44;<br>- he fell on the pavement<br>- and&#44; well&#44; at least it must have hurt for a few minutes.<br>- Julie received a disturbing message on her mobile.<br>- She naturally looked at the mobile<br>- and ran with her head into the edge.<br>- She really saw stars<br>- and for a few seconds touched her thumb.<br>- The boss helped a colleague hang a picture.<br>- He held up the picture<br>- and the colleague hit him with the lobster on the finger.<br>- The finger bled<br>- and it hurt a lot.<br>- They all two fell weakly.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c870f7d42a9f_B1_KAPITEL_3_B1_AUDIO_63_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Guten Moien&#44; hei ass den Renotzwielef.<br>- Moien&#44; ech muss ganz séier en Dokter hunn. Mäi Mann leit hannert mir&#44; hie gett séier krank.<br>- Bleift lo mol ganz rouisch&#44; Madame. Ech brauch fir d&#x27;éischt e puer Informatiounen. Wou sidd Dir? Ween ass d&#x27;Adress?<br>- Ech sinn doheem bei mir&#44; zu Diddeleng op der Hauptstroß op Nummer 11.<br>- Wësst Dir&#44; wat geschitt ass?<br>- Mä jo&#44; ech giesset net genee. Mir heileie Schiermerle woen&#44; an da hannert sech des Droger.<br>- Also e Mann bei Bewosstsinn&#44; schwätzt hie mat Iech?<br>- Nee&#44; hie ass bewosstlos. Oh mei&#44; hie gett och belegt. Ech muss en entfensterachen soll.<br>- Berouischt Iech&#44; Madame. Ech schécke nescht direkt e Samu an eng Ambulanz. Si sinn an ungefeier 15 Minute do. Kënnt Dir mir nach Ären Numm soen&#44; wann ech gelift?<br>- Mein Numm ass Kap Gloeden.<br>- Gut&#44; Madame Gloeden&#44; ech bleiwe nach e bësse mat iesch um Telefon.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Good morning&#44; this is Renotzwielef.<br>- Hello&#44; I need a doctor very quickly. My husband is behind me&#44; he is getting very sick.<br>- Please stay calm for a moment&#44; madam. I need some information first. Where are you? What is the address?<br>- I am at home with me&#44; in Dudelange on the main street at number 11.<br>- Do you know what happened?<br>- Yes&#44; I did not drink very well. We help Schiermerle where&#44; and then behind six of the drugstore.<br>- So a man with consciousness&#44; is he talking to you?<br>- No&#44; he is unconscious. Oh my&#44; he is also injured. I must inform someone.<br>- Please take care&#44; madam. I will send a Samu and an ambulance right away. They are about 15 minutes away. Can you tell me your name&#44; please?<br>- My name is Kap Gloeden.<br>- Okay&#44; Madame Gloeden&#44; I will stay a little longer with you on the phone.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Guten Moien&#44; hei ass den Renotzwielef.<br>- Moien&#44; ech muss ganz séier en Dokter hunn. Mäi Mann leit hannert mir&#44; hie gett séier krank.<br>- Bleift lo mol ganz rouisch&#44; Madame. Ech brauch fir d&#x27;éischt e puer Informatiounen. Wou sidd Dir? Ween ass d&#x27;Adress?<br>- Ech sinn doheem bei mir&#44; zu Diddeleng op der Hauptstroß op Nummer 11.<br>- Wësst Dir&#44; wat geschitt ass?<br>- Mä jo&#44; ech giesset net genee. Mir heileie Schiermerle woen&#44; an da hannert sech des Droger.<br>- Also e Mann bei Bewosstsinn&#44; schwätzt hie mat Iech?<br>- Nee&#44; hie ass bewosstlos. Oh mei&#44; hie gett och belegt. Ech muss en entfensterachen soll.<br>- Berouischt Iech&#44; Madame. Ech schécke nescht direkt e Samu an eng Ambulanz. Si sinn an ungefeier 15 Minute do. Kënnt Dir mir nach Ären Numm soen&#44; wann ech gelift?<br>- Mein Numm ass Kap Gloeden.<br>- Gut&#44; Madame Gloeden&#44; ech bleiwe nach e bësse mat iesch um Telefon.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c870f7d42a9f_B1_KAPITEL_3_B1_AUDIO_63_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Good morning&#44; this is Renotzwielef.<br>- Hello&#44; I need a doctor very quickly. My husband is behind me&#44; he is getting very sick.<br>- Please stay calm for a moment&#44; madam. I need some information first. Where are you? What is the address?<br>- I am at home with me&#44; in Dudelange on the main street at number 11.<br>- Do you know what happened?<br>- Yes&#44; I did not drink very well. We help Schiermerle where&#44; and then behind six of the drugstore.<br>- So a man with consciousness&#44; is he talking to you?<br>- No&#44; he is unconscious. Oh my&#44; he is also injured. I must inform someone.<br>- Please take care&#44; madam. I will send a Samu and an ambulance right away. They are about 15 minutes away. Can you tell me your name&#44; please?<br>- My name is Kap Gloeden.<br>- Okay&#44; Madame Gloeden&#44; I will stay a little longer with you on the phone.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_0df4ba91ae0d_B1_KAPITEL_3_B1_AUDIO_64_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gudde Moien&#44; häierst en 100 Zwielef.<br>- Moien&#44; ech muss mech fir e Raub entschlëften.<br>- Mäi Mann leit hannendriwwe dem&#44; hie misst Iech kommen.<br>- Bleift lo mol ganz reuesch&#44; Madame.<br>- Ech brächt fetteig de puer Informatiounen.<br>- Wou sidd Dir?<br>- Wéi ans d&#x27;Stadres?</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Good morning&#44; you hear a hundred twelves.<br>- Hello&#44; I must apologize for a theft.<br>- My husband lies behind the wheel&#44; he must come to you.<br>- Stay just a little repentant&#44; madam.<br>- I bring fat the boy information.<br>- Where are you from?<br>- What is the address?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gudde Moien&#44; häierst en 100 Zwielef.<br>- Moien&#44; ech muss mech fir e Raub entschlëften.<br>- Mäi Mann leit hannendriwwe dem&#44; hie misst Iech kommen.<br>- Bleift lo mol ganz reuesch&#44; Madame.<br>- Ech brächt fetteig de puer Informatiounen.<br>- Wou sidd Dir?<br>- Wéi ans d&#x27;Stadres?</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_0df4ba91ae0d_B1_KAPITEL_3_B1_AUDIO_64_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Good morning&#44; you hear a hundred twelves.<br>- Hello&#44; I must apologize for a theft.<br>- My husband lies behind the wheel&#44; he must come to you.<br>- Stay just a little repentant&#44; madam.<br>- I bring fat the boy information.<br>- Where are you from?<br>- What is the address?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_1f4d20292789_B1_KAPITEL_3_B1_AUDIO_64_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech si bal vun engem Domingue.<br>- Si vun Zypern an hu schonn dräi Kanner.<br>- Wat dir wat geschitt ass?</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I am soon from a Domingo.<br>- She is from Cyprus and already has three children.<br>- What you what happened is?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech si bal vun engem Domingue.<br>- Si vun Zypern an hu schonn dräi Kanner.<br>- Wat dir wat geschitt ass?</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_1f4d20292789_B1_KAPITEL_3_B1_AUDIO_64_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I am soon from a Domingo.<br>- She is from Cyprus and already has three children.<br>- What you what happened is?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c5e207c5d0f8_B1_KAPITEL_3_B1_AUDIO_64_003.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Mee jo&#44; ech fille mech net méi.<br>- Mir hunn elo schéibelen Reesen an näischt fir ze schnacken.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Yes&#44; I don&#x27;t feel well anymore.<br>- We have only small trips now and nothing to chat about.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Mee jo&#44; ech fille mech net méi.<br>- Mir hunn elo schéibelen Reesen an näischt fir ze schnacken.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c5e207c5d0f8_B1_KAPITEL_3_B1_AUDIO_64_003.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Yes&#44; I don&#x27;t feel well anymore.<br>- We have only small trips now and nothing to chat about.</div></div>
