#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_1d6f1b060539_A2_KAPITEL_4_Audio66_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech hunn haut en Entretien fir eng nei Plaz.<br>- Dofir doen ech mech extra schick un.<br>- Ech doe mäi neie grousse Tailleur a meng talléik Schong un.<br>- Da maache mir e gudden Androck.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I have an interview today for a new position.<br>- For that I dress up extra smart.<br>- I put on my new big suit and my tall shoes.<br>- That makes a good impression.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech hunn haut en Entretien fir eng nei Plaz.<br>- Dofir doen ech mech extra schick un.<br>- Ech doe mäi neie grousse Tailleur a meng talléik Schong un.<br>- Da maache mir e gudden Androck.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_1d6f1b060539_A2_KAPITEL_4_Audio66_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I have an interview today for a new position.<br>- For that I dress up extra smart.<br>- I put on my new big suit and my tall shoes.<br>- That makes a good impression.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c3ccf813b5d0_A2_KAPITEL_4_Audio66_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Fir ze schaffen&#44; doen ech all Dag meng blo Salopett un.<br>- En alen Hiem&#44; an e Pullover.<br>- An heiansdo och eng Jackett&#44; wann et méi kal ass.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- To work&#44; I wear my blue salopette all day.<br>- A plain shirt&#44; and a sweater.<br>- And sometimes also a jacket&#44; when it is colder.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Fir ze schaffen&#44; doen ech all Dag meng blo Salopett un.<br>- En alen Hiem&#44; an e Pullover.<br>- An heiansdo och eng Jackett&#44; wann et méi kal ass.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c3ccf813b5d0_A2_KAPITEL_4_Audio66_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- To work&#44; I wear my blue salopette all day.<br>- A plain shirt&#44; and a sweater.<br>- And sometimes also a jacket&#44; when it is colder.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8a035efe54cf_A2_KAPITEL_4_Audio66_003.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech verkafen exotesch Uebst am Supermarché.<br>- Mee ech doe mäin traditionellt afrikanescht Kleed och un&#44; wann mir eng Familljefeier hunn.<br>- Mir kleden eis gär ganz faarweg.<br>- Et ass eng Konscht&#44; déi de Foulard um Kapp ze bannen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I sell exotic fruit at the supermarket.<br>- But I also wear my traditional African dress when we have a family celebration.<br>- We like to dress ourselves in all colors.<br>- It is an art&#44; to tie the scarf around the head.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech verkafen exotesch Uebst am Supermarché.<br>- Mee ech doe mäin traditionellt afrikanescht Kleed och un&#44; wann mir eng Familljefeier hunn.<br>- Mir kleden eis gär ganz faarweg.<br>- Et ass eng Konscht&#44; déi de Foulard um Kapp ze bannen.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8a035efe54cf_A2_KAPITEL_4_Audio66_003.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I sell exotic fruit at the supermarket.<br>- But I also wear my traditional African dress when we have a family celebration.<br>- We like to dress ourselves in all colors.<br>- It is an art&#44; to tie the scarf around the head.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_849939eb50e8_A2_KAPITEL_4_Audio66_004.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Haut kréien ech mäin Diplom an der Chambre de Commerce.<br>- Dada ass eng gutt Geleeënheet&#44; fir mol e Kostüm mat Krawatt unzedoen.<br>- Et gët de Moien Zäit&#44; fir e bëssen Sport ze maachen.<br>- Dat mëcht vill Spaass.<br>- Ech stuer mäin neien Outfit un: Top&#44; Joggingbox&#44; a meng super bequem Nei Turnschlappen.<br>- Kanne sches awer Party goen.<br>- En hier mann eng Jeansbox as hunn net esou schick&#44;<br>- mee ech hu keng Loscht op vill Fifi.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Today I will receive my diploma at the Chamber of Commerce.<br>- Dada is a good opportunity to dress up once with a suit and tie.<br>- It is a good time in the morning to do a little sport.<br>- It is a lot of fun.<br>- I am styling my new outfit: top&#44; jogging pants&#44; and my super comfortable new sneakers.<br>- I can go out&#44; but party.<br>- One here man a jeans box have not so chic&#44;<br>- but I do not feel like a lot of fuss.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Haut kréien ech mäin Diplom an der Chambre de Commerce.<br>- Dada ass eng gutt Geleeënheet&#44; fir mol e Kostüm mat Krawatt unzedoen.<br>- Et gët de Moien Zäit&#44; fir e bëssen Sport ze maachen.<br>- Dat mëcht vill Spaass.<br>- Ech stuer mäin neien Outfit un: Top&#44; Joggingbox&#44; a meng super bequem Nei Turnschlappen.<br>- Kanne sches awer Party goen.<br>- En hier mann eng Jeansbox as hunn net esou schick&#44;<br>- mee ech hu keng Loscht op vill Fifi.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_849939eb50e8_A2_KAPITEL_4_Audio66_004.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Today I will receive my diploma at the Chamber of Commerce.<br>- Dada is a good opportunity to dress up once with a suit and tie.<br>- It is a good time in the morning to do a little sport.<br>- It is a lot of fun.<br>- I am styling my new outfit: top&#44; jogging pants&#44; and my super comfortable new sneakers.<br>- I can go out&#44; but party.<br>- One here man a jeans box have not so chic&#44;<br>- but I do not feel like a lot of fuss.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_ecd92bd31463_A2_KAPITEL_4_Audio66_005.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi flott ass elo d&#x27;Wasserakaj.<br>- Gradatrieftischt fir an der Vakanz bei 30 Grad!<br>- E Jockette brauch ech haut bestëmmt net!</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- How beautiful is the water sparkle now.<br>- Gradatrieftischt fir an der Vakanz bei 30 Grad! 0<br>- I definitely don&#x27;t need a jockette today.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi flott ass elo d&#x27;Wasserakaj.<br>- Gradatrieftischt fir an der Vakanz bei 30 Grad!<br>- E Jockette brauch ech haut bestëmmt net!</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_ecd92bd31463_A2_KAPITEL_4_Audio66_005.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- How beautiful is the water sparkle now.<br>- Gradatrieftischt fir an der Vakanz bei 30 Grad! 0<br>- I definitely don&#x27;t need a jockette today.</div></div>
