#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5ea3539dc999_A2_KAPITEL_5_Audio100_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Salut&#44; wei war dei Wiegennt?<br>- Ech war de ganze Wiegennt krank.<br>- Oh mei&#44; wat has du dann?<br>- Ech mengen&#44; ech hat Gripp.<br>- Seriö? An elo&#44; as et schon rem besser?<br>- Jo&#44; aschon rem bessen de Schnapp&#44; mee et giet scho viel besser. A wie war dei Wiegennt?<br>- Ganz relax. E Samschdeg de Mettes&#44; sinn ech bei mengem Tatair iesse gangen&#44; an owes war ech mat menger Frëndin am Kino. An e Sonnden&#44; sinn ech mat mengem Hond aus dem Asyl spazere gangen.<br>- Aso&#44; mescht du dat oft?<br>- Jo jo&#44; ech ginn regelméisseg an Deieren Asyl. Ech sinn ganz frou mat Muppen&#44; mee ech hu scho keng Zäit a keng Plaz&#44; fir en doheem ze hunn. Dofir ginn ech mat den Hënn aus dem Deieren Asyl spazere.<br>- Dat fannen ech super.<br>- Mojen&#44; wéi geet et?<br>- Tip top. Ech war de ganze Wiegennt fort&#44; an et war immens.<br>- Ah cool&#44; wou was du dann?<br>- Am Italien. Ech hu vill vun der Uni besicht.<br>- Oh wéi flott&#44; wéi laang hu mer eis net gesinn?<br>- Oh&#44; ongeféier 10 Joer. A wéi war dei Wiegennt?<br>- Stressesch. Sonja war de Wiegennt fort&#44; an ech war eleng mat de Kanner. An ech hat och nach vill Aarbecht.<br>- Oh&#44; hues du de Wiegennt geschafft?<br>- Jo&#44; ech hu 5 Tonnen an en Rapport fir den Direkter geschriwwen.<br>- Wirklech?<br>- Jo&#44; ech hat dëse Wiegennt wierklech keng Zäit fir ze entspanen.<br>- Dat ass schued.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá&#44; qual foi o teu fim de semana?<br>- Eu passei o fim de semana inteiro doente.<br>- Oh meu&#44; o que você tem então?<br>- Acho que tenho gripe.<br>- Sério? E então&#44; já está melhor?<br>- Sim&#44; já está melhor um pouco&#44; mas já está indo bem melhor. E como foi teu fim de semana?<br>- Totalmente relaxado. No sábado à tarde&#44; fui comer com meu pai&#44; e à noite estava com minha namorada no cinema. E no domingo&#44; fui passear com meu cachorro no abrigo de animais.<br>- Ah&#44; você faz isso com frequência?<br>- Sim&#44; sim&#44; eu vou regularmente ao abrigo de animais. Eu sou bem apaixonado por cães&#44; mas não tenho tempo nem espaço para ter um em casa. Por isso vou passear com os cães do abrigo.<br>- Acho isso ótimo.<br>- Bom dia&#44; como vai?<br>- Tudo ótimo. Passei o fim de semana inteiro fora&#44; foi enorme.<br>- Ah legal&#44; onde você foi?<br>- Na Itália. Visitei muito da universidade.<br>- Oh que legal&#44; há quanto tempo não nos víamos?<br>- Mais ou menos 10 anos. E como foi teu fim de semana?<br>- Estressante. Sonja passou o fim de semana fora&#44; e eu fiquei sozinho com as crianças. E eu ainda tinha muito trabalho.<br>- Oh&#44; você terminou o fim de semana?<br>- Sim&#44; eu escrevi 5 toneladas em um relatório para o diretor.<br>- Sério?<br>- Sim&#44; esse fim de semana foi realmente sem tempo para descansar.<br>- Isso é triste.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Salut&#44; wei war dei Wiegennt?<br>- Ech war de ganze Wiegennt krank.<br>- Oh mei&#44; wat has du dann?<br>- Ech mengen&#44; ech hat Gripp.<br>- Seriö? An elo&#44; as et schon rem besser?<br>- Jo&#44; aschon rem bessen de Schnapp&#44; mee et giet scho viel besser. A wie war dei Wiegennt?<br>- Ganz relax. E Samschdeg de Mettes&#44; sinn ech bei mengem Tatair iesse gangen&#44; an owes war ech mat menger Frëndin am Kino. An e Sonnden&#44; sinn ech mat mengem Hond aus dem Asyl spazere gangen.<br>- Aso&#44; mescht du dat oft?<br>- Jo jo&#44; ech ginn regelméisseg an Deieren Asyl. Ech sinn ganz frou mat Muppen&#44; mee ech hu scho keng Zäit a keng Plaz&#44; fir en doheem ze hunn. Dofir ginn ech mat den Hënn aus dem Deieren Asyl spazere.<br>- Dat fannen ech super.<br>- Mojen&#44; wéi geet et?<br>- Tip top. Ech war de ganze Wiegennt fort&#44; an et war immens.<br>- Ah cool&#44; wou was du dann?<br>- Am Italien. Ech hu vill vun der Uni besicht.<br>- Oh wéi flott&#44; wéi laang hu mer eis net gesinn?<br>- Oh&#44; ongeféier 10 Joer. A wéi war dei Wiegennt?<br>- Stressesch. Sonja war de Wiegennt fort&#44; an ech war eleng mat de Kanner. An ech hat och nach vill Aarbecht.<br>- Oh&#44; hues du de Wiegennt geschafft?<br>- Jo&#44; ech hu 5 Tonnen an en Rapport fir den Direkter geschriwwen.<br>- Wirklech?<br>- Jo&#44; ech hat dëse Wiegennt wierklech keng Zäit fir ze entspanen.<br>- Dat ass schued.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5ea3539dc999_A2_KAPITEL_5_Audio100_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá&#44; qual foi o teu fim de semana?<br>- Eu passei o fim de semana inteiro doente.<br>- Oh meu&#44; o que você tem então?<br>- Acho que tenho gripe.<br>- Sério? E então&#44; já está melhor?<br>- Sim&#44; já está melhor um pouco&#44; mas já está indo bem melhor. E como foi teu fim de semana?<br>- Totalmente relaxado. No sábado à tarde&#44; fui comer com meu pai&#44; e à noite estava com minha namorada no cinema. E no domingo&#44; fui passear com meu cachorro no abrigo de animais.<br>- Ah&#44; você faz isso com frequência?<br>- Sim&#44; sim&#44; eu vou regularmente ao abrigo de animais. Eu sou bem apaixonado por cães&#44; mas não tenho tempo nem espaço para ter um em casa. Por isso vou passear com os cães do abrigo.<br>- Acho isso ótimo.<br>- Bom dia&#44; como vai?<br>- Tudo ótimo. Passei o fim de semana inteiro fora&#44; foi enorme.<br>- Ah legal&#44; onde você foi?<br>- Na Itália. Visitei muito da universidade.<br>- Oh que legal&#44; há quanto tempo não nos víamos?<br>- Mais ou menos 10 anos. E como foi teu fim de semana?<br>- Estressante. Sonja passou o fim de semana fora&#44; e eu fiquei sozinho com as crianças. E eu ainda tinha muito trabalho.<br>- Oh&#44; você terminou o fim de semana?<br>- Sim&#44; eu escrevi 5 toneladas em um relatório para o diretor.<br>- Sério?<br>- Sim&#44; esse fim de semana foi realmente sem tempo para descansar.<br>- Isso é triste.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8fb3f5a3819f_A2_KAPITEL_5_Audio101_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Salut&#44; wéi war däi Weekend?</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá&#44; como foi seu fim de semana?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Salut&#44; wéi war däi Weekend?</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_8fb3f5a3819f_A2_KAPITEL_5_Audio101_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá&#44; como foi seu fim de semana?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_cc40dbcaeb99_A2_KAPITEL_5_Audio101_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech war de ganze Weekend krank.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ich estou?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech war de ganze Weekend krank.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_cc40dbcaeb99_A2_KAPITEL_5_Audio101_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ich estou?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_7b18a99b9063_A2_KAPITEL_5_Audio101_003.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Oh mei&#44; wat hues du dann?</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Oh mei&#44; wat hues du dann?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Oh mei&#44; wat hues du dann?</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_7b18a99b9063_A2_KAPITEL_5_Audio101_003.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Oh mei&#44; wat hues du dann?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_6be974b43b4d_A2_KAPITEL_5_Audio101_004.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech mengen&#44; ech hunn Gripp.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Acho que estou com gripe.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech mengen&#44; ech hunn Gripp.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_6be974b43b4d_A2_KAPITEL_5_Audio101_004.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Acho que estou com gripe.</div></div>
