#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_af47434e4910_A2_KAPITEL_7_Audio137_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gesondheet ass e wichtegt Thema fir mech.<br>- Ech muss um Terrain ëmmer an Topform sinn.<br>- Ech maache fënnefmol d&#x27;Woch Fitness&#44; ginn all Moien joggen an da kënnt natierlech nach den Training dobäi.<br>- Ech passe ganz genuch&#44; wat ech iessen&#44; fir sou vill wéi méiglech Energie ze hunn a kee Fett unzesetzen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá<br>- Bom dia<br>- Qual é o seu nome?<br>- Meu nome é<br>- E você?<br>- E você?<br>- De onde você vem?<br>- Da Suíça<br>- Você é suíço?<br>- Você é francês?<br>- Eu venho da França<br>- Eu venho de<br>- eu falo<br>- um pouco<br>- não falo francês<br>- Que língua você fala?<br>- duas línguas<br>- também<br>- Não<br>- bandeiras<br>- desenhar<br>- por favor</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Gesondheet ass e wichtegt Thema fir mech.<br>- Ech muss um Terrain ëmmer an Topform sinn.<br>- Ech maache fënnefmol d&#x27;Woch Fitness&#44; ginn all Moien joggen an da kënnt natierlech nach den Training dobäi.<br>- Ech passe ganz genuch&#44; wat ech iessen&#44; fir sou vill wéi méiglech Energie ze hunn a kee Fett unzesetzen.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_af47434e4910_A2_KAPITEL_7_Audio137_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá<br>- Bom dia<br>- Qual é o seu nome?<br>- Meu nome é<br>- E você?<br>- E você?<br>- De onde você vem?<br>- Da Suíça<br>- Você é suíço?<br>- Você é francês?<br>- Eu venho da França<br>- Eu venho de<br>- eu falo<br>- um pouco<br>- não falo francês<br>- Que língua você fala?<br>- duas línguas<br>- também<br>- Não<br>- bandeiras<br>- desenhar<br>- por favor</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_9bcd427f9811_A2_KAPITEL_7_Audio138_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech maache mer Suergen ëm meng Gesondheet.<br>- Ech si net méi déi Jéngst an ech si nach net méi gutt ze Fouss.<br>- Ech mussen all Dag op d&#x27;mannst véiermol mäi Bluttdrock moossen.<br>- An ech ginn och véiermol an der Woch bei mäin Hausdokter fir mech ënnersichen ze loossen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Eu me preocupo com a minha saúde.<br>- Eu não sou mais o mais jovem e ainda não estou bem de pé.<br>- Eu preciso medir minha pressão arterial pelo menos quatro vezes por dia.<br>- E eu também vou quatro vezes por semana ao meu médico de família para me submeter a exames.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech maache mer Suergen ëm meng Gesondheet.<br>- Ech si net méi déi Jéngst an ech si nach net méi gutt ze Fouss.<br>- Ech mussen all Dag op d&#x27;mannst véiermol mäi Bluttdrock moossen.<br>- An ech ginn och véiermol an der Woch bei mäin Hausdokter fir mech ënnersichen ze loossen.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_9bcd427f9811_A2_KAPITEL_7_Audio138_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Eu me preocupo com a minha saúde.<br>- Eu não sou mais o mais jovem e ainda não estou bem de pé.<br>- Eu preciso medir minha pressão arterial pelo menos quatro vezes por dia.<br>- E eu também vou quatro vezes por semana ao meu médico de família para me submeter a exames.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_6cdc01949fc4_A2_KAPITEL_7_Audio139_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Mir ginn mam Auto bei de Schouldokter.<br>- Dat fënnt guer net gären.<br>- Mir musse Pipi maachen.<br>- An den Dokter kuckt an d&#x27;Ouer an an den Hals.<br>- Mir musse och ganz grouss a ganz kleng Buschtawel liesen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Nós vamos com o carro ao consultório do médico.<br>- Isso não é muito agradável.<br>- Precisamos fazer xixi.<br>- O médico olhe para o ouvido e para a garganta.<br>- Também precisamos ler letras grandes e pequenas cuidadosamente.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Mir ginn mam Auto bei de Schouldokter.<br>- Dat fënnt guer net gären.<br>- Mir musse Pipi maachen.<br>- An den Dokter kuckt an d&#x27;Ouer an an den Hals.<br>- Mir musse och ganz grouss a ganz kleng Buschtawel liesen.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_6cdc01949fc4_A2_KAPITEL_7_Audio139_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Nós vamos com o carro ao consultório do médico.<br>- Isso não é muito agradável.<br>- Precisamos fazer xixi.<br>- O médico olhe para o ouvido e para a garganta.<br>- Também precisamos ler letras grandes e pequenas cuidadosamente.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_bd85c15df444_A2_KAPITEL_7_Audio140_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Meng Frëndin fillt sech ze deck.<br>- Hatt huet vill am Internet recherchéiert&#44; fir ze kucken&#44; wéi et am beschten ofhuele kann.<br>- Hatt huet verprobéiert&#44; de ganzen Dag näischt ze iessen.<br>- Mee dat war eng eenzeg Katastroph.<br>- Hatt ass lescht Woch an der Schoul schwéier gefall.<br>- An hatt ass Franséischprof.<br>- Hatt huet d&#x27;Ambulanz geruff.<br>- Ech fannen hatt net ze deck.<br>- Ech hunn him dat schonn e puer Mol gesot.<br>- Mee hatt gleeft mer net.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Minha amiga está se cobrindo.<br>- Ela pesquisou muito na internet para ver como pode se esconder melhor.<br>- Ela tentou não comer nada o dia todo.<br>- Mas isso foi uma única catástrofe.<br>- Ela caiu forte na escola na semana passada.<br>- E ela é professora de francês.<br>- Ela ligou para a ambulância.<br>- Eu não acho que ela está se cobrindo.<br>- Eu já disse isso a ele algumas vezes.<br>- Mas ela não me acredita.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Meng Frëndin fillt sech ze deck.<br>- Hatt huet vill am Internet recherchéiert&#44; fir ze kucken&#44; wéi et am beschten ofhuele kann.<br>- Hatt huet verprobéiert&#44; de ganzen Dag näischt ze iessen.<br>- Mee dat war eng eenzeg Katastroph.<br>- Hatt ass lescht Woch an der Schoul schwéier gefall.<br>- An hatt ass Franséischprof.<br>- Hatt huet d&#x27;Ambulanz geruff.<br>- Ech fannen hatt net ze deck.<br>- Ech hunn him dat schonn e puer Mol gesot.<br>- Mee hatt gleeft mer net.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_bd85c15df444_A2_KAPITEL_7_Audio140_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Minha amiga está se cobrindo.<br>- Ela pesquisou muito na internet para ver como pode se esconder melhor.<br>- Ela tentou não comer nada o dia todo.<br>- Mas isso foi uma única catástrofe.<br>- Ela caiu forte na escola na semana passada.<br>- E ela é professora de francês.<br>- Ela ligou para a ambulância.<br>- Eu não acho que ela está se cobrindo.<br>- Eu já disse isso a ele algumas vezes.<br>- Mas ela não me acredita.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_b4d86109e4a3_A2_KAPITEL_7_Audio141_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Dech schwätzen net gär.<br>- Mir erschäissen Dokteren.<br>- Si maachen mech nervös.<br>- An ech kréien heiansdo eng Panikattack&#44; wann ech an enger Klinik oder enger Praxis sinn.<br>- Ech muss mech oft forceren&#44; an Blutunalyse ze goen.<br>- Ech drénken de Kaffi ëmmer frësch&#44; wann et esou wäit ass.<br>- Ech erzielen dat léiwer net weider.<br>- Si smécht nach een de Gack mat mir.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Você não gosta de conversar comigo.<br>- Nós assustamos médicos.<br>- Eles me deixam nervoso.<br>- E eu tenho às vezes um ataque de pânico quando estou em uma clínica ou consultório.<br>- Eu às vezes tenho que me forçar a fazer exames de sangue.<br>- Eu sempre bebo o café fresco quando ainda está por vir.<br>- Eu prefiro não contar mais.<br>- Ela ainda faz de olho comigo.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Dech schwätzen net gär.<br>- Mir erschäissen Dokteren.<br>- Si maachen mech nervös.<br>- An ech kréien heiansdo eng Panikattack&#44; wann ech an enger Klinik oder enger Praxis sinn.<br>- Ech muss mech oft forceren&#44; an Blutunalyse ze goen.<br>- Ech drénken de Kaffi ëmmer frësch&#44; wann et esou wäit ass.<br>- Ech erzielen dat léiwer net weider.<br>- Si smécht nach een de Gack mat mir.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_b4d86109e4a3_A2_KAPITEL_7_Audio141_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Você não gosta de conversar comigo.<br>- Nós assustamos médicos.<br>- Eles me deixam nervoso.<br>- E eu tenho às vezes um ataque de pânico quando estou em uma clínica ou consultório.<br>- Eu às vezes tenho que me forçar a fazer exames de sangue.<br>- Eu sempre bebo o café fresco quando ainda está por vir.<br>- Eu prefiro não contar mais.<br>- Ela ainda faz de olho comigo.</div></div>
