#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5164c348b86c_B1_KAPITEL_2_B1_AUDIO_18_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech si net Kinoskeck.<br>- Wann ech rauskin&#44; dann am léifsten an de Kino.<br>- Mä frënn&#44; ech woch heinsto e Läng.<br>- Dat ass de Plaatzt um Kino.<br>- Et brauch ee keen fir matzegoen.<br>- Et ass super&#44; datt Filmer hei all an der Originalversioun lafen.<br>- Ech kucken alles&#44; vun Actionfilmer bis romantesch Liebesfilmer.<br>- Och Filmer an 3D kucken ech gär.<br>- Schlussde Brüll gëtt mer se op Nerven.<br>- Wat mech awer am Kino steiert&#44; ass&#44; datt Leit do heinsto mengen&#44; si wären an engem Restaurant.<br>- Popcorn oder Schipp jässe mecht ziemlech viel Kamedie&#44;<br>- an dat nervt.<br>- An nerser dem&#44; riecht et net gutt.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I am not a cinema snob.<br>- When I go out&#44; I prefer the cinema.<br>- But friend&#44; I sometimes get a long wait.<br>- That is the place at the cinema.<br>- It does not take anyone to join me.<br>- It is great that films here run all in their original version.<br>- I watch everything&#44; from action films to romantic love stories.<br>- I also like watching films in 3D.<br>- The loudest noise is getting on my nerves.<br>- What&#44; however&#44; annoys me at the cinema&#44; is that people there think they are in a restaurant.<br>- Popcorn or chips eating makes quite a mess&#44;<br>- and that is annoying.<br>- And besides&#44; it does not smell good.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech si net Kinoskeck.<br>- Wann ech rauskin&#44; dann am léifsten an de Kino.<br>- Mä frënn&#44; ech woch heinsto e Läng.<br>- Dat ass de Plaatzt um Kino.<br>- Et brauch ee keen fir matzegoen.<br>- Et ass super&#44; datt Filmer hei all an der Originalversioun lafen.<br>- Ech kucken alles&#44; vun Actionfilmer bis romantesch Liebesfilmer.<br>- Och Filmer an 3D kucken ech gär.<br>- Schlussde Brüll gëtt mer se op Nerven.<br>- Wat mech awer am Kino steiert&#44; ass&#44; datt Leit do heinsto mengen&#44; si wären an engem Restaurant.<br>- Popcorn oder Schipp jässe mecht ziemlech viel Kamedie&#44;<br>- an dat nervt.<br>- An nerser dem&#44; riecht et net gutt.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_5164c348b86c_B1_KAPITEL_2_B1_AUDIO_18_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I am not a cinema snob.<br>- When I go out&#44; I prefer the cinema.<br>- But friend&#44; I sometimes get a long wait.<br>- That is the place at the cinema.<br>- It does not take anyone to join me.<br>- It is great that films here run all in their original version.<br>- I watch everything&#44; from action films to romantic love stories.<br>- I also like watching films in 3D.<br>- The loudest noise is getting on my nerves.<br>- What&#44; however&#44; annoys me at the cinema&#44; is that people there think they are in a restaurant.<br>- Popcorn or chips eating makes quite a mess&#44;<br>- and that is annoying.<br>- And besides&#44; it does not smell good.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_124aede23850_B1_KAPITEL_2_B1_AUDIO_19_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech hunn en Abonnement fir an den Theater.<br>- Ech hunn de Programm selwer zesummegestallt&#44; an dofir ass en immens variéiert.<br>- Vu klenge Produktiounen&#44; iwwert Operen bis zum Ballet&#44; ech hunn alles gären.<br>- Präisser&#44; zemol sou en Abonnement&#44; sinn och zimlech sozial&#44; an de Virdel ass&#44; datt een ëmmer eng gutt Plaz huet.<br>- Leider muss ech dacks eleng goen.<br>- Mäi Frënd huet keen Abonnement a kritt net ëmmer eng Plaz.<br>- Wann e Steg an der Woch um Programm ass&#44; ass et natierlech och heiansdo ustrengend&#44; no engem laangen Aarbechtsdag nach iwwert dräi Stonnen am Theater ze sëtzen a moies nees fréi opzestoen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I have a subscription for the theater.<br>- I put together the program myself&#44; and therefore it is immensely varied.<br>- From small productions to operas to ballet&#44; I like everything.<br>- Prices&#44; especially such a subscription&#44; are also quite social&#44; and the advantage is that you always have a good seat.<br>- Unfortunately&#44; I often have to go alone.<br>- My friend does not have a subscription and does not always get a seat.<br>- If there is a show in the week on the program&#44; it is naturally sometimes exhausting to sit in the theater for more than three hours after a long day of work and get up early again in the morning.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech hunn en Abonnement fir an den Theater.<br>- Ech hunn de Programm selwer zesummegestallt&#44; an dofir ass en immens variéiert.<br>- Vu klenge Produktiounen&#44; iwwert Operen bis zum Ballet&#44; ech hunn alles gären.<br>- Präisser&#44; zemol sou en Abonnement&#44; sinn och zimlech sozial&#44; an de Virdel ass&#44; datt een ëmmer eng gutt Plaz huet.<br>- Leider muss ech dacks eleng goen.<br>- Mäi Frënd huet keen Abonnement a kritt net ëmmer eng Plaz.<br>- Wann e Steg an der Woch um Programm ass&#44; ass et natierlech och heiansdo ustrengend&#44; no engem laangen Aarbechtsdag nach iwwert dräi Stonnen am Theater ze sëtzen a moies nees fréi opzestoen.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_124aede23850_B1_KAPITEL_2_B1_AUDIO_19_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I have a subscription for the theater.<br>- I put together the program myself&#44; and therefore it is immensely varied.<br>- From small productions to operas to ballet&#44; I like everything.<br>- Prices&#44; especially such a subscription&#44; are also quite social&#44; and the advantage is that you always have a good seat.<br>- Unfortunately&#44; I often have to go alone.<br>- My friend does not have a subscription and does not always get a seat.<br>- If there is a show in the week on the program&#44; it is naturally sometimes exhausting to sit in the theater for more than three hours after a long day of work and get up early again in the morning.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_b2a2df070275_B1_KAPITEL_2_B1_AUDIO_20_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Drei.<br>- Wann de mëschte Weekend ass&#44; da fanne mech a mengem Stammwischtro.<br>- Haut treffen ech meng Frënn.<br>- Mir lauschtere gutt Musek an heians du kucke mer och Fusbalsmetcher&#44; mechstens internationaler&#44; wie Champions League an EM oder WM-Matcher.<br>- De Café ass mengt spätdoheem&#44; et ass ëm renglas.<br>- Heians du geede do och Karaoke oder Salsaowenter.<br>- Mir mechdeet näischt aus&#44; wann et iwwerfällt ass&#44; mee heians du geede de Bësse heishe&#44; well de Heitze viel gedronke&#44; mee da geheert wolle dat so.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Three.<br>- When the weekend comes&#44; I join my tribal council.<br>- Today I meet my friends.<br>- We listen to good music and at the same time you also look at footballers&#44; at least internationally&#44; like Champions League and EM or WM matches.<br>- The cafe is my late home&#44; it is about clean glass.<br>- Also you go there karaoke or Salsa organizers.<br>- We do nothing about it&#44; when it is overwhelmed&#44; but also you go to the little hot&#44; because the heat drinks a lot&#44; but they want this so.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Drei.<br>- Wann de mëschte Weekend ass&#44; da fanne mech a mengem Stammwischtro.<br>- Haut treffen ech meng Frënn.<br>- Mir lauschtere gutt Musek an heians du kucke mer och Fusbalsmetcher&#44; mechstens internationaler&#44; wie Champions League an EM oder WM-Matcher.<br>- De Café ass mengt spätdoheem&#44; et ass ëm renglas.<br>- Heians du geede do och Karaoke oder Salsaowenter.<br>- Mir mechdeet näischt aus&#44; wann et iwwerfällt ass&#44; mee heians du geede de Bësse heishe&#44; well de Heitze viel gedronke&#44; mee da geheert wolle dat so.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_b2a2df070275_B1_KAPITEL_2_B1_AUDIO_20_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Three.<br>- When the weekend comes&#44; I join my tribal council.<br>- Today I meet my friends.<br>- We listen to good music and at the same time you also look at footballers&#44; at least internationally&#44; like Champions League and EM or WM matches.<br>- The cafe is my late home&#44; it is about clean glass.<br>- Also you go there karaoke or Salsa organizers.<br>- We do nothing about it&#44; when it is overwhelmed&#44; but also you go to the little hot&#44; because the heat drinks a lot&#44; but they want this so.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_132ab17a2e4b_B1_KAPITEL_2_B1_AUDIO_21_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Feier!<br>- No enger langer Schaffwoch kënne Fräides oder Samschdes Owes d&#x27;Sonskier mam menger Mamm an der Restaurant iessen.<br>- Natierlech kënne mer dat net all Woch gemaachen&#44; et gëtt ze deier.<br>- Mee vun Zäit zu Zäit ass dat eng flott Ofwiesslung.<br>- Mir probéieren&#44; dat eppes Neies aus&#44; oft kënne mir Frënn mat&#44;<br>- an dat ass richteg gemittlech.<br>- A verschiddene Restoren musse mer allerdéngs mat Zäit reservéieren&#44;<br>- soss fënnt e kee Tisch méi.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello!<br>- After a long work week&#44; Friday or Saturday evening the sonkier with my mother at the restaurant to eat.<br>- Of course we can’t do that every week&#44; it’s too expensive.<br>- But from time to time it’s a nice change.<br>- We try to make something new out of it&#44; often we can bring friends along&#44;<br>- and that is really cozy.<br>- And in various restaurants we must&#44; however&#44; reserve in advance&#44;<br>- otherwise no table will be found.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Feier!<br>- No enger langer Schaffwoch kënne Fräides oder Samschdes Owes d&#x27;Sonskier mam menger Mamm an der Restaurant iessen.<br>- Natierlech kënne mer dat net all Woch gemaachen&#44; et gëtt ze deier.<br>- Mee vun Zäit zu Zäit ass dat eng flott Ofwiesslung.<br>- Mir probéieren&#44; dat eppes Neies aus&#44; oft kënne mir Frënn mat&#44;<br>- an dat ass richteg gemittlech.<br>- A verschiddene Restoren musse mer allerdéngs mat Zäit reservéieren&#44;<br>- soss fënnt e kee Tisch méi.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_132ab17a2e4b_B1_KAPITEL_2_B1_AUDIO_21_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Hello!<br>- After a long work week&#44; Friday or Saturday evening the sonkier with my mother at the restaurant to eat.<br>- Of course we can’t do that every week&#44; it’s too expensive.<br>- But from time to time it’s a nice change.<br>- We try to make something new out of it&#44; often we can bring friends along&#44;<br>- and that is really cozy.<br>- And in various restaurants we must&#44; however&#44; reserve in advance&#44;<br>- otherwise no table will be found.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_587ad2af70d3_B1_KAPITEL_2_B1_AUDIO_22_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Fënnef.<br>- Es gibt nämlich manches an dem Musée.<br>- Och Surfemusee.<br>- Leider hunn Museen owes net emmer lang op.<br>- Mä wann eng Nokthüren wäitnüdem Musée ass&#44; da profiteiren ech.<br>- Es gibt nämlich am nächsten Owes an dem Musée.<br>- Dann ass eng aner Ambiance.<br>- Es gibt och tagsa Galerien.<br>- Do gesäit eu mir oft eppes Neues.<br>- Meng Frënn fann net kommen&#44; dat ech so füll an dem Musée ginn.<br>- Mä fir mech ass dat wéi rausgoen.<br>- Heinst do kann e Jorine variëte matzegoen.<br>- Mä meistens ginn se lang.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Five.<br>- There are indeed many things at the museum.<br>- Oh&#44; the museum is reopened.<br>- Unfortunately&#44; museums don’t stay open for long.<br>- But when a night door is far from the museum&#44; I profit.<br>- There is indeed something at the museum next evening.<br>- Then there is a different ambiance.<br>- There are also galleries.<br>- There you often see me something new.<br>- My friends can’t come&#44; that I go so much to the museum.<br>- But for me it’s like going out.<br>- Tonight there can a Jorine variety accompany.<br>- But most of the time they go long.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Fënnef.<br>- Es gibt nämlich manches an dem Musée.<br>- Och Surfemusee.<br>- Leider hunn Museen owes net emmer lang op.<br>- Mä wann eng Nokthüren wäitnüdem Musée ass&#44; da profiteiren ech.<br>- Es gibt nämlich am nächsten Owes an dem Musée.<br>- Dann ass eng aner Ambiance.<br>- Es gibt och tagsa Galerien.<br>- Do gesäit eu mir oft eppes Neues.<br>- Meng Frënn fann net kommen&#44; dat ech so füll an dem Musée ginn.<br>- Mä fir mech ass dat wéi rausgoen.<br>- Heinst do kann e Jorine variëte matzegoen.<br>- Mä meistens ginn se lang.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_587ad2af70d3_B1_KAPITEL_2_B1_AUDIO_22_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Five.<br>- There are indeed many things at the museum.<br>- Oh&#44; the museum is reopened.<br>- Unfortunately&#44; museums don’t stay open for long.<br>- But when a night door is far from the museum&#44; I profit.<br>- There is indeed something at the museum next evening.<br>- Then there is a different ambiance.<br>- There are also galleries.<br>- There you often see me something new.<br>- My friends can’t come&#44; that I go so much to the museum.<br>- But for me it’s like going out.<br>- Tonight there can a Jorine variety accompany.<br>- But most of the time they go long.</div></div>
