#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_31a70f84e7a6_A2_KAPITEL_1_Audio10_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Den Här Weiler geet haut de Mëtteg an d&#x27;Stad.<br>- Wou geet hien?<br>- Lauschtert a numeréiert dräi Folleksfonge Plazen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- O Senhor Weiler vai hoje ao meio-dia para a cidade.<br>- Para onde ele vai?<br>- Ouça e numere três lugares de músicas folclóricas.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Den Här Weiler geet haut de Mëtteg an d&#x27;Stad.<br>- Wou geet hien?<br>- Lauschtert a numeréiert dräi Folleksfonge Plazen.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_31a70f84e7a6_A2_KAPITEL_1_Audio10_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- O Senhor Weiler vai hoje ao meio-dia para a cidade.<br>- Para onde ele vai?<br>- Ouça e numere três lugares de músicas folclóricas.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_0fbe24f1a9fb_A2_KAPITEL_1_Audio10_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- So&#44; hei ass mäi Programm fir de Mettesch.<br>- Ech fuere lo an d&#x27;Stad&#44; da ginn ech direkt op de Biergercenter&#44; meng nei Carte d&#x27;Identitéit sichen.<br>- Ech muss och nach an d&#x27;Apdikt&#44; Sue op hiewen a bei de Coiffeur.<br>- Ech gi virdéischt op de Bankomat&#44; dann hunn ech mol rëm Sue an der Täsch.<br>- Duerno ginn ech meng Medikamenter an d&#x27;Apdikt sichen an da ginn ech mir eng Zeitung kafen&#44; fir mech beim Coiffeur net ze langweilen.<br>- Um véier Auer hunn ech do RDV.<br>- Ech mengen&#44; fir an d&#x27;Bibliothéik bleift keng Zäit méi.<br>- Dat ass net schlëmm&#44; da maachen ech dat nächst Kéier.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Então&#44; este é o meu programa para hoje.<br>- Vou sair e ir para a cidade&#44; lá vou direto ao centro de atendimento ao cidadão&#44; procurar minha nova Carte d&#x27;Identitéit.<br>- Também tenho que ir à apotheek&#44; levantar dinheiro e no cabeleireiro.<br>- Primeiro vou para o Bankomat&#44; então terei dinheiro na carteira.<br>- Depois vou procurar meus medicamentos na apotheek e lá vou comprar um jornal para não ficar entediado no cabeleireiro.<br>- Às quatro horas tenho uma consulta ali.<br>- Acho que não há tempo para a biblioteca.<br>- Não é ruim&#44; faço isso na próxima vez.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- So&#44; hei ass mäi Programm fir de Mettesch.<br>- Ech fuere lo an d&#x27;Stad&#44; da ginn ech direkt op de Biergercenter&#44; meng nei Carte d&#x27;Identitéit sichen.<br>- Ech muss och nach an d&#x27;Apdikt&#44; Sue op hiewen a bei de Coiffeur.<br>- Ech gi virdéischt op de Bankomat&#44; dann hunn ech mol rëm Sue an der Täsch.<br>- Duerno ginn ech meng Medikamenter an d&#x27;Apdikt sichen an da ginn ech mir eng Zeitung kafen&#44; fir mech beim Coiffeur net ze langweilen.<br>- Um véier Auer hunn ech do RDV.<br>- Ech mengen&#44; fir an d&#x27;Bibliothéik bleift keng Zäit méi.<br>- Dat ass net schlëmm&#44; da maachen ech dat nächst Kéier.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_0fbe24f1a9fb_A2_KAPITEL_1_Audio10_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Então&#44; este é o meu programa para hoje.<br>- Vou sair e ir para a cidade&#44; lá vou direto ao centro de atendimento ao cidadão&#44; procurar minha nova Carte d&#x27;Identitéit.<br>- Também tenho que ir à apotheek&#44; levantar dinheiro e no cabeleireiro.<br>- Primeiro vou para o Bankomat&#44; então terei dinheiro na carteira.<br>- Depois vou procurar meus medicamentos na apotheek e lá vou comprar um jornal para não ficar entediado no cabeleireiro.<br>- Às quatro horas tenho uma consulta ali.<br>- Acho que não há tempo para a biblioteca.<br>- Não é ruim&#44; faço isso na próxima vez.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a60e7a61361b_A2_KAPITEL_1_Audio11_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtert den Dialog awer e puer Mol.<br>- Schafft zu zwee.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ouça o diálogo&#44; mas algumas vezes.<br>- Trabalhe em dupla.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtert den Dialog awer e puer Mol.<br>- Schafft zu zwee.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_a60e7a61361b_A2_KAPITEL_1_Audio11_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ouça o diálogo&#44; mas algumas vezes.<br>- Trabalhe em dupla.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_639eda840877_A2_KAPITEL_1_Audio11_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Moien!<br>- Moien!<br>- Kann ich dir helfen?<br>- Jo&#44; ech wëll dräi Bicher ausléinen.<br>- Jo&#44; e Kaart wann ech gelieft.<br>- Kaart?<br>- Ech hu kee Kaart.<br>- Et sinn haut fir Iech do.<br>- Also&#44; Dir braucht eng Kaart.<br>- Dir kënnt e Formulaire ausfëllen oder mir maachen dat direkt hei am Computer.<br>- Ech hu grad gutt Zäit.<br>- Dat ass flott.<br>- Mäi Numm ass Nadine Mayer.<br>- Eng Adress wann ech gelieft.<br>- 21 Route du Luxembourg&#44; L23&#44; 13 Betelbusch.<br>- Wëllt Dir per E-Mail&#44; per SMS oder per Telefon kontaktéiert ginn?<br>- Per E-Mail.<br>- Dat ass brassers Nadine.Mayer@ptt.lu.<br>- Wëllt Dir op Lëtzebuergesch kontaktéiert ginn?<br>- Jo.<br>- Gut&#44; dat ass alles.<br>- Hei ass eng Kaart an hei sinn d’Bicher.<br>- Merci&#44; op déi nächst Kéier.<br>- Adi.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá!<br>- Olá!<br>- Posso ajudar você?<br>- Sim&#44; eu quero emprestar três livros.<br>- Sim&#44; um cartão quando eu quiser.<br>- Cartão?<br>- Não tenho cartão.<br>- Hoje é para você aí.<br>- Então&#44; você precisa de um cartão.<br>- Você pode preencher um formulário ou eu faço direto aqui no computador.<br>- Eu tenho tempo livre agora.<br>- Isso é ótimo.<br>- Meu nome é Nadine Mayer.<br>- Um endereço quando eu quiser.<br>- 21 Route du Luxembourg&#44; L23&#44; 13 Betelbusch.<br>- Você quer ser contactado por e-mail&#44; por SMS ou por telefone?<br>- Por e-mail.<br>- Isso é Nadine.Mayer@ptt.lu.<br>- Você quer ser contatado em luxemburguês?<br>- Sim.<br>- Ótimo&#44; é tudo.<br>- Aqui está um cartão e aqui estão os livros.<br>- Obrigado&#44; até a próxima.<br>- Adeus.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Moien!<br>- Moien!<br>- Kann ich dir helfen?<br>- Jo&#44; ech wëll dräi Bicher ausléinen.<br>- Jo&#44; e Kaart wann ech gelieft.<br>- Kaart?<br>- Ech hu kee Kaart.<br>- Et sinn haut fir Iech do.<br>- Also&#44; Dir braucht eng Kaart.<br>- Dir kënnt e Formulaire ausfëllen oder mir maachen dat direkt hei am Computer.<br>- Ech hu grad gutt Zäit.<br>- Dat ass flott.<br>- Mäi Numm ass Nadine Mayer.<br>- Eng Adress wann ech gelieft.<br>- 21 Route du Luxembourg&#44; L23&#44; 13 Betelbusch.<br>- Wëllt Dir per E-Mail&#44; per SMS oder per Telefon kontaktéiert ginn?<br>- Per E-Mail.<br>- Dat ass brassers Nadine.Mayer@ptt.lu.<br>- Wëllt Dir op Lëtzebuergesch kontaktéiert ginn?<br>- Jo.<br>- Gut&#44; dat ass alles.<br>- Hei ass eng Kaart an hei sinn d’Bicher.<br>- Merci&#44; op déi nächst Kéier.<br>- Adi.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_639eda840877_A2_KAPITEL_1_Audio11_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Olá!<br>- Olá!<br>- Posso ajudar você?<br>- Sim&#44; eu quero emprestar três livros.<br>- Sim&#44; um cartão quando eu quiser.<br>- Cartão?<br>- Não tenho cartão.<br>- Hoje é para você aí.<br>- Então&#44; você precisa de um cartão.<br>- Você pode preencher um formulário ou eu faço direto aqui no computador.<br>- Eu tenho tempo livre agora.<br>- Isso é ótimo.<br>- Meu nome é Nadine Mayer.<br>- Um endereço quando eu quiser.<br>- 21 Route du Luxembourg&#44; L23&#44; 13 Betelbusch.<br>- Você quer ser contactado por e-mail&#44; por SMS ou por telefone?<br>- Por e-mail.<br>- Isso é Nadine.Mayer@ptt.lu.<br>- Você quer ser contatado em luxemburguês?<br>- Sim.<br>- Ótimo&#44; é tudo.<br>- Aqui está um cartão e aqui estão os livros.<br>- Obrigado&#44; até a próxima.<br>- Adeus.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_086848ea28e5_A2_KAPITEL_1_Audio12_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtet den Dialog.<br>- Ass dat richteg oder falsch?<br>- Treitsd un.<br>- Kati Kopkeck&#44; bonjour.<br>- Moien&#44; ech wollt froen&#44; ob dir bei Iech schwammen hättet kritt.<br>- Jo&#44; an der Woch hu mir e Menü du jour&#44; a mir hunn och eng Kaart&#44; mä de puer waarme Platen.<br>- Perfekt&#44; da géing ech gär en Dësch reservéieren.<br>- Jo&#44; fir wien&#44; wann ech gelift?<br>- Fir haut Mëtteg&#44; zwielef Auer.<br>- Ach&#44; dat meent&#44; um zwielef Auer ass schonn alles besat.<br>- An um hënnert Auer&#44; huet dat dono Plaz?<br>- Jo&#44; do hätt ech eventuell en Dësch fir Iech.<br>- Fir wéi vill Leit wier dat?<br>- Fir zwee.<br>- Jo&#44; dat geet. Wéi hutt dir Iech genannt?<br>- Kati Kopkeck.<br>- An d&#x27;Nummer&#44; wann ech gelift?<br>- Meng Handysnummer ass 621 516 610.<br>- Gutt&#44; dat ass notéiert.<br>- Merci villmools&#44; bis dann.<br>- Et geschitt&#44; bis dann.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ouça o diálogo.<br>- Está certo ou errado?<br>- Sente-se e apresente-se.<br>- Kati Kopkeck&#44; bom dia.<br>- Olá&#44; eu gostaria de perguntar&#44; se você tem cópia de vaga para nadar.<br>- Sim&#44; durante a semana temos um menu do dia&#44; e também um cardápio&#44; mas as quatro pratos quentes.<br>- Perfeito&#44; eu gostaria de reservar uma mesa.<br>- Sim&#44; para quantas pessoas&#44; por favor?<br>- Para hoje ao meio-dia&#44; 12 horas.<br>- Ah&#44; isso significa&#44; às doze horas já está tudo ocupado.<br>- E às três&#44; há lugar?<br>- Sim&#44; eu teria talvez uma mesa para você.<br>- Para quantas pessoas seria?<br>- Para duas.<br>- Sim&#44; isso funciona. Como vocês se chamam?<br>- Kati Kopkeck.<br>- E o número&#44; por favor?<br>- Meu número de celular é 621 516 610.<br>- Certo&#44; anotado.<br>- Muito obrigado&#44; até logo.<br>- Acontece&#44; até logo.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtet den Dialog.<br>- Ass dat richteg oder falsch?<br>- Treitsd un.<br>- Kati Kopkeck&#44; bonjour.<br>- Moien&#44; ech wollt froen&#44; ob dir bei Iech schwammen hättet kritt.<br>- Jo&#44; an der Woch hu mir e Menü du jour&#44; a mir hunn och eng Kaart&#44; mä de puer waarme Platen.<br>- Perfekt&#44; da géing ech gär en Dësch reservéieren.<br>- Jo&#44; fir wien&#44; wann ech gelift?<br>- Fir haut Mëtteg&#44; zwielef Auer.<br>- Ach&#44; dat meent&#44; um zwielef Auer ass schonn alles besat.<br>- An um hënnert Auer&#44; huet dat dono Plaz?<br>- Jo&#44; do hätt ech eventuell en Dësch fir Iech.<br>- Fir wéi vill Leit wier dat?<br>- Fir zwee.<br>- Jo&#44; dat geet. Wéi hutt dir Iech genannt?<br>- Kati Kopkeck.<br>- An d&#x27;Nummer&#44; wann ech gelift?<br>- Meng Handysnummer ass 621 516 610.<br>- Gutt&#44; dat ass notéiert.<br>- Merci villmools&#44; bis dann.<br>- Et geschitt&#44; bis dann.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_086848ea28e5_A2_KAPITEL_1_Audio12_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ouça o diálogo.<br>- Está certo ou errado?<br>- Sente-se e apresente-se.<br>- Kati Kopkeck&#44; bom dia.<br>- Olá&#44; eu gostaria de perguntar&#44; se você tem cópia de vaga para nadar.<br>- Sim&#44; durante a semana temos um menu do dia&#44; e também um cardápio&#44; mas as quatro pratos quentes.<br>- Perfeito&#44; eu gostaria de reservar uma mesa.<br>- Sim&#44; para quantas pessoas&#44; por favor?<br>- Para hoje ao meio-dia&#44; 12 horas.<br>- Ah&#44; isso significa&#44; às doze horas já está tudo ocupado.<br>- E às três&#44; há lugar?<br>- Sim&#44; eu teria talvez uma mesa para você.<br>- Para quantas pessoas seria?<br>- Para duas.<br>- Sim&#44; isso funciona. Como vocês se chamam?<br>- Kati Kopkeck.<br>- E o número&#44; por favor?<br>- Meu número de celular é 621 516 610.<br>- Certo&#44; anotado.<br>- Muito obrigado&#44; até logo.<br>- Acontece&#44; até logo.</div></div>
